OBJECTID,LLID,LAKE_LLID,AGENCY,AGENCY_ID,STATION,DEC_LAT,DEC_LONG,DESCRIPTION,QAQC1,QAQC2,Comments,RIVER_MILE,HUC_6,HU_6_Name,HUC_8,HU_8_Name,GIS_STREAMNAME,LAKE_NAME,GIS_Source,GIS_Source_LAKE,Estuary_2010,Sal_ppth,Est_Sal,Est_Final,Est_Comments,MATRIX
847,1244242423867,,Oregon Department of Environmental Quality,ODEQ,36704,42.38887,-124.41866,Hunter Creek at Turtle Rock RV Park,Needs Secondary Review,Correct,,0.358962,171003,Southern Oregon Coastal,17100312,Chetco,Hunter Creek,,StreamNet 100K,,Estuary,14.5,Estuary,Estuary,,ES
848,1244198426708,,Oregon Department of Environmental Quality,ODEQ,36460,42.6707,-124.41887,Beartrap Creek at Mouth,Needs Secondary Review,Correct,,0.04621,171003,Southern Oregon Coastal,17100306,Sixes,Beartrap Creek,,StreamNet 100K,,Needs Further Review,0.04252,Freshwater,Freshwater,,FW
849,1244292424210,,Oregon Department of Environmental Quality,ODEQ,36744,42.4219,-124.4194,Rogue River Estuary Boat Basin at E End of Commercial Dock,Needs Secondary Review,Manually Revised with IRL tool,,0.485352,171003,Southern Oregon Coastal,17100310,Lower Rogue,Rogue River,,StreamNet 100K,,Estuary,32.1,Estuary,Estuary,,ES
850,1244667429704,,Oregon Department of Environmental Quality,ODEQ,36631,42.96098,-124.41952,Bethel Cr East of Hwy 101 at Bridge,Needs Secondary Review,Correct,,3.063532,171003,Southern Oregon Coastal,17100306,Sixes,Bethel Creek,,StreamNet 100K,,Needs Further Review,0.066716,Freshwater,Freshwater,,FW
851,1244292424210,,Oregon Department of Environmental Quality,ODEQ,36745,42.4208,-124.4225,Rogue River Estuary Boat Basin at West End of Recreation Dock,Needs Secondary Review,Correct,,0.307795,171003,Southern Oregon Coastal,17100310,Lower Rogue,Rogue River,,StreamNet 100K,,Estuary,32.2,Estuary,Estuary,,ES
852,1244596429890,,Oregon Department of Environmental Quality,ODEQ,18824,42.975472,-124.423417,Davis Creek at Hwy 101 (tributary to New River),Needs Secondary Review,Correct,,2.498528,171003,Southern Oregon Coastal,17100306,Sixes,Davis Creek,,StreamNet 100K,,Needs Further Review,0.054062,Freshwater,Freshwater,,FW
853,1240637462558,,Oregon Department of Environmental Quality,ODEQ,36588,42.42003,-124.4235,Dean Cr Culvert Outlet to Rogue R,Needs Secondary Review,Potential Digitization,"Stream in NHDH, not in DEQ streams. Looks to be an estuary or marine.",316.114426,171003,Southern Oregon Coastal,17100310,Lower Rogue,Pacific Ocean,,NHD Medium & digitized from various sources,,Estuary,0.2,Estuary,,,
854,1244667429704,,Oregon Department of Environmental Quality,ODEQ,18821,42.965917,-124.427583,Bethel Creek at Hwy 101 (tributary to New River),Needs Secondary Review,Correct,,2.183174,171003,Southern Oregon Coastal,17100306,Sixes,Bethel Creek,,StreamNet 100K,,Needs Further Review,0.053167,Freshwater,Freshwater,,FW
855,1244427430438,,Oregon Department of Environmental Quality,ODEQ,36653,43.05676,-124.43172,Twomile Cr at DS Bridge,Needs Secondary Review,Correct,,1.32375,171003,Southern Oregon Coastal,17100306,Sixes,Twomile Creek,,StreamNet 100K,,Needs Further Review,0.049596,Freshwater,Freshwater,,FW
856,1244459430087,1244357430215,Oregon Department of Environmental Quality,ODEQ,36645,43.02024,-124.43338,Laurel Lake East,Needs Secondary Review,Correct,Added Lake LLID,1.239089,171003,Southern Oregon Coastal,17100306,Sixes,Spring Creek,Laurel Lake,StreamNet 100K,StreamNet 100K,Needs Further Review,0.065351,Freshwater,Freshwater,,FW
857,1244598429527,,Oregon Department of Environmental Quality,ODEQ,32640,42.95818,-124.4347,Butte Creek at Hwy 101 (New River),Needs Secondary Review,Correct,,1.399799,171003,Southern Oregon Coastal,17100306,Sixes,Butte Creek,,StreamNet 100K,,Needs Further Review,0.050041,Freshwater,Freshwater,,FW
858,1244459430087,,Oregon Department of Environmental Quality,ODEQ,36725,43.02317,-124.43516,Laurel Lake Trib from Lost Lake,Needs Secondary Review,Potential Digitization,"Stream in NHDH, not in DEQ streams",1.105598,171003,Southern Oregon Coastal,17100306,Sixes,Spring Creek,,StreamNet 100K,,Needs Further Review,0.054511,Freshwater,,,
859,1244459430087,1244357430215,Oregon Department of Environmental Quality,ODEQ,36646,43.02107,-124.43681,Laurel Lake West,Needs Secondary Review,Correct,,1.062494,171003,Southern Oregon Coastal,17100306,Sixes,Spring Creek,Laurel Lake,StreamNet 100K,StreamNet 100K,Needs Further Review,0.073111,Freshwater,Freshwater,,FW
860,1244427430438,,Oregon Department of Environmental Quality,ODEQ,36654,43.0525,-124.438,Twomile Cr Near Mouth,Needs Secondary Review,Correct,,0.85236,171003,Southern Oregon Coastal,17100306,Sixes,Twomile Creek,,StreamNet 100K,,Needs Further Review,,Needs Further Review,Estuary,No data. Labeled estuary conservatively,ES
861,1244633429704,,Oregon Department of Environmental Quality,ODEQ,36621,42.94087,-124.43962,Morton Creek at RM 2.99,Needs Secondary Review,Correct,,2.988227,171003,Southern Oregon Coastal,17100306,Sixes,Morton Creek,,StreamNet 100K,,Needs Further Review,0.074487,Freshwater,Freshwater,,FW
862,1244598429527,,Oregon Department of Environmental Quality,ODEQ,36628,42.9569,-124.44468,Butte Creek 0.49 Miles DS of Hwy 101,Needs Secondary Review,Correct,,0.895898,171003,Southern Oregon Coastal,17100306,Sixes,Butte Creek,,StreamNet 100K,,Needs Further Review,0.034692,Freshwater,Freshwater,,FW
863,1244558430014,,Oregon Department of Environmental Quality,ODEQ,36644,43.0083,-124.4454,Fourmile Cr Abv Spring Cr Laurel Lake Outlet,Needs Secondary Review,Correct,,1.162451,171003,Southern Oregon Coastal,17100306,Sixes,Fourmile Creek,,StreamNet 100K,,Needs Further Review,0.067172,Freshwater,Freshwater,,FW
864,1244459430087,,Oregon Department of Environmental Quality,ODEQ,36647,43.00899,-124.44596,Spring Creek Near Mouth,Needs Secondary Review,Correct,,0.015903,171003,Southern Oregon Coastal,17100306,Sixes,Spring Creek,,StreamNet 100K,,Needs Further Review,0.069909,Freshwater,Freshwater,,FW
865,1244633429704,,Oregon Department of Environmental Quality,ODEQ,36624,42.9451,-124.4465,Morton Creek at RM 2.43,Needs Secondary Review,Correct,,2.432578,171003,Southern Oregon Coastal,17100306,Sixes,Morton Creek,,StreamNet 100K,,Needs Further Review,0.080928,Freshwater,Freshwater,,FW
866,1244667429704,,Oregon Department of Environmental Quality,ODEQ,36632,42.9701,-124.4472,Bethel Cr US Bridge on Re-located channel,Needs Secondary Review,Correct,,1.089991,171003,Southern Oregon Coastal,17100306,Sixes,Bethel Creek,,StreamNet 100K,,Needs Further Review,0.051379,Freshwater,Freshwater,,FW
867,1240637462558,,Oregon Department of Environmental Quality,ODEQ,36652,43.0249,-124.4478,New River North of Fourmile Creek,Needs Secondary Review,Potential Digitization,"Stream in NHDH, not in DEQ streams",261.813394,171003,Southern Oregon Coastal,17100306,Sixes,Pacific Ocean,,NHD Medium & digitized from various sources,,Estuary,8.3,Estuary,,,
868,1244596429890,,Oregon Department of Environmental Quality,ODEQ,36635,42.98071,-124.44916,Davis Cr Abv Croft Lake,Needs Secondary Review,Correct,,1.024398,171003,Southern Oregon Coastal,17100306,Sixes,Davis Creek,,StreamNet 100K,,Needs Further Review,,Needs Further Review,Freshwater,Determined using downstream stations,FW
869,1244596429890,1244500429834,Oregon Department of Environmental Quality,ODEQ,36723,42.984,-124.45004,Croft Lake NE,Needs Secondary Review,Correct,,0.645483,171003,Southern Oregon Coastal,17100306,Sixes,Davis Creek,Croft Lake,StreamNet 100K,StreamNet 100K,Needs Further Review,0.048262,Freshwater,Freshwater,,FW
870,1244923429259,,Oregon Department of Environmental Quality,ODEQ,36721,42.92238,-124.45011,South Langlois Creek at Hwy 101,Needs Secondary Review,Potential Digitization,"Stream in NHDH, not in DEQ streams",2.262165,171003,Southern Oregon Coastal,17100306,Sixes,Langlois Creek,,StreamNet 100K,,Needs Further Review,0.04252,Freshwater,,,
871,1244596429890,1244500429834,Oregon Department of Environmental Quality,ODEQ,36636,42.98183,-124.45303,Croft Lake South,Needs Secondary Review,Correct,Added Lake LLID,0.749023,171003,Southern Oregon Coastal,17100306,Sixes,Davis Creek,Croft Lake,StreamNet 100K,StreamNet 100K,Needs Further Review,0.070366,Freshwater,Freshwater,,FW
872,1244598429527,,Oregon Department of Environmental Quality,ODEQ,36629,42.95571,-124.45456,Butte Creek at DS Bridge,Needs Secondary Review,Correct,,0.374326,171003,Southern Oregon Coastal,17100306,Sixes,Butte Creek,,StreamNet 100K,,Needs Further Review,0.047375,Freshwater,Freshwater,,FW
873,1244923429259,,Oregon Department of Environmental Quality,ODEQ,32667,42.9345,-124.4551,North Langlois Creek near Langlois (tributary to New River),Needs Secondary Review,Potential Digitization,"Stream in NHDH, not in DEQ streams",1.666763,171003,Southern Oregon Coastal,17100306,Sixes,Langlois Creek,,StreamNet 100K,,Needs Further Review,0.053614,Freshwater,,,
874,1244596429890,,Oregon Department of Environmental Quality,ODEQ,36757,42.976462,-124.456272,Bethel Cr Re-Located Channel at 2nd Bridge US,Needs Secondary Review,Potential Digitization,"Stream in NHDH, not in DEQ streams",0.840746,171003,Southern Oregon Coastal,17100306,Sixes,Davis Creek,,StreamNet 100K,,Needs Further Review,0.054511,Freshwater,,,
875,1244596429890,,Oregon Department of Environmental Quality,ODEQ,36637,42.98643,-124.45662,Croft Lake Outlet,Needs Secondary Review,Correct,,0.351652,171003,Southern Oregon Coastal,17100306,Sixes,Davis Creek,,StreamNet 100K,,Needs Further Review,0.082775,Freshwater,Freshwater,,FW
876,1244633429704,,Oregon Department of Environmental Quality,ODEQ,36726,42.95075,-124.45693,Morton Cr at DS End of Flow,Needs Secondary Review,Correct,,1.58885,171003,Southern Oregon Coastal,17100306,Sixes,Morton Creek,,StreamNet 100K,,Needs Further Review,0.066261,Freshwater,Freshwater,,FW
877,1244569430006,1244597429863,Oregon Department of Environmental Quality,ODEQ,36638,42.99661,-124.45743,New River Near Strorm Ranch Boat Ramp,Needs Secondary Review,Correct,Added Lake LLID,0.435712,171003,Southern Oregon Coastal,17100306,Sixes,New River,Unnamed Lake,StreamNet 100K,StreamNet 100K,Needs Further Review,13.2,Estuary,Estuary,,ES
878,1244633429704,,Oregon Department of Environmental Quality,ODEQ,36728,42.93785,-124.45765,North Langlois Cr at DS Bridge,Needs Secondary Review,Potential Digitization,"Stream in NHDH, not in DEQ streams",2.495072,171003,Southern Oregon Coastal,17100306,Sixes,Morton Creek,,StreamNet 100K,,Needs Further Review,0.060817,Freshwater,,,
879,1244633429704,,Oregon Department of Environmental Quality,ODEQ,36630,42.9577,-124.46022,Butte Creek NR Mouth,Needs Secondary Review,Potential Digitization,Inconsistencies between DEQ streams and NHDH streams,0.904326,171003,Southern Oregon Coastal,17100306,Sixes,Morton Creek,,StreamNet 100K,,Needs Further Review,0.052272,Freshwater,,,
880,1245315428055,,Oregon Department of Environmental Quality,ODEQ,29553,42.76988,-124.4606,Elk River Bagley Creek at mouth,Needs Secondary Review,Potential Digitization,"Stream in NHDH, not in DEQ streams",7.221314,171003,Southern Oregon Coastal,17100306,Sixes,Elk River,,StreamNet 100K,,Needs Further Review,0.040767,Freshwater,,,
881,1244794429108,,Oregon Department of Environmental Quality,ODEQ,25854,42.891111,-124.461111,Willow Creek (tributary to Floras Creek) at Hwy 101,Needs Secondary Review,Correct,,2.11757,171003,Southern Oregon Coastal,17100306,Sixes,Willow Creek,,StreamNet 100K,,Needs Further Review,0.036418,Freshwater,Freshwater,,FW
882,1244569430006,,Oregon Department of Environmental Quality,ODEQ,36634,42.98605,-124.46128,New River Abv Croft Lake Outlet,Needs Secondary Review,Correct,,1.212623,171003,Southern Oregon Coastal,17100306,Sixes,New River,,StreamNet 100K,,Needs Further Review,0.085087,Freshwater,Estuary,Based on upstream station,ES
883,1244667429704,,Oregon Department of Environmental Quality,ODEQ,36633,42.9692,-124.4642,Bethel Cr at Bridge NR Mouth US of New Lake Outlet,Needs Secondary Review,Correct,,0.178119,171003,Southern Oregon Coastal,17100306,Sixes,Bethel Creek,,StreamNet 100K,,Needs Further Review,0.050487,Freshwater,Freshwater,,FW
884,1244569430006,,Oregon Department of Environmental Quality,ODEQ,36614,42.97004,-124.46691,Bethel Cr New Lake Outlet,Needs Secondary Review,Correct,,2.394574,171003,Southern Oregon Coastal,17100306,Sixes,New River,,StreamNet 100K,,Needs Further Review,0.122562,Estuary,Estuary,,ES
885,1244569430006,,Oregon Department of Environmental Quality,ODEQ,36613,42.96903,-124.46766,New River South of New Lake Outlet,Needs Secondary Review,Correct,,2.472273,171003,Southern Oregon Coastal,17100306,Sixes,New River,,StreamNet 100K,,Needs Further Review,0.069909,Freshwater,Estuary,Determined by upstream stations,ES
886,1244569430006,,Oregon Department of Environmental Quality,ODEQ,36612,42.96198,-124.47374,New River at 2002-2003 Breach Site (RM 3.1),Needs Secondary Review,Correct,,3.08375,171003,Southern Oregon Coastal,17100306,Sixes,New River,,StreamNet 100K,,Needs Further Review,0.070366,Freshwater,Estuary,Determined by upstream stations,ES
887,1244777427353,,Oregon Department of Environmental Quality,ODEQ,25848,42.738889,-124.474444,Hubbard Creek below North Fork,Needs Secondary Review,Correct,,0.308652,171003,Southern Oregon Coastal,17100306,Sixes,Hubbard Creek,,StreamNet 100K,,Needs Further Review,0.044721,Freshwater,Freshwater,,FW
888,1244756427384,,Oregon Department of Environmental Quality,ODEQ,36314,42.750851,-124.474648,City of Port Orford Intake PWS# 4100670 Hubbard Creek,Needs Secondary Review,Likely Correct,North Fork Hubbard Creek,0.883691,171003,Southern Oregon Coastal,17100306,Sixes,North Fork Hubbard Creek,,StreamNet 100K,,Needs Further Review,0.050933,Freshwater,Freshwater,,FW
889,1244794429108,,Oregon Department of Environmental Quality,ODEQ,28297,42.9045,-124.4755,Willow Creek at County Bridge (Floras Creek),Needs Secondary Review,Correct,,0.527288,171003,Southern Oregon Coastal,17100306,Sixes,Willow Creek,,StreamNet 100K,,Needs Further Review,0.035985,Freshwater,Freshwater,,FW
890,1244777427353,,Oregon Department of Environmental Quality,ODEQ,36600,42.73706,-124.47668,Hubbard Cr at Hwy 101,Needs Secondary Review,Correct,,0.139614,171003,Southern Oregon Coastal,17100306,Sixes,Hubbard Creek,,StreamNet 100K,,Needs Further Review,0.048262,Freshwater,Freshwater,,FW
891,1244856428202,,Oregon Department of Environmental Quality,ODEQ,28312,42.821,-124.4825,Crystal Creek at Hwy 101 (Sixes River tributary),Needs Secondary Review,Correct,,0.178184,171003,Southern Oregon Coastal,17100306,Sixes,Crystal Creek,,StreamNet 100K,,Needs Further Review,0.037717,Freshwater,Freshwater,,FW
892,1245439428541,,Oregon Department of Environmental Quality,ODEQ,36661,42.81983,-124.4859,Sixes R US of Crystal Cr,Needs Secondary Review,Correct,,4.720284,171003,Southern Oregon Coastal,17100306,Sixes,Sixes River,,StreamNet 100K,,Needs Further Review,0.049151,Freshwater,Freshwater,,FW
893,1244923429259,,Oregon Department of Environmental Quality,ODEQ,36609,42.9308,-124.4859,Langlois Creek at RM 0.65 Bend to South,Needs Secondary Review,Correct,,0.649136,171003,Southern Oregon Coastal,17100306,Sixes,Langlois Creek,,StreamNet 100K,,Needs Further Review,,Freshwater,Freshwater,Based on downstream station,FW
894,1244856428202,,Oregon Department of Environmental Quality,ODEQ,35431,42.8206,-124.4861,Crystal Creek at confl. w/Sixes River,Needs Secondary Review,Manually Revised with IRL tool,,0,171003,Southern Oregon Coastal,17100306,Sixes,Crystal Creek,,StreamNet 100K,,Needs Further Review,0.047375,Freshwater,Freshwater,,FW
895,1244569430006,,Oregon Department of Environmental Quality,ODEQ,36607,42.9361,-124.48621,New River Ditch Trib (at 5.1) Near Mouth,Needs Secondary Review,Correct,,5.077354,171003,Southern Oregon Coastal,17100306,Sixes,New River,,StreamNet 100K,,Needs Further Review,0.229219,Estuary,Estuary,,ES
896,1244569430006,,Oregon Department of Environmental Quality,ODEQ,36606,42.93576,-124.48676,New River South of Bono Slough,Needs Secondary Review,Correct,,5.089805,171003,Southern Oregon Coastal,17100306,Sixes,New River,,StreamNet 100K,,Needs Further Review,0.07128,Freshwater,Freshwater,,FW
897,1245439428541,,Oregon Department of Environmental Quality,ODEQ,36671,42.8226,-124.4913,Sixes R Blw Crystal Cr From Small Gravel Bar Right,Needs Secondary Review,Correct,,4.350333,171003,Southern Oregon Coastal,17100306,Sixes,Sixes River,,StreamNet 100K,,Needs Further Review,0.049151,Freshwater,Freshwater,,FW
898,1244923429259,,Oregon Department of Environmental Quality,ODEQ,36610,42.92581,-124.4922,Langlois Creek at Mouth,Needs Secondary Review,Correct,,0.006652,171003,Southern Oregon Coastal,17100306,Sixes,Langlois Creek,,StreamNet 100K,,Needs Further Review,0.093443,Freshwater,Freshwater,,FW
899,1244569430006,,Oregon Department of Environmental Quality,ODEQ,36605,42.9256,-124.4926,New River South of Hanson Slough,Needs Secondary Review,Correct,,5.835237,171003,Southern Oregon Coastal,17100306,Sixes,New River,,StreamNet 100K,,Needs Further Review,0.08555,Freshwater,Freshwater,,FW
900,1244974429130,,Oregon Department of Environmental Quality,ODEQ,23931,42.91442,-124.49281,Mainstem Floras Creek above Floras Lake outlet,Needs Secondary Review,Correct,,0.257943,171003,Southern Oregon Coastal,17100306,Sixes,Floras Creek,,StreamNet 100K,,Needs Further Review,0.053614,Freshwater,Freshwater,,FW
901,1245128427431,,Oregon Department of Environmental Quality,ODEQ,36579,42.7737,-124.49683,Mill Creek at North Crossing of Hwy 101,Needs Secondary Review,Potential Digitization,"Stream in NHDH, not in DEQ streams",3.635602,171003,Southern Oregon Coastal,17100306,Sixes,Mill Creek,,PNW Hydrography 24K,,Needs Further Review,0.039022,Freshwater,,,
902,1245128427431,,Oregon Department of Environmental Quality,ODEQ,36761,42.767606,-124.497788,Mill Creek at Mid Crossing of Hwy 101 (Garrison Lake),Needs Secondary Review,Correct,,2.811884,171003,Southern Oregon Coastal,17100306,Sixes,Mill Creek,,PNW Hydrography 24K,,Needs Further Review,0.059913,Freshwater,Freshwater,,FW
903,1244974429131,,Oregon Department of Environmental Quality,ODEQ,23930,42.91153,-124.498122,"Floras Lake outlet near mouth, Floras Creek mainstem",Needs Secondary Review,Likely Correct,DEQ Streams calls this Boulder Creek. NHDH does not have a name for this stream.,0.125661,171003,Southern Oregon Coastal,17100306,Sixes,Boulder Creek,,StreamNet 100K,,Needs Further Review,0.045604,Freshwater,Freshwater,,FW
904,1245315428055,,Oregon Department of Environmental Quality,ODEQ,36508,42.81064,-124.49864,Cedar Creek Headwaters Near Cape Blanco Road (Elk R),Needs Secondary Review,Potential Digitization,"Stream in NHDH, not in DEQ streams",3.05568,171003,Southern Oregon Coastal,17100306,Sixes,Elk River,,StreamNet 100K,,Needs Further Review,0.045162,Freshwater,,,
905,1245128427431,,Oregon Department of Environmental Quality,ODEQ,36580,42.77327,-124.49904,Mill Creek at Rose Way (Garrison Lake),Needs Secondary Review,Potential Digitization,"Stream in NHDH, not in DEQ streams",3.282907,171003,Southern Oregon Coastal,17100306,Sixes,Mill Creek,,PNW Hydrography 24K,,Needs Further Review,0.050487,Freshwater,,,
906,1245128427431,,Oregon Department of Environmental Quality,ODEQ,36762,42.7551,-124.4998,Mill Creek at Arizon St (Garrison Lake),Needs Secondary Review,Correct,,1.764009,171003,Southern Oregon Coastal,17100306,Sixes,Mill Creek,,PNW Hydrography 24K,,Needs Further Review,1.341098,Estuary,Estuary,,ES
907,1245315428055,,Oregon Department of Environmental Quality,ODEQ,36565,42.806059,-124.500826,Cedar Cr Halfway Between Logs,Needs Secondary Review,Potential Digitization,"Stream in NHDH, not in DEQ streams",3.05568,171003,Southern Oregon Coastal,17100306,Sixes,Elk River,,StreamNet 100K,,Needs Further Review,0.054959,Freshwater,,,
908,1245128427431,,Oregon Department of Environmental Quality,ODEQ,36581,42.77191,-124.50149,Mill Cr at Silver Butte Rd (Garrison Lake),Needs Secondary Review,Correct,,3.231055,171003,Southern Oregon Coastal,17100306,Sixes,Mill Creek,,PNW Hydrography 24K,,Needs Further Review,0.045604,Freshwater,Freshwater,,FW
909,1245315428055,,Oregon Department of Environmental Quality,ODEQ,36566,42.80515,-124.5024,Cedar Cr at BBQ,Needs Secondary Review,Potential Digitization,"Stream in NHDH, not in DEQ streams",3.00203,171003,Southern Oregon Coastal,17100306,Sixes,Elk River,,StreamNet 100K,,Needs Further Review,0.046046,Freshwater,,,
910,1245315428055,,Oregon Department of Environmental Quality,ODEQ,34312,42.803,-124.5032,Cedar Creek at Pit Road (Elk),Needs Secondary Review,Potential Digitization,"Stream in NHDH, not in DEQ streams",2.980047,171003,Southern Oregon Coastal,17100306,Sixes,Elk River,,StreamNet 100K,,Needs Further Review,0.049596,Freshwater,,,
911,1245128427431,,Oregon Department of Environmental Quality,ODEQ,36577,42.75241,-124.50338,Garrison Lake Trib Buffington Pond Upstream of Pinehurst Rd,Needs Secondary Review,Potential Digitization,"Stream in NHDH, not in DEQ streams",1.578434,171003,Southern Oregon Coastal,17100306,Sixes,Mill Creek,,PNW Hydrography 24K,,Needs Further Review,0.084162,Freshwater,,,
912,1245439428541,,Oregon Department of Environmental Quality,ODEQ,36672,42.82548,-124.50361,Sixes R at Pilings,Needs Secondary Review,Correct,,3.679008,171003,Southern Oregon Coastal,17100306,Sixes,Sixes River,,StreamNet 100K,,Needs Further Review,0.052719,Freshwater,Freshwater,,FW
913,1245128427431,,Oregon Department of Environmental Quality,ODEQ,36586,42.7604,-124.50454,Garrison Lake Trib at Paradise Pt Rd,Needs Secondary Review,Potential Digitization,"Stream in NHDH, not in DEQ streams",1.882587,171003,Southern Oregon Coastal,17100306,Sixes,Mill Creek,,PNW Hydrography 24K,,Needs Further Review,0.038586,Freshwater,,,
914,1245128427431,1245055427545,Oregon Department of Environmental Quality,ODEQ,13787,42.75425,-124.506778,Garrison Lake at deepest point,Needs Secondary Review,Correct,Added Lake LLID,1.411451,171003,Southern Oregon Coastal,17100306,Sixes,Mill Creek,Garrison Lake,PNW Hydrography 24K,StreamNet 100K,Needs Further Review,27,Estuary,Estuary,,ES
915,1245128427431,,Oregon Department of Environmental Quality,ODEQ,36585,42.7475,-124.50727,Garison Lake Trib from Sewage Disposal Pond at Trail,Needs Secondary Review,Potential Digitization,"Stream in NHDH, not in DEQ streams",0.455083,171003,Southern Oregon Coastal,17100306,Sixes,Mill Creek,,PNW Hydrography 24K,,Needs Further Review,0.132524,Estuary,,,
916,1245128427431,,Oregon Department of Environmental Quality,ODEQ,36584,42.74842,-124.50748,Garrison Lake Trib from Sewage Disposal Ponds at Rd,Needs Secondary Review,Potential Digitization,"Stream in NHDH, not in DEQ streams",0.610994,171003,Southern Oregon Coastal,17100306,Sixes,Mill Creek,,PNW Hydrography 24K,,Needs Further Review,0.143007,Estuary,,,
917,1245315428055,,Oregon Department of Environmental Quality,ODEQ,28301,42.7956,-124.5092,Cedar Creek at McKenzie Road Bridge (Elk Creek),Needs Secondary Review,Potential Digitization,"Stream in NHDH, not in DEQ streams",2.62379,171003,Southern Oregon Coastal,17100306,Sixes,Elk River,,StreamNet 100K,,Needs Further Review,0.061269,Freshwater,,,
918,1245315428055,,Oregon Department of Environmental Quality,ODEQ,36760,42.79653,-124.51024,Cedar Cr US of Bridge Above McKenzie Rd Bridge (Elk R),Needs Secondary Review,Potential Digitization,"Stream in NHDH, not in DEQ streams",2.648019,171003,Southern Oregon Coastal,17100306,Sixes,Elk River,,StreamNet 100K,,Needs Further Review,0.055408,Freshwater,,,
919,1245128427431,,Oregon Department of Environmental Quality,ODEQ,36759,42.7602,-124.5106,Garrison Lake Trib to NW Arm at Paradise Point Rd,Needs Secondary Review,Potential Digitization,"Stream in NHDH, not in DEQ streams",1.139678,171003,Southern Oregon Coastal,17100306,Sixes,Mill Creek,,PNW Hydrography 24K,,Needs Further Review,0.238052,Estuary,,,
920,1245128427431,1245055427545,Oregon Department of Environmental Quality,ODEQ,36576,42.75063,-124.51142,Garrison Lake South Arm Deepest Point,Needs Secondary Review,Correct,Added Lake LLID,0.68289,171003,Southern Oregon Coastal,17100306,Sixes,Mill Creek,Garrison Lake,PNW Hydrography 24K,StreamNet 100K,Needs Further Review,25.7,Estuary,Estuary,,ES
921,1245439428541,,Oregon Department of Environmental Quality,ODEQ,36673,42.82548,-124.51153,Sixes R under Powerline,Needs Secondary Review,Correct,,3.154174,171003,Southern Oregon Coastal,17100306,Sixes,Sixes River,,StreamNet 100K,,Needs Further Review,0.052272,Freshwater,Freshwater,,FW
922,1245128427431,1245055427545,Oregon Department of Environmental Quality,ODEQ,36582,42.76012,-124.51291,Garrison Lake Below Paradise Point Rd,Needs Secondary Review,Manually Revised with IRL tool,Added Lake LLID,1.135536,171003,Southern Oregon Coastal,17100306,Sixes,Mill Creek,Garrison Lake,PNW Hydrography 24K,StreamNet 100K,Needs Further Review,1.337295,Estuary,Estuary,,ES
923,1245252427944,,Oregon Department of Environmental Quality,ODEQ,36559,42.79963,-124.51917,Swamp Cr at Lower Reservoir US End Fish Passage Culvert,Needs Secondary Review,Correct,,0.546398,171003,Southern Oregon Coastal,17100306,Sixes,Swamp Creek,,StreamNet 100K,,Needs Further Review,0.091582,Freshwater,Freshwater,,FW
924,1245252427944,,Oregon Department of Environmental Quality,ODEQ,28299,42.7963,-124.5198,Swamp Creek at lower culvert (Elk Creek),Needs Secondary Review,Correct,,0.31954,171003,Southern Oregon Coastal,17100306,Sixes,Swamp Creek,,StreamNet 100K,,Needs Further Review,0.092047,Freshwater,Freshwater,,FW
925,1245252427944,,Oregon Department of Environmental Quality,ODEQ,36560,42.79507,-124.52355,Swamp Cr at Mouth (Elk),Needs Secondary Review,Correct,,0.118665,171003,Southern Oregon Coastal,17100306,Sixes,Swamp Creek,,StreamNet 100K,,Needs Further Review,0.091117,Freshwater,Freshwater,,FW
926,1245315428055,,Oregon Department of Environmental Quality,ODEQ,36556,42.79376,-124.52423,Elk River above Swamp Creek,Needs Secondary Review,Correct,,0.934456,171003,Southern Oregon Coastal,17100306,Sixes,Elk River,,StreamNet 100K,,Needs Further Review,0.048262,Freshwater,Freshwater,,FW
927,1245315428055,,Oregon Department of Environmental Quality,ODEQ,36537,42.79841,-124.52622,Elk River Estuary Approx 1.08 MI from Mouth,Needs Secondary Review,Correct,,0.602203,171003,Southern Oregon Coastal,17100306,Sixes,Elk River,,StreamNet 100K,,Needs Further Review,0.058108,Freshwater,Freshwater,,FW
928,1245315428055,,Oregon Department of Environmental Quality,ODEQ,36536,42.79652,-124.52625,Elk River Estuary Approx 1.2 MI from Mouth,Needs Secondary Review,Correct,,0.723229,171003,Southern Oregon Coastal,17100306,Sixes,Elk River,,StreamNet 100K,,Needs Further Review,0.048262,Freshwater,Freshwater,,FW
929,1245439428541,,Oregon Department of Environmental Quality,ODEQ,36674,42.84105,-124.52629,Sixes R Abv Estuary,Needs Secondary Review,Correct,,1.742447,171003,Southern Oregon Coastal,17100306,Sixes,Sixes River,,StreamNet 100K,,Needs Further Review,0.066716,Freshwater,Freshwater,,FW
930,1245315428055,,Oregon Department of Environmental Quality,ODEQ,36510,42.80444,-124.5291,Elk River Estuary Mid Beach Section,Needs Secondary Review,Correct,,0.171153,171003,Southern Oregon Coastal,17100306,Sixes,Elk River,,StreamNet 100K,,Needs Further Review,0.4,Estuary,Estuary,,ES
931,1245439428541,,Oregon Department of Environmental Quality,ODEQ,36676,42.84018,-124.5338,Sixes R Upper End of Estuary,Needs Secondary Review,Correct,,1.346994,171003,Southern Oregon Coastal,17100306,Sixes,Sixes River,,StreamNet 100K,,Needs Further Review,0.2,Estuary,Estuary,,ES
