"PARAMETER_KEY","Result","NAME","ABBREVIATION","Name.full","SAMPLE_DATE","SAMPLE_TIME","STATION_KEY","LOCATION_DESCRIPTION","SAMPLE_MATRIX","METHOD_DETECTION_LIMIT","METHOD_REPORTING_LIMIT","QA_QC_TYPE","STATUS","UNIT","SUBPROJECT_NAME","Result_clean"
5229,"18.3","Salinity","Field","FieldSalinity",2004-09-21,1899-12-30 16:15:00,36720,"Winchuck River Estuary ABV bar at Mouth","Surface water",NA,0.1,"Sample","B","ppth","Volunteer Monitoring Reports","18.3"
5229,"0.7","Salinity","Field","FieldSalinity",2004-09-21,1899-12-30 11:43:00,36720,"Winchuck River Estuary ABV bar at Mouth","Surface water",NA,0.1,"Sample - Field Primary","B","ppth","Volunteer Monitoring Reports","0.7"
5195,"67","Conductivity","Field","FieldConductivity",2006-01-11,1899-12-30 09:00:00,36721,"South Langlois Creek at Hwy 101","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","67"
5195,"80","Conductivity","Field","FieldConductivity",2006-11-07,1899-12-30 14:00:00,36721,"South Langlois Creek at Hwy 101","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","80"
5195,"57","Conductivity","Field","FieldConductivity",2007-11-17,1899-12-30 09:40:00,36721,"South Langlois Creek at Hwy 101","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","57"
5229,"0","Salinity","Field","FieldSalinity",2006-06-20,1899-12-30 05:30:00,36723,"Croft Lake NE","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"86","Conductivity","Field","FieldConductivity",2006-06-20,1899-12-30 05:30:00,36723,"Croft Lake NE","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","86"
5229,"0","Salinity","Field","FieldSalinity",2006-06-20,1899-12-30 05:50:00,36723,"Croft Lake NE","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"87","Conductivity","Field","FieldConductivity",2006-06-20,1899-12-30 05:50:00,36723,"Croft Lake NE","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","87"
5229,"0","Salinity","Field","FieldSalinity",2006-06-20,1899-12-30 07:40:00,36723,"Croft Lake NE","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5229,"0","Salinity","Field","FieldSalinity",2006-06-20,1899-12-30 07:50:00,36723,"Croft Lake NE","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5229,"0","Salinity","Field","FieldSalinity",2006-06-20,1899-12-30 09:40:00,36723,"Croft Lake NE","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"87","Conductivity","Field","FieldConductivity",2006-06-20,1899-12-30 09:40:00,36723,"Croft Lake NE","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","87"
5229,"0","Salinity","Field","FieldSalinity",2006-06-20,1899-12-30 09:50:00,36723,"Croft Lake NE","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"86","Conductivity","Field","FieldConductivity",2006-06-20,1899-12-30 09:50:00,36723,"Croft Lake NE","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","86"
5229,"0","Salinity","Field","FieldSalinity",2006-06-20,1899-12-30 16:15:00,36723,"Croft Lake NE","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"85","Conductivity","Field","FieldConductivity",2006-06-20,1899-12-30 16:15:00,36723,"Croft Lake NE","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","85"
5229,"0","Salinity","Field","FieldSalinity",2006-06-20,1899-12-30 14:50:00,36723,"Croft Lake NE","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"86","Conductivity","Field","FieldConductivity",2006-06-20,1899-12-30 14:50:00,36723,"Croft Lake NE","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","86"
5229,"0","Salinity","Field","FieldSalinity",2006-06-20,1899-12-30 15:00:00,36723,"Croft Lake NE","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"85","Conductivity","Field","FieldConductivity",2006-06-20,1899-12-30 15:00:00,36723,"Croft Lake NE","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","85"
5229,"0","Salinity","Field","FieldSalinity",2006-07-25,1899-12-30 06:10:00,36723,"Croft Lake NE","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5195,"93","Conductivity","Field","FieldConductivity",2006-07-25,1899-12-30 06:10:00,36723,"Croft Lake NE","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","93"
5229,"0","Salinity","Field","FieldSalinity",2006-07-25,1899-12-30 11:43:00,36723,"Croft Lake NE","Surface water",NA,0.1,"Sample - Field Primary","A","ppth","Volunteer Monitoring Reports","0"
5195,"92","Conductivity","Field","FieldConductivity",2006-07-25,1899-12-30 11:43:00,36723,"Croft Lake NE","Surface water",NA,1,"Sample - Field Primary","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","92"
5229,"0","Salinity","Field","FieldSalinity",2006-07-25,1899-12-30 11:44:00,36723,"Croft Lake NE","Surface water",NA,0.1,"Sample - Field Duplicate","A","ppth","Volunteer Monitoring Reports","0"
5195,"92","Conductivity","Field","FieldConductivity",2006-07-25,1899-12-30 11:44:00,36723,"Croft Lake NE","Surface water",NA,1,"Sample - Field Duplicate","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","92"
5195,"105","Conductivity","Field","FieldConductivity",2006-06-21,1899-12-30 14:30:00,36725,"Laurel Lake Trib from Lost Lake","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","105"
5195,"107","Conductivity","Field","FieldConductivity",2006-11-07,1899-12-30 15:40:00,36725,"Laurel Lake Trib from Lost Lake","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","107"
5195,"100","Conductivity","Field","FieldConductivity",2007-06-29,1899-12-30 11:24:00,36725,"Laurel Lake Trib from Lost Lake","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","100"
5195,"110","Conductivity","Field","FieldConductivity",2006-11-07,1899-12-30 14:28:00,36726,"Morton Cr at DS End of Flow","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","110"
5195,"133","Conductivity","Field","FieldConductivity",2007-06-29,1899-12-30 12:43:00,36726,"Morton Cr at DS End of Flow","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","133"
5195,"72","Conductivity","Field","FieldConductivity",2007-11-17,1899-12-30 09:50:00,36726,"Morton Cr at DS End of Flow","Surface water",NA,1,"Sample - Field Primary","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","72"
5195,"102","Conductivity","Field","FieldConductivity",2006-11-07,1899-12-30 14:22:00,36728,"North Langlois Cr at DS Bridge","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","102"
5195,"121","Conductivity","Field","FieldConductivity",2007-06-29,1899-12-30 14:00:00,36728,"North Langlois Cr at DS Bridge","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","121"
5195,"73","Conductivity","Field","FieldConductivity",2007-11-17,1899-12-30 10:10:00,36728,"North Langlois Cr at DS Bridge","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","73"
5195,"87","Conductivity","Field","FieldConductivity",2008-04-22,1899-12-30 09:00:00,36728,"North Langlois Cr at DS Bridge","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","87"
5229,"2.1","Salinity","Field","FieldSalinity",2003-07-08,1899-12-30 16:00:00,36730,"Pistol River at Hwy 101","Surface water",NA,0.1,"Sample","B","ppth","Volunteer Monitoring Reports","2.1"
5195,"3937","Conductivity","Field","FieldConductivity",2003-07-08,1899-12-30 16:00:00,36730,"Pistol River at Hwy 101","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","3937"
5229,"2.6","Salinity","Field","FieldSalinity",2003-07-08,1899-12-30 07:12:00,36730,"Pistol River at Hwy 101","Surface water",NA,0.1,"Sample","B","ppth","Volunteer Monitoring Reports","2.6"
5229,"1.2","Salinity","Field","FieldSalinity",2003-07-08,1899-12-30 09:51:00,36730,"Pistol River at Hwy 101","Surface water",NA,0.1,"Sample","B","ppth","Volunteer Monitoring Reports","1.2"
5195,"2260","Conductivity","Field","FieldConductivity",2003-07-08,1899-12-30 09:51:00,36730,"Pistol River at Hwy 101","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","2260"
5229,"4.0","Salinity","Field","FieldSalinity",2003-07-08,1899-12-30 17:45:00,36730,"Pistol River at Hwy 101","Surface water",NA,0.1,"Sample","B","ppth","Volunteer Monitoring Reports","4.0"
5229,"1.1","Salinity","Field","FieldSalinity",2003-09-23,1899-12-30 17:03:00,36730,"Pistol River at Hwy 101","Surface water",NA,0.1,"Sample","B","ppth","Volunteer Monitoring Reports","1.1"
5229,"1.4","Salinity","Field","FieldSalinity",2003-09-23,1899-12-30 15:09:00,36730,"Pistol River at Hwy 101","Surface water",NA,0.1,"Sample","B","ppth","Volunteer Monitoring Reports","1.4"
5229,"1.5","Salinity","Field","FieldSalinity",2003-09-23,1899-12-30 13:12:00,36730,"Pistol River at Hwy 101","Surface water",NA,0.1,"Sample","B","ppth","Volunteer Monitoring Reports","1.5"
5229,"1.3","Salinity","Field","FieldSalinity",2003-09-23,1899-12-30 11:08:00,36730,"Pistol River at Hwy 101","Surface water",NA,0.1,"Sample","B","ppth","Volunteer Monitoring Reports","1.3"
5229,"1.6","Salinity","Field","FieldSalinity",2003-09-23,1899-12-30 09:03:00,36730,"Pistol River at Hwy 101","Surface water",NA,0.1,"Sample","B","ppth","Volunteer Monitoring Reports","1.6"
5229,"1.7","Salinity","Field","FieldSalinity",2003-09-23,1899-12-30 07:05:00,36730,"Pistol River at Hwy 101","Surface water",NA,0.1,"Sample","B","ppth","Volunteer Monitoring Reports","1.7"
5195,"73","Conductivity","Field","FieldConductivity",2004-04-13,1899-12-30 14:00:00,36734,"Edson Cr WF ABV EF","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","73"
5195,"99","Conductivity","Field","FieldConductivity",2006-11-07,1899-12-30 14:53:00,36734,"Edson Cr WF ABV EF","Surface water",NA,1,"Sample - Field Primary","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","99"
5195,"99","Conductivity","Field","FieldConductivity",2006-11-07,1899-12-30 14:54:00,36734,"Edson Cr WF ABV EF","Surface water",NA,1,"Sample - Field Duplicate","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","99"
5195,"97","Conductivity","Field","FieldConductivity",2007-11-17,1899-12-30 12:25:00,36734,"Edson Cr WF ABV EF","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","97"
5195,"81","Conductivity","Field","FieldConductivity",2008-04-22,1899-12-30 09:10:00,36734,"Edson Cr WF ABV EF","Surface water",NA,1,"Sample - Field Primary","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","81"
5195,"75","Conductivity","Field","FieldConductivity",2004-04-13,1899-12-30 14:15:00,36741,"Edson Cr WF DS of Wetland Fork","Surface water",NA,1,"Sample","A","µmhos/cm @ 25° C","Volunteer Monitoring Reports","75"
5229,"1.1","Salinity","Field","FieldSalinity",2005-07-12,1899-12-30 11:51:00,36744,"Rogue River Estuary Boat Basin at E End of Commercial Dock","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","1.1"
5229,"10.4","Salinity","Field","FieldSalinity",2005-07-12,1899-12-30 12:01:00,36744,"Rogue River Estuary Boat Basin at E End of Commercial Dock","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","10.4"
5229,"1.6","Salinity","Field","FieldSalinity",2005-07-12,1899-12-30 15:32:00,36744,"Rogue River Estuary Boat Basin at E End of Commercial Dock","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","1.6"
5229,"31.3","Salinity","Field","FieldSalinity",2005-07-12,1899-12-30 15:39:00,36744,"Rogue River Estuary Boat Basin at E End of Commercial Dock","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","31.3"
5229,"1.6","Salinity","Field","FieldSalinity",2005-07-12,1899-12-30 17:56:00,36744,"Rogue River Estuary Boat Basin at E End of Commercial Dock","Surface water",NA,0.1,"Sample - Field Primary","A","ppth","Volunteer Monitoring Reports","1.6"
5229,"1.6","Salinity","Field","FieldSalinity",2005-07-12,1899-12-30 17:57:00,36744,"Rogue River Estuary Boat Basin at E End of Commercial Dock","Surface water",NA,0.1,"Sample - Field Duplicate","A","ppth","Volunteer Monitoring Reports","1.6"
5229,"1.7","Salinity","Field","FieldSalinity",2005-07-12,1899-12-30 06:02:00,36744,"Rogue River Estuary Boat Basin at E End of Commercial Dock","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","1.7"
5229,"0","Salinity","Field","FieldSalinity",2005-07-12,1899-12-30 06:10:00,36744,"Rogue River Estuary Boat Basin at E End of Commercial Dock","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","0"
5229,"14.3","Salinity","Field","FieldSalinity",2005-07-12,1899-12-30 08:37:00,36744,"Rogue River Estuary Boat Basin at E End of Commercial Dock","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","14.3"
5229,"5.5","Salinity","Field","FieldSalinity",2005-08-16,1899-12-30 18:06:00,36744,"Rogue River Estuary Boat Basin at E End of Commercial Dock","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","5.5"
5229,"32.1","Salinity","Field","FieldSalinity",2005-08-16,1899-12-30 18:11:00,36744,"Rogue River Estuary Boat Basin at E End of Commercial Dock","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","32.1"
5229,"4.9","Salinity","Field","FieldSalinity",2005-08-16,1899-12-30 14:53:00,36744,"Rogue River Estuary Boat Basin at E End of Commercial Dock","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","4.9"
5229,"24.8","Salinity","Field","FieldSalinity",2005-08-16,1899-12-30 15:00:00,36744,"Rogue River Estuary Boat Basin at E End of Commercial Dock","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","24.8"
5229,"32.1","Salinity","Field","FieldSalinity",2005-08-16,1899-12-30 09:20:00,36744,"Rogue River Estuary Boat Basin at E End of Commercial Dock","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","32.1"
5229,"4.5","Salinity","Field","FieldSalinity",2005-08-16,1899-12-30 12:05:00,36744,"Rogue River Estuary Boat Basin at E End of Commercial Dock","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","4.5"
5229,"31.4","Salinity","Field","FieldSalinity",2005-08-16,1899-12-30 12:12:00,36744,"Rogue River Estuary Boat Basin at E End of Commercial Dock","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","31.4"
5229,"5.7","Salinity","Field","FieldSalinity",2005-08-16,1899-12-30 06:10:00,36744,"Rogue River Estuary Boat Basin at E End of Commercial Dock","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","5.7"
5229,"31.6","Salinity","Field","FieldSalinity",2005-08-16,1899-12-30 06:17:00,36744,"Rogue River Estuary Boat Basin at E End of Commercial Dock","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","31.6"
5229,"5.2","Salinity","Field","FieldSalinity",2005-08-16,1899-12-30 08:57:00,36744,"Rogue River Estuary Boat Basin at E End of Commercial Dock","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","5.2"
5229,"14","Salinity","Field","FieldSalinity",2005-09-20,1899-12-30 07:17:00,36744,"Rogue River Estuary Boat Basin at E End of Commercial Dock","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","14"
5229,"31.6","Salinity","Field","FieldSalinity",2005-09-20,1899-12-30 07:22:00,36744,"Rogue River Estuary Boat Basin at E End of Commercial Dock","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","31.6"
5229,"10","Salinity","Field","FieldSalinity",2005-09-20,1899-12-30 13:05:00,36744,"Rogue River Estuary Boat Basin at E End of Commercial Dock","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","10"
5229,"30.9","Salinity","Field","FieldSalinity",2005-09-20,1899-12-30 13:15:00,36744,"Rogue River Estuary Boat Basin at E End of Commercial Dock","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","30.9"
5229,"7.5","Salinity","Field","FieldSalinity",2005-09-20,1899-12-30 09:55:00,36744,"Rogue River Estuary Boat Basin at E End of Commercial Dock","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","7.5"
5229,"27","Salinity","Field","FieldSalinity",2005-09-20,1899-12-30 10:03:00,36744,"Rogue River Estuary Boat Basin at E End of Commercial Dock","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","27"
5229,"9.7","Salinity","Field","FieldSalinity",2005-09-20,1899-12-30 17:55:00,36744,"Rogue River Estuary Boat Basin at E End of Commercial Dock","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","9.7"
5229,"31.9","Salinity","Field","FieldSalinity",2005-09-20,1899-12-30 18:00:00,36744,"Rogue River Estuary Boat Basin at E End of Commercial Dock","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","31.9"
5229,"1.6","Salinity","Field","FieldSalinity",2005-07-12,1899-12-30 06:28:00,36745,"Rogue River Estuary Boat Basin at West End of Recreation Dock","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","1.6"
5229,"28.2","Salinity","Field","FieldSalinity",2005-07-12,1899-12-30 06:36:00,36745,"Rogue River Estuary Boat Basin at West End of Recreation Dock","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","28.2"
5229,"1.7","Salinity","Field","FieldSalinity",2005-07-12,1899-12-30 07:57:00,36745,"Rogue River Estuary Boat Basin at West End of Recreation Dock","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","1.7"
5229,"31.2","Salinity","Field","FieldSalinity",2005-07-12,1899-12-30 08:09:00,36745,"Rogue River Estuary Boat Basin at West End of Recreation Dock","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","31.2"
5229,"1.7","Salinity","Field","FieldSalinity",2005-07-12,1899-12-30 11:13:00,36745,"Rogue River Estuary Boat Basin at West End of Recreation Dock","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","1.7"
5229,"9.5","Salinity","Field","FieldSalinity",2005-07-12,1899-12-30 11:20:00,36745,"Rogue River Estuary Boat Basin at West End of Recreation Dock","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","9.5"
5229,"1.8","Salinity","Field","FieldSalinity",2005-07-12,1899-12-30 14:50:00,36745,"Rogue River Estuary Boat Basin at West End of Recreation Dock","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","1.8"
5229,"25.4","Salinity","Field","FieldSalinity",2005-07-12,1899-12-30 15:03:00,36745,"Rogue River Estuary Boat Basin at West End of Recreation Dock","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","25.4"
5229,"1.6","Salinity","Field","FieldSalinity",2005-07-12,1899-12-30 17:34:00,36745,"Rogue River Estuary Boat Basin at West End of Recreation Dock","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","1.6"
5229,"5.9","Salinity","Field","FieldSalinity",2005-08-16,1899-12-30 06:53:00,36745,"Rogue River Estuary Boat Basin at West End of Recreation Dock","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","5.9"
5229,"28.1","Salinity","Field","FieldSalinity",2005-08-16,1899-12-30 06:57:00,36745,"Rogue River Estuary Boat Basin at West End of Recreation Dock","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","28.1"
5229,"5.4","Salinity","Field","FieldSalinity",2005-08-16,1899-12-30 09:49:00,36745,"Rogue River Estuary Boat Basin at West End of Recreation Dock","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","5.4"
5229,"32.2","Salinity","Field","FieldSalinity",2005-08-16,1899-12-30 09:58:00,36745,"Rogue River Estuary Boat Basin at West End of Recreation Dock","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","32.2"
5229,"4.6","Salinity","Field","FieldSalinity",2005-08-16,1899-12-30 11:24:00,36745,"Rogue River Estuary Boat Basin at West End of Recreation Dock","Surface water",NA,0.1,"Sample - Field Primary","A","ppth","Volunteer Monitoring Reports","4.6"
5229,"4.6","Salinity","Field","FieldSalinity",2005-08-16,1899-12-30 11:25:00,36745,"Rogue River Estuary Boat Basin at West End of Recreation Dock","Surface water",NA,0.1,"Sample - Field Duplicate","A","ppth","Volunteer Monitoring Reports","4.6"
5229,"31.9","Salinity","Field","FieldSalinity",2005-08-16,1899-12-30 11:35:00,36745,"Rogue River Estuary Boat Basin at West End of Recreation Dock","Surface water",NA,0.1,"Sample - Field Primary","A","ppth","Volunteer Monitoring Reports","31.9"
5229,"5.6","Salinity","Field","FieldSalinity",2005-08-16,1899-12-30 17:25:00,36745,"Rogue River Estuary Boat Basin at West End of Recreation Dock","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","5.6"
5229,"31.9","Salinity","Field","FieldSalinity",2005-08-16,1899-12-30 17:30:00,36745,"Rogue River Estuary Boat Basin at West End of Recreation Dock","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","31.9"
5229,"5.1","Salinity","Field","FieldSalinity",2005-08-16,1899-12-30 14:05:00,36745,"Rogue River Estuary Boat Basin at West End of Recreation Dock","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","5.1"
5229,"31","Salinity","Field","FieldSalinity",2005-08-16,1899-12-30 14:20:00,36745,"Rogue River Estuary Boat Basin at West End of Recreation Dock","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","31"
5229,"9.7","Salinity","Field","FieldSalinity",2005-09-20,1899-12-30 16:37:00,36745,"Rogue River Estuary Boat Basin at West End of Recreation Dock","Surface water",NA,0.1,"Sample - Field Primary","A","ppth","Volunteer Monitoring Reports","9.7"
5229,"9.7","Salinity","Field","FieldSalinity",2005-09-20,1899-12-30 16:38:00,36745,"Rogue River Estuary Boat Basin at West End of Recreation Dock","Surface water",NA,0.1,"Sample - Field Duplicate","A","ppth","Volunteer Monitoring Reports","9.7"
5229,"30.8","Salinity","Field","FieldSalinity",2005-09-20,1899-12-30 16:49:00,36745,"Rogue River Estuary Boat Basin at West End of Recreation Dock","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","30.8"
5229,"31.9","Salinity","Field","FieldSalinity",2005-09-20,1899-12-30 06:56:00,36745,"Rogue River Estuary Boat Basin at West End of Recreation Dock","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","31.9"
5229,"9.8","Salinity","Field","FieldSalinity",2005-09-20,1899-12-30 19:12:00,36745,"Rogue River Estuary Boat Basin at West End of Recreation Dock","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","9.8"
5229,"31.1","Salinity","Field","FieldSalinity",2005-09-20,1899-12-30 19:15:00,36745,"Rogue River Estuary Boat Basin at West End of Recreation Dock","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","31.1"
5229,"9","Salinity","Field","FieldSalinity",2005-09-20,1899-12-30 09:30:00,36745,"Rogue River Estuary Boat Basin at West End of Recreation Dock","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","9"
5229,"27.5","Salinity","Field","FieldSalinity",2005-09-20,1899-12-30 09:35:00,36745,"Rogue River Estuary Boat Basin at West End of Recreation Dock","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","27.5"
5229,"12","Salinity","Field","FieldSalinity",2005-09-20,1899-12-30 06:30:00,36745,"Rogue River Estuary Boat Basin at West End of Recreation Dock","Surface water",NA,0.1,"Sample - Field Primary","A","ppth","Volunteer Monitoring Reports","12"
5229,"12","Salinity","Field","FieldSalinity",2005-09-20,1899-12-30 06:31:00,36745,"Rogue River Estuary Boat Basin at West End of Recreation Dock","Surface water",NA,0.1,"Sample - Field Duplicate","A","ppth","Volunteer Monitoring Reports","12"
5229,"2.2","Salinity","Field","FieldSalinity",2005-07-12,1899-12-30 19:22:00,36747,"Rogue River Estuary Boat Basin at Hwy 101 Bridge","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","2.2"
5229,"1.9","Salinity","Field","FieldSalinity",2005-07-12,1899-12-30 16:13:00,36747,"Rogue River Estuary Boat Basin at Hwy 101 Bridge","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","1.9"
5229,"28.9","Salinity","Field","FieldSalinity",2005-07-12,1899-12-30 16:22:00,36747,"Rogue River Estuary Boat Basin at Hwy 101 Bridge","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","28.9"
5229,"2.4","Salinity","Field","FieldSalinity",2005-07-12,1899-12-30 08:57:00,36747,"Rogue River Estuary Boat Basin at Hwy 101 Bridge","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","2.4"
5229,"27.7","Salinity","Field","FieldSalinity",2005-07-12,1899-12-30 09:07:00,36747,"Rogue River Estuary Boat Basin at Hwy 101 Bridge","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","27.7"
5229,"26.8","Salinity","Field","FieldSalinity",2005-08-16,1899-12-30 13:45:00,36747,"Rogue River Estuary Boat Basin at Hwy 101 Bridge","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","26.8"
5229,"5.3","Salinity","Field","FieldSalinity",2005-08-16,1899-12-30 13:33:00,36747,"Rogue River Estuary Boat Basin at Hwy 101 Bridge","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","5.3"
5229,"5.6","Salinity","Field","FieldSalinity",2005-08-16,1899-12-30 07:50:00,36747,"Rogue River Estuary Boat Basin at Hwy 101 Bridge","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","5.6"
5229,"12.8","Salinity","Field","FieldSalinity",2005-08-16,1899-12-30 19:46:00,36747,"Rogue River Estuary Boat Basin at Hwy 101 Bridge","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","12.8"
5229,"31.6","Salinity","Field","FieldSalinity",2005-08-16,1899-12-30 19:52:00,36747,"Rogue River Estuary Boat Basin at Hwy 101 Bridge","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","31.6"
5229,"11.6","Salinity","Field","FieldSalinity",2005-09-20,1899-12-30 08:50:00,36747,"Rogue River Estuary Boat Basin at Hwy 101 Bridge","Surface water",NA,0.1,"Sample","A","ppth","Volunteer Monitoring Reports","11.6"
