OBJECTID,DESCRIPTION,DEC_LAT,DEC_LONG,RIVER_MILE,LLID,LAKE_LLID,LAKE_NAME,EPA_BEACH_ID,BEACH_NAME,AGENCY,AGENCY_ID,MATRIX,STATION,STREAM_NAME,LAKE_SOURCE,STREAM_SOURCE
5262,"S. Yamhill R., 40 feet US of Sheridan outfall",45.09615,-123.38031,36.699739,1231445452258,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36087,South Yamhill River,,StreamNet 100K
5263,City of Sheridan Intake PWS# 4100811 S. Yamhill River,45.099177,-123.394867,37.43947,1231445452258,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36317,South Yamhill River,,StreamNet 100K
5264,South Yamhill River west of town of Sheridan,45.0963,-123.4176,38.691284,1231445452258,,,,,Oregon Department of Environmental Quality,ODEQ,FW,35451,South Yamhill River,,StreamNet 100K
5265,"S. Yamhill R., 100 feet DS of Willamina outfall",45.07602,-123.47775,42.724311,1231445452258,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36082,South Yamhill River,,StreamNet 100K
5266,"S. Yamhill R., 50 feet US of Willamina outfall",45.07568,-123.47813,42.75143,1231445452258,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36080,South Yamhill River,,StreamNet 100K
5267,Gold Creek at Gold Creek RD (third crossing from Fort Hill)/Yamhill River RD,45.024966,-123.549091,2.029248,1235335450476,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36297,Gold Creek,,StreamNet 100K
5268,"S. Yamhill R., 100 feet DS of Grand Ronde outfall",45.06021,-123.60369,52.505748,1231445452258,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36079,South Yamhill River,,StreamNet 100K
5269,"S. Yamhill R, 25 feet US of Grand Ronde outfall",45.06013,-123.60445,52.521784,1231445452258,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36077,South Yamhill River,,StreamNet 100K
5270,Agency CR at SW Grand Ronde RD,45.098123,-123.620223,2.372737,1236223450748,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36296,Agency Creek,,StreamNet 100K
5271,Rogue River @ Hwy. 18/Salmon River Hwy,45.0602,-123.658,2.85535,1236136450642,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36325,Rogue River,,StreamNet 100K
5272,Nestucca River D/S of East Creek at boat ramp,45.27773,-123.73423,22.722466,1239555451826,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36436,Nestucca River,,StreamNet 100K
5273,Cullaby Lake at N end of fishing dock,46.0951,-123.9056,0.003301,1239077460945,1239008460801,Cullaby Lake,,,Oregon Department of Environmental Quality,ODEQ,FW,13904,Cullaby Lake,StreamNet 100K,StreamNet 100K
5274,"Siletz River, 100 ft U/S of Siletz STP outfall",44.72644,-123.93118,36.929731,1240230449267,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36299,Siletz River,,StreamNet 100K
5275,City of Lincoln City Intake,44.9363,-123.9716,3.134655,1240202449262,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36256,Schooner Creek,,StreamNet 100K
5276,Indigo Creek Below NF,42.50029,-123.99844,1.149973,1240112424896,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36681,Indigo Creek,,StreamNet 100K
5277,East Fork Millicoma River at Private Road,43.433056,-124.023333,0.913159,1240300434242,,,,,Oregon Department of Environmental Quality,ODEQ,FW,13568,East Fork Millicoma River,,StreamNet 100K
5278,West Fork Millicoma River at Allegany,43.425,-124.030556,0,1240300434241,,,,,Oregon Department of Environmental Quality,ODEQ,FW,13569,West Fork Millicoma River,,StreamNet 100K
5279,Foster Creek at mouth,42.633719,-124.046723,0,1240473426347,,,,,Oregon Department of Environmental Quality,ODEQ,FW,30369,Foster Creek,,StreamNet 100K
5280,Shasta Costa Creek at Rd 33 Bridge,42.57254,-124.04855,0.195087,1240518425715,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36679,Shasta Costa Creek,,StreamNet 100K
5281,Billings Creek at Mouth,42.6447,-124.04889,0.071617,1240480426439,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36678,Billings Creek,,StreamNet 100K
5282,Millicoma River at USGS Gaging Station (RM 6.6),43.4769,-124.0557,6.77992,1240300434241,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36053,West Fork Millicoma River,,StreamNet 100K
5283,Rogue River at bridge upstream of Agness,42.58725,-124.061667,30.163044,1244292424210,,,,,Oregon Department of Environmental Quality,ODEQ,FW,10599,Rogue River,,StreamNet 100K
5284,Illinois River at mouth,42.548747,-124.063489,0.215553,1240662425495,,,,,Oregon Department of Environmental Quality,ODEQ,FW,10425,Illinois River,,StreamNet 100K
5285,Tom Fry Creek Near Mouth,42.55153,-124.07316,0.15072,1240724425534,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36683,Tom Fry Creek,,StreamNet 100K
5286,Woodward Creek at Gant Creek Road,42.8995,-124.0759,0.113006,1240778428983,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36250,Woodward Creek,,StreamNet 100K
5287,Benson Cr at Benson Cr Rd Bridge (Tenmile),43.568641,-124.095733,0.663758,1241051435643,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36216,Benson Creek,,StreamNet 100K
5288,Yellow Creek at Mouth,42.9501,-124.0961,0.203888,1240992429487,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36247,Yellow Creek,,StreamNet 100K
5289,Big Creek (Tenmile Lake),43.595028,-124.096472,1.59158,1241211435984,,,,,Oregon Department of Environmental Quality,ODEQ,FW,20447,Big Creek,,StreamNet 100K
5290,South Fork Coquille River at RM. 21.7,42.9322,-124.1016,21.295248,1241417430803,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36253,South Fork Coquille River,,StreamNet 100K
5291,Baker Creek at mouth,42.906,-124.111,0,1241109429057,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36344,Baker Creek,,StreamNet 100K
5292,Winchuck River Mainstem upstream of NFB,42.01542,-124.11139,9.051434,1242066420048,,,,,Oregon Department of Environmental Quality,ODEQ,FW,32024,Winchuck River,,StreamNet 100K
5293,Winchuck River at First Camp,42.01439,-124.11442,8.89653,1242066420048,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36708,Winchuck River,,StreamNet 100K
5294,South Fork Chetco River at mouth,42.1866,-124.1348,0.077962,1241349421855,,,,,Oregon Department of Environmental Quality,ODEQ,FW,31463,South Fork Chetco River,,StreamNet 100K
5295,Blacks Creek Delta (Tenmile),43.61605,-124.140199,2.031953,1241468435884,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36217,Blacks Creek,,StreamNet 100K
5296,City of Reedsport Intake PWS# 4100699 Clear Lake,43.653301,-124.184196,1.319242,1241830436339,1241808436455,Clear Lake,,,Oregon Department of Environmental Quality,ODEQ,FW,36315,Clear Lake,StreamNet 100K,StreamNet 100K
5297,Winchuck R Above SF,41.99795,-124.19287,1.024089,1242066420048,,,,,Oregon Department of Environmental Quality,ODEQ,ES,36711,Winchuck River,,StreamNet 100K
5298,Winchuck R at RM 0.43,42.00341,-124.19979,0.429038,1242066420048,,,,,Oregon Department of Environmental Quality,ODEQ,ES,36712,Winchuck River,,StreamNet 100K
5299,Winchuck R at RM 0.05,42.00522,-124.20648,0.046932,1242066420048,,,,,Oregon Department of Environmental Quality,ODEQ,ES,36714,Winchuck River,,StreamNet 100K
5300,Winchuck R Estuary at Hwy 101 Bridge,42.00542,-124.2103,0,1242066420048,,,,,Oregon Department of Environmental Quality,ODEQ,ES,36750,Winchuck River,,StreamNet 100K
5301,Crissey Field State Park Beach 450m upstream from the mouth of the Winchuck River near Hwy. 101,42.0057,-124.21167,357.489814,1240637462558,,,,,Oregon Department of Environmental Quality,ODEQ,ES,36228,Pacific Ocean,,NHD Medium & digitized from various sources
5302,"Jack Creek, tributary to Chetco River, below downstream most Golf Bridge",42.061389,-124.214722,0.415008,1242224420637,,,,,Oregon Department of Environmental Quality,ODEQ,FW,25241,Jack Creek,,StreamNet 100K
5303,Winchuck River Estuary ABV bar at Mouth,42.00543,-124.21527,357.451712,1240637462558,,,,,Oregon Department of Environmental Quality,ODEQ,ES,36720,Pacific Ocean,,NHD Medium & digitized from various sources
5304,"Jack Creek, tributary to Chetco River, just downstream of Fish Trap",42.062222,-124.2175,0.315799,1242224420637,,,,,Oregon Department of Environmental Quality,ODEQ,FW,25242,Jack Creek,,StreamNet 100K
5305,Sixes River at RM 22.2 DS of Middle Fork Sixes River,42.8064,-124.2308,22.402504,1245439428541,,,,,Oregon Department of Environmental Quality,ODEQ,FW,34280,Sixes River,,StreamNet 100K
5306,Quosatana Creek upstream of USFS Road #33,42.488083,-124.231306,0.925375,1242424424979,,,,,Oregon Department of Environmental Quality,ODEQ,FW,12099,Quosatana Creek,,StreamNet 100K
5307,Silver Creek near mouth (Lower Rogue),42.507,-124.2331,0.565973,1242373424995,,,,,Oregon Department of Environmental Quality,ODEQ,FW,32644,Silver Creek,,StreamNet 100K
5308,Tuttle Creek at Driftwood RV Park,42.04237,-124.2612,0.562089,1242688420467,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36480,Tuttle Creek,,StreamNet 100K
5309,Big Creek at Sixes River Rd,42.80813,-124.26211,0.046521,1242623428074,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36655,Big Creek,,StreamNet 100K
5310,Chetco Estuary Commercial Boat Basin East Pipe,42.044329,-124.26401,0.291515,1242688420467,,,,,Oregon Department of Environmental Quality,ODEQ,ES,36462,Tuttle Creek,,StreamNet 100K
5311,Chetco Estuary Commercial Boat Basin South End,42.04444,-124.264907,0.257053,1242688420467,,,,,Oregon Department of Environmental Quality,ODEQ,ES,36467,Tuttle Creek,,StreamNet 100K
5312,Chetco Estuary Commercial Boat Basin N of Bathroom Pipe,42.04577,-124.26508,0.174468,1242688420467,,,,,Oregon Department of Environmental Quality,ODEQ,ES,36473,Tuttle Creek,,StreamNet 100K
5313,Tuttle Creek at Pipe Outlet to Chetco Estuary Commercial Boat Basin,42.04382,-124.26513,0.28378,1242688420467,,,,,Oregon Department of Environmental Quality,ODEQ,ES,36481,Tuttle Creek,,StreamNet 100K
5314,Chetco Estuary Commercial Boat Basin Center,42.045413,-124.265727,0.18108,1242688420467,,,,,Oregon Department of Environmental Quality,ODEQ,ES,36464,Tuttle Creek,,StreamNet 100K
5315,Chetco Estuary Commercial Boat Basin North End,42.046558,-124.266423,0.137013,1242688420467,,,,,Oregon Department of Environmental Quality,ODEQ,ES,36465,Tuttle Creek,,StreamNet 100K
5316,Delavan Creek Pipe Into Chetco Estuary Boat Basin Barge Slip,42.048319,-124.26662,0.194123,1242700420452,,,,,Oregon Department of Environmental Quality,ODEQ,ES,36468,Chetco River,,StreamNet 100K
5317,Chetco Estuary Sport Boat Basin Southern Pipe,42.050387,-124.268123,0.365794,1242700420452,,,,,Oregon Department of Environmental Quality,ODEQ,ES,36461,Chetco River,,StreamNet 100K
5318,Chetco Estuary Sport Boat Basin Northern Pipe,42.05138,-124.26836,0.431314,1242700420452,,,,,Oregon Department of Environmental Quality,ODEQ,ES,36475,Chetco River,,StreamNet 100K
5319,Chetco Estuary Sport Boat Basin Southern End,42.04928,-124.26901,0.296763,1242700420452,,,,,Oregon Department of Environmental Quality,ODEQ,ES,36479,Chetco River,,StreamNet 100K
5320,Chetco Estuary Sport Boat Basin North End Mid Aerators,42.05153,-124.26905,0.44821,1242700420452,,,,,Oregon Department of Environmental Quality,ODEQ,ES,36478,Chetco River,,StreamNet 100K
5321,Chetco River Estuary Above Boat Basin,42.05357,-124.27029,0.598907,1242700420452,,,,,Oregon Department of Environmental Quality,ODEQ,ES,36470,Chetco River,,StreamNet 100K
5322,Chetco River Estuary at Mouth Between Levees,42.04355,-124.27157,353.139021,1240637462558,,,,,Oregon Department of Environmental Quality,ODEQ,SW,36471,Pacific Ocean,,NHD Medium & digitized from various sources
5323,Lost Creek Near Mouth (Elk R),42.7161,-124.27733,0.018934,1242777427161,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36535,Lost Creek,,StreamNet 100K
5324,Otter Creek at Sixes River Rd,42.81479,-124.28394,0.183714,1242836428122,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36656,Otter Creek,,StreamNet 100K
5325,Lobster Creek at mouth,42.514616,-124.295226,0.804551,1242941425035,,,,,Oregon Department of Environmental Quality,ODEQ,FW,30194,Lobster Creek,,StreamNet 100K
5326,Sixes River US of South Fork at RM 17.8,42.805,-124.3058,17.834642,1245439428541,,,,,Oregon Department of Environmental Quality,ODEQ,FW,34282,Sixes River,,StreamNet 100K
5327,South Fork Floras Creek at mouth,42.908333,-124.319167,0.054892,1243207429082,,,,,Oregon Department of Environmental Quality,ODEQ,FW,25852,South Fork Floras Creek,,StreamNet 100K
5328,"East Fork Floras Creek, at Langlois Mountain Road",42.94343,-124.31929,0.675968,1243267429366,,,,,Oregon Department of Environmental Quality,ODEQ,FW,24090,East Fork Floras Creek,,StreamNet 100K
5329,Rogue River at Huntley Park,42.481639,-124.327472,8.101178,1244292424210,,,,,Oregon Department of Environmental Quality,ODEQ,ES,10413,Rogue River,,StreamNet 100K
5330,Floras Cr NF DS of EF,42.93566,-124.32769,3.052852,1243207429083,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36573,North Fork Floras Creek,,StreamNet 100K
5331,Trib to Floras Cr NF (RM 4.1 from east bank),42.9472,-124.3333,4.137146,1243207429083,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36574,North Fork Floras Creek,,StreamNet 100K
5332,"North Fork Floras Creek, at Langlois Mountain Road",42.94921,-124.3339,4.284011,1243207429083,,,,,Oregon Department of Environmental Quality,ODEQ,FW,24091,North Fork Floras Creek,,StreamNet 100K
5333,Lone Ranch Creek Near Mouth,42.10167,-124.34409,0.088706,1243452421007,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36489,Lone Ranch Creek,,StreamNet 100K
5334,Euchre Creek above Boulder Creek,42.566667,-124.348889,3.009926,1243922425611,,,,,Oregon Department of Environmental Quality,ODEQ,FW,25440,Euchre Creek,,StreamNet 100K
5335,Cedar Creek (Euchre Creek tributary),42.5408,-124.3522,0.979,1243648425280,,,,,Oregon Department of Environmental Quality,ODEQ,FW,28288,Rock Creek,,StreamNet 100K
5336,Whaleshead Creek near Mouth,42.1444,-124.35314,0.113004,1243551421438,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36494,Whalehead Creek,,StreamNet 100K
5337,Squaw Creek near mouth (Rogue River below Lobster Creek),42.4698,-124.3582,0.15775,1243602424676,,,,,Oregon Department of Environmental Quality,ODEQ,FW,28308,Squaw Creek,,StreamNet 100K
5338,Saunders Creek near bridge,42.44554,-124.36861,1.612172,1243924424322,,,,,Oregon Department of Environmental Quality,ODEQ,FW,29629,Saunders Creek,,StreamNet 100K
5339,Euchre Creek above Cedar Creek,42.558889,-124.371389,1.575337,1243922425611,,,,,Oregon Department of Environmental Quality,ODEQ,FW,25437,Euchre Creek,,StreamNet 100K
5340,Cedar Creek (tributary to Euchre Creek) at mouth,42.558056,-124.371667,0,1243729425580,,,,,Oregon Department of Environmental Quality,ODEQ,FW,25436,Cedar Creek,,StreamNet 100K
5341,Cedar Creek at downstream end of Cedar Bend Golfcourse (Euchre Creek tributary),42.5519,-124.3719,0.473907,1243729425580,,,,,Oregon Department of Environmental Quality,ODEQ,FW,28289,Cedar Creek,,StreamNet 100K
5342,Hunter Creek upstream of second bridge,42.355,-124.3727,5.638011,1244242423867,,,,,Oregon Department of Environmental Quality,ODEQ,FW,31508,Hunter Creek,,StreamNet 100K
5343,Pistol River above Pistol Loop Road Bridge,42.26705,-124.37741,1.568489,1243982422746,,,,,Oregon Department of Environmental Quality,ODEQ,ES,32642,Pistol River,,StreamNet 100K
5344,Eucher Creek below Hwy 101 (above estuary),42.56064,-124.38252,0.722811,1243922425611,,,,,Oregon Department of Environmental Quality,ODEQ,FW,29569,Euchre Creek,,StreamNet 100K
5345,Pistol River at ODFW Trap Site,42.2657,-124.384,1.222782,1243982422746,,,,,Oregon Department of Environmental Quality,ODEQ,ES,31511,Pistol River,,StreamNet 100K
5346,Euchre Cr US of Estuary Backwater ABV Hwy 101,42.563049,-124.38457,0.392994,1243922425611,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36571,Euchre Creek,,StreamNet 100K
5347,Euchre Cr at head of tidal influence,42.56112,-124.38815,0.206032,1243922425611,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36570,Euchre Creek,,StreamNet 100K
5348,Hunter Creek at Bridge Approx 1.7 Mi Blw Conn Cr,42.35781,-124.38888,4.271119,1244242423867,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36699,Hunter Creek,,StreamNet 100K
5349,Rogue R Trib (N Bnk @ RM 1.35) at N Bank Rd,42.44434,-124.39145,1.444311,1244058424297,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36693,Unnamed Stream,,StreamNet 100K
5350,Euchre Cr Estuary Embayment,42.55812,-124.39239,0,1243922425611,,,,,Oregon Department of Environmental Quality,ODEQ,ES,36568,Euchre Creek,,StreamNet 100K
5351,Euchre Cr Outlet,42.55979,-124.39298,0,1243922425611,,,,,Oregon Department of Environmental Quality,ODEQ,ES,36569,Euchre Creek,,StreamNet 100K
5352,Hunter Creek at RM 3.9,42.35976,-124.39313,3.887928,1244242423867,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36700,Hunter Creek,,StreamNet 100K
5353,Crook Creek at Pistol River Loop Road (Pistol River),42.2752,-124.3947,0.184561,1243978422752,,,,,Oregon Department of Environmental Quality,ODEQ,FW,32666,Crook Creek,,StreamNet 100K
5354,Morton Creek at RM 5.92,42.93456,-124.39607,5.919023,1244633429704,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36616,Morton Creek,,StreamNet 100K
5355,Fourmile Cr SF Near Mouth,42.99747,-124.39671,0.11208,1243974429990,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36641,South Fork Fourmile Creek,,StreamNet 100K
5356,Fourmile CR Blw SF,42.99917,-124.39971,5.076894,1244558430014,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36642,Fourmile Creek,,StreamNet 100K
5357,Indian Creek near mouth (Rogue River),42.42786,-124.40176,0.244085,1244058424298,,,,,Oregon Department of Environmental Quality,ODEQ,FW,32859,Indian Creek,,StreamNet 100K
5358,Indian Creek near mouth (Rogue River below Lobster Creek),42.4286,-124.4026,0.179098,1244058424298,,,,,Oregon Department of Environmental Quality,ODEQ,FW,28304,Indian Creek,,StreamNet 100K
5359,Morton Creek at Steep Gulch,42.93221,-124.40361,5.513157,1244633429704,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36615,Morton Creek,,StreamNet 100K
5360,Morton Creek at RM 5.48,42.93335,-124.40385,5.482299,1244633429704,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36617,Morton Creek,,StreamNet 100K
5361,Dry Cr at Mouth (Sixes),42.80542,-124.40574,0,1244061428054,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36659,Dry Creek,,StreamNet 100K
5362,Morton Creek at RM 5.20,42.93561,-124.40716,5.203447,1244633429704,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36618,Morton Creek,,StreamNet 100K
5363,Elk River Champman Creek above Elk River Road,42.73777,-124.41039,0.053269,1244102427386,,,,,Oregon Department of Environmental Quality,ODEQ,FW,29552,Chapman Creek,,StreamNet 100K
5364,Edson Creek near confluence with Sixes River,42.8151,-124.4105,0.106559,1244127428149,,,,,Oregon Department of Environmental Quality,ODEQ,FW,28313,Edson Creek,,StreamNet 100K
5365,Rogue River Estuary at Lexs Landing DS End of Dock,42.43,-124.4114,1.144845,1244292424210,,,,,Oregon Department of Environmental Quality,ODEQ,ES,36748,Rogue River,,StreamNet 100K
5366,Dry Cr Blw Bridge Access,42.78524,-124.41164,1.715492,1244061428054,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36658,Dry Creek,,StreamNet 100K
5367,Turner Creek ABV riparian project (Hunter),42.389,-124.4128,0.006803,1244136423889,,,,,Oregon Department of Environmental Quality,ODEQ,FW,34304,Turner Creek,,PNW Hydrography 24K
5368,Rogue River Estuary Boat Basin at Hwy 101 Bridge,42.425,-124.4133,0.915534,1244292424210,,,,,Oregon Department of Environmental Quality,ODEQ,ES,36747,Rogue River,,StreamNet 100K
5369,Sixes River above Edson Creek,42.8138,-124.4134,9.58933,1245439428541,,,,,Oregon Department of Environmental Quality,ODEQ,FW,28314,Sixes River,,StreamNet 100K
5370,Twomile Creek at Hwy 101 (tributary to Pacific),43.052083,-124.41375,2.649941,1244427430438,,,,,Oregon Department of Environmental Quality,ODEQ,FW,18823,Twomile Creek,,StreamNet 100K
5371,Fourmile Creek at Hwy 101 (tributary to Pacific),43.003361,-124.414333,3.884509,1244558430014,,,,,Oregon Department of Environmental Quality,ODEQ,FW,18822,Fourmile Creek,,StreamNet 100K
5372,Turner Creek at Mouth (Hunter Cr Trib at RM 0.63),42.3892,-124.4144,0,1244136423889,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36703,Turner Creek,,PNW Hydrography 24K
5373,Hunter Creek Above Turner Cr,42.389,-124.41485,0.650939,1244242423867,,,,,Oregon Department of Environmental Quality,ODEQ,ES,36702,Hunter Creek,,StreamNet 100K
5374,Twomile Cr SF at Hwy 101,43.0375,-124.41539,1.100292,1244191430506,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36651,South Twomile Creek,,StreamNet 100K
5375,Lower Twomile Cr at Hwy 101,43.0384,-124.41719,0.643148,1244180430477,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36650,Lower Twomile Creek,,StreamNet 100K
5376,Hunter Creek at Turtle Rock RV Park,42.38887,-124.41866,0.358962,1244242423867,,,,,Oregon Department of Environmental Quality,ODEQ,ES,36704,Hunter Creek,,StreamNet 100K
5377,Beartrap Creek at Mouth,42.6707,-124.41887,0.04621,1244198426708,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36460,Beartrap Creek,,StreamNet 100K
5378,Rogue River Estuary Boat Basin at E End of Commercial Dock,42.4219,-124.4194,0.485352,1244292424210,,,,,Oregon Department of Environmental Quality,ODEQ,ES,36744,Rogue River,,StreamNet 100K
5379,Bethel Cr East of Hwy 101 at Bridge,42.96098,-124.41952,3.063532,1244667429704,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36631,Bethel Creek,,StreamNet 100K
5380,Rogue River Estuary Boat Basin at West End of Recreation Dock,42.4208,-124.4225,0.307795,1244292424210,,,,,Oregon Department of Environmental Quality,ODEQ,ES,36745,Rogue River,,StreamNet 100K
5381,Davis Creek at Hwy 101 (tributary to New River),42.975472,-124.423417,2.498528,1244596429890,,,,,Oregon Department of Environmental Quality,ODEQ,FW,18824,Davis Creek,,StreamNet 100K
5382,Bethel Creek at Hwy 101 (tributary to New River),42.965917,-124.427583,2.183174,1244667429704,,,,,Oregon Department of Environmental Quality,ODEQ,FW,18821,Bethel Creek,,StreamNet 100K
5383,Twomile Cr at DS Bridge,43.05676,-124.43172,1.32375,1244427430438,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36653,Twomile Creek,,StreamNet 100K
5384,Laurel Lake East,43.02024,-124.43338,1.239089,1244459430087,1244357430215,Laurel Lake,,,Oregon Department of Environmental Quality,ODEQ,FW,36645,Spring Creek,StreamNet 100K,StreamNet 100K
5385,Butte Creek at Hwy 101 (New River),42.95818,-124.4347,1.399799,1244598429527,,,,,Oregon Department of Environmental Quality,ODEQ,FW,32640,Butte Creek,,StreamNet 100K
5386,Laurel Lake West,43.02107,-124.43681,1.062494,1244459430087,1244357430215,Laurel Lake,,,Oregon Department of Environmental Quality,ODEQ,FW,36646,Spring Creek,StreamNet 100K,StreamNet 100K
5387,Twomile Cr Near Mouth,43.0525,-124.438,0.85236,1244427430438,,,,,Oregon Department of Environmental Quality,ODEQ,ES,36654,Twomile Creek,,StreamNet 100K
5388,Morton Creek at RM 2.99,42.94087,-124.43962,2.988227,1244633429704,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36621,Morton Creek,,StreamNet 100K
5389,Butte Creek 0.49 Miles DS of Hwy 101,42.9569,-124.44468,0.895898,1244598429527,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36628,Butte Creek,,StreamNet 100K
5390,Fourmile Cr Abv Spring Cr Laurel Lake Outlet,43.0083,-124.4454,1.162451,1244558430014,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36644,Fourmile Creek,,StreamNet 100K
5391,Spring Creek Near Mouth,43.00899,-124.44596,0.015903,1244459430087,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36647,Spring Creek,,StreamNet 100K
5392,Morton Creek at RM 2.43,42.9451,-124.4465,2.432578,1244633429704,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36624,Morton Creek,,StreamNet 100K
5393,Bethel Cr US Bridge on Re-located channel,42.9701,-124.4472,1.089991,1244667429704,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36632,Bethel Creek,,StreamNet 100K
5394,Davis Cr Abv Croft Lake,42.98071,-124.44916,1.024398,1244596429890,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36635,Davis Creek,,StreamNet 100K
5395,Croft Lake NE,42.984,-124.45004,0.645483,1244596429890,1244500429834,Croft Lake,,,Oregon Department of Environmental Quality,ODEQ,FW,36723,Davis Creek,StreamNet 100K,StreamNet 100K
5396,Croft Lake South,42.98183,-124.45303,0.749023,1244596429890,1244500429834,Croft Lake,,,Oregon Department of Environmental Quality,ODEQ,FW,36636,Davis Creek,StreamNet 100K,StreamNet 100K
5397,Butte Creek at DS Bridge,42.95571,-124.45456,0.374326,1244598429527,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36629,Butte Creek,,StreamNet 100K
5398,Croft Lake Outlet,42.98643,-124.45662,0.351652,1244596429890,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36637,Davis Creek,,StreamNet 100K
5399,Morton Cr at DS End of Flow,42.95075,-124.45693,1.58885,1244633429704,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36726,Morton Creek,,StreamNet 100K
5400,New River Near Strorm Ranch Boat Ramp,42.99661,-124.45743,0.435712,1244569430006,1244597429863,Unnamed Lake,,,Oregon Department of Environmental Quality,ODEQ,ES,36638,New River,StreamNet 100K,StreamNet 100K
5401,Willow Creek (tributary to Floras Creek) at Hwy 101,42.891111,-124.461111,2.11757,1244794429108,,,,,Oregon Department of Environmental Quality,ODEQ,FW,25854,Willow Creek,,StreamNet 100K
5402,New River Abv Croft Lake Outlet,42.98605,-124.46128,1.212623,1244569430006,,,,,Oregon Department of Environmental Quality,ODEQ,ES,36634,New River,,StreamNet 100K
5403,Bethel Cr at Bridge NR Mouth US of New Lake Outlet,42.9692,-124.4642,0.178119,1244667429704,,,,,Oregon Department of Environmental Quality,ODEQ,FW,36633,Bethel Creek,,StreamNet 100K
5404,Bethel Cr New Lake Outlet,42.97004,-124.46691,2.394574,1244569430006,,,,,Oregon Department of Environmental Quality,ODEQ,ES,36614,New River,,StreamNet 100K
5405,New River South of New Lake Outlet,42.96903,-124.46766,2.472273,1244569430006,,,,,Oregon Department of Environmental Quality,ODEQ,ES,36613,New River,,StreamNet 100K
5406,New River at 2002-2003 Breach Site (RM 3.1),42.96198,-124.47374,3.08375,1244569430006,,,,,Oregon Department of Environmental Quality,ODEQ,ES,36612,New River,,StreamNet 100K
5407,Hubbard Creek below North Fork,42.738889,-124.474444,0.308652,1244777427353,,,,,Oregon Department of Environmental Quality,ODEQ,FW,25848,Hubbard Creek,,StreamNet 100K
