"MonitoringLocationIdentifier","Site_no","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasureMeasureValue","DrainageAreaMeasureMeasureUnitCode","ContributingDrainageAreaMeasureMeasureValue","ContributingDrainageAreaMeasureMeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasureMeasureValue","HorizontalAccuracyMeasureMeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasureMeasureValue","VerticalMeasureMeasureUnitCode","VerticalAccuracyMeasureMeasureValue","VerticalAccuracyMeasureMeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasureMeasureValue","WellDepthMeasureMeasureUnitCode","WellHoleDepthMeasureMeasureValue","WellHoleDepthMeasureMeasureUnitCode","Site_name","Agency","LLID_Stream_Lake","Str_LLID","Str_name","LAKE_LLID","LAKE_NAME","Latitude_clean","Longitude_clean"
"USGS-450453122291000","450453122291000","USGS-OR","USGS Oregon Water Science Center","MOLALLA RIVER AT GLEN AVON BRIDGE","Stream","KURT CARPENTER",17090009,NA,"",NA,"","45.081277800000002","-122.4861444",24000,".01","seconds","Interpolated from Digital Map","NAD83","540.0","feet","5.0","feet","Interpolated from topographic map","NGVD29","US",41,"005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45.0812778","-122.4861444"
"USGS-450653121481001","450653121481001","USGS-OR","USGS Oregon Water Science Center","TIMOTHY LAKE AT BOOM, OR (DEPTH 1)","Lake, Reservoir, Impoundment","REQUESTED BY KURT CARPENTER",17090011,NA,"",NA,"","45.1145633","-121.8039663",NA,"10","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45.1145633","-121.8039663"
"USGS-450653121481002","450653121481002","USGS-OR","USGS Oregon Water Science Center","TIMOTHY LAKE AT BOOM, OR  (DEPTH 2)","Lake, Reservoir, Impoundment","REQUESTED BY KURT CARPENTER",17090011,NA,"",NA,"","45.1145633","-121.8039663",NA,"10","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45.1145633","-121.8039663"
"USGS-450653121481003","450653121481003","USGS-OR","USGS Oregon Water Science Center","TIMOTHY LAKE AT BOOM, OR            (DUPLICATE3)","Lake, Reservoir, Impoundment","REQUESTED BY KURT CARPENTER",17090011,NA,"",NA,"","45.1145633","-121.8039663",NA,"10","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45.1145633","-121.8039663"
"USGS-450653121481004","450653121481004","USGS-OR","USGS Oregon Water Science Center","TIMOTHY LAKE AT BOOM, OR            (DUPLICATE4)","Lake, Reservoir, Impoundment","REQUESTED KURT CARPENTER",17090011,NA,"",NA,"","45.1145633","-121.8039663",NA,"10","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45.1145633","-121.8039663"
"USGS-450943122320400","450943122320400","USGS-OR","USGS Oregon Water Science Center","MOLALLA RIVER AT HWY 211","Stream","KURT CARPENTER",17090009,NA,"",NA,"","45.161861100000003","-122.5354444",NA,"1","seconds","Interpolated from map","NAD83","300.0","feet","10.0","feet","Interpolated from topographic map","NGVD29","US",41,"005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45.1618611","-122.5354444"
"USGS-450955122291200","450955122291200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45.1655","-122.4868889",NA,NA,NA,NA,"NAD83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MILK CREEK AT CAMP ADAMS","USGS","1226638452398","1226638452398","Milk Creek",NA,NA,"45.1655","-122.4868889"
"USGS-451200122345800","451200122345800","USGS-OR","USGS Oregon Water Science Center","MOLALLA RIVER AT HWY 213","Stream","AMY BROOKS/KURT CARPENTER PROJECT STUDY",17090009,NA,"",NA,"","45.200055599999999","-122.5828333",NA,".5","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45.2000556","-122.5828333"
"USGS-451336122381100","451336122381100","USGS-OR","USGS Oregon Water Science Center","MOLALLA RIVER UPSTREAM FROM MILK CREEK","Stream","KURT CARPENTER",17090009,NA,"",NA,"","45.226505000000003","-122.6375848",NA,".1","seconds","Interpolated from map","NAD83","65.0","feet","5.0","feet","Interpolated from topographic map","NGVD29","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45.226505","-122.6375848"
"USGS-451343122215900","451343122215900","USGS-OR","USGS Oregon Water Science Center","CLEAR CREEK NEAR ESTACADA, OR","Stream","NAWQA URBAN LAND-USE GRADIENT STUDY  OCT. 2003",NA,NA,"",NA,"","45.228454999999997","-122.3675846",NA,".5","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45.228455","-122.3675846"
"USGS-451438122164001","451438122164001","USGS-OR","USGS Oregon Water Science Center","NORTH FORK RES AT BOOM STATION 1 (DEPTH 1), OR","Stream","REQUESTED BY KURT CARPENTER",17090011,NA,"",NA,"","45.243731699999998","-122.278972",NA,"10","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45.2437317","-122.278972"
"USGS-451438122164002","451438122164002","USGS-OR","USGS Oregon Water Science Center","NORTH FORK RES AT BOOM STATION 1 (DEPTH 2), OR","Stream","REQUESTED BY KURT CARPENTER",17090011,NA,"",NA,"","45.243731699999998","-122.278972",NA,"10","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45.2437317","-122.278972"
"USGS-451438122164003","451438122164003","USGS-OR","USGS Oregon Water Science Center","NORTH FORK RES AT BOOM STATION 1 (DEPTH 3), OR","Stream","REQUESTED BY KURT CARPENTER",17090011,NA,"",NA,"","45.243731699999998","-122.278972",NA,"10","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45.2437317","-122.278972"
"USGS-451438122164004","451438122164004","USGS-OR","USGS Oregon Water Science Center","NORTH FORK RES AT BOOM STATION 1 (DEPTH 4), OR","Stream","REQUESTED BY KURT CARPENTER",17090011,NA,"",NA,"","45.243731699999998","-122.278972",NA,"10","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45.2437317","-122.278972"
"USGS-451603122423301","451603122423301","USGS-OR","USGS Oregon Water Science Center","MOLALLA R AT KNIGHTS BRIDGE NR CANBY, OR","Stream","WILL NAWQA QUARTERLY SAMPLING FY94",17090009,NA,"",NA,"","45.267342800000002","-122.7103706",24000,"Unknown","Unknown","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"005",NA,NA,NA,NA,NA,NA,NA,NA,"MOLALLA R AT KNIGHTS BRIDGE NR CANBY, OR","USGS","1227171452976","1227171452976","Molalla River",NA,NA,"45.2673428","-122.7103706"
"USGS-451607122423700","451607122423700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45.26852778","-122.710111",NA,NA,NA,NA,"NAD83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MOLALLA RIVER AT KNIGHTS BRIDGE, CANBY, OR","USGS","1227171452976","1227171452976","Molalla River",NA,NA,"45.26852778","-122.710111"
"USGS-451734122585400","451734122585400","USGS-OR","USGS Oregon Water Science Center","CHEHALEM CREEK AT NEWBERG, OR","Stream","URBAN GRADIENT LAND USE STUDY  M.Sarantou  3/04",17090007,"37.799999999999997","sq mi",NA,"","45.292617800000002","-122.9828789",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","90.0","feet","20.0","feet","Interpolated from topographic map","NGVD29","US",41,"071",NA,NA,NA,NA,NA,NA,NA,NA,"CHEHALEM CREEK AT NEWBERG, OR","USGS","1229746452804","1229746452804","Chehalem Creek",NA,NA,"45.2926178","-122.9828789"
"USGS-452109122531101","452109122531101","USGS-OR","USGS Oregon Water Science Center","CHICKEN CREEK AT KRUGER RD","Stream","CWS 3835060",17090001,"1.7","sq mi",NA,NA,"45.352522200000003","-122.8863944",24000,"1","seconds","Interpolated from Digital Map","NAD83","262.0","feet","10.0","feet","Interpolated from digital elevation model (DEM)","NGVD29","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA,"CHICKEN CREEK AT KRUGER RD","USGS","1228372453885","1228372453885","Chicken Creek",NA,NA,"45.3525222","-122.8863944"
"USGS-452149123194900","452149123194900","USGS-OR","USGS Oregon Water Science Center","NORTH YAMHILL CREEK NEAR YAMHILL, OR","Stream","URBAN GRADIENT LAND USE STUDY   M.Sarantou  3/04",17090008,"25.399999999999999","sq mi",NA,"","45.363445800000001","-123.33149880000001",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83","360.0","feet","20.0","feet","Interpolated from topographic map","NGVD29","US",41,"071",NA,NA,NA,NA,NA,NA,NA,NA,"NORTH YAMHILL CREEK NEAR YAMHILL, OR","USGS","1231445452259","1231445452259","North Yamhill River",NA,NA,"45.3634458","-123.3314988"
"USGS-452231122200000","452231122200000","USGS-OR","USGS Oregon Water Science Center","DEEP CREEK NEAR SANDY, OR","Stream","NAWQA URBAN LAND-USE GRADIENT STUDY  OCT. 2003",17090011,"12.1","sq mi",NA,"","45.375120799999998","-122.33453179999999",NA,".5","seconds","Interpolated from map","NAD83","490.0","feet","20.0","feet","Interpolated from topographic map","NGVD29","US",41,"005",NA,NA,NA,NA,NA,NA,NA,NA,"DEEP CREEK NEAR SANDY, OR","USGS","1224320453894","1224320453894","Deep Creek",NA,NA,"45.3751208","-122.3345318"
"USGS-452301122442301","452301122442301","USGS-OR","USGS Oregon Water Science Center","NYBERG CREEK AT BROWNS FERRY PARK","Stream","CWS 3838001",17090001,"1.0","sq mi",NA,"","45.383672199999999","-122.7397639",24000,"1","seconds","Interpolated from Digital Map","NAD83","108.0","feet","10.0","feet","Interpolated from digital elevation model (DEM)","NGVD29","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA,"NYBERG CREEK AT BROWNS FERRY PARK","USGS","1227381453844","1227381453844","Unnamed Stream",NA,NA,"45.3836722","-122.7397639"
"USGS-452314122454600","452314122454600","USGS-OR","USGS Oregon Water Science Center","TUALATIN R @ TUALATIN PARK RR BRDG, NR TUALATIN,OR","Stream","Tualatin QW    Stewart Rounds August 2006",17090010,NA,"",NA,"","45.3870632","-122.76398519999999",NA,"1","seconds","Interpolated from map","NAD83","101.5","feet","20.0","feet","Interpolated from topographic map","NGVD29","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA,"TUALATIN R @ TUALATIN PARK RR BRDG, NR TUALATIN,OR","USGS","1226500453377","1226500453377","Tualatin River",NA,NA,"45.3870632","-122.7639852"
"USGS-452326122454700","452326122454700","USGS-OR","USGS Oregon Water Science Center","TUALATIN RIVER DOWNSTREAM FANNO CK, NR DURHAM, OR","Stream","Tualatin QW  Stewart Rounds  August 2006",17090010,NA,"",NA,"","45.390396500000001","-122.764263",NA,"1","seconds","Interpolated from map","NAD83","101.5","feet","20.0","feet","Interpolated from topographic map","NGVD29","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA,"TUALATIN RIVER DOWNSTREAM FANNO CK, NR DURHAM, OR","USGS","1226500453377","1226500453377","Tualatin River",NA,NA,"45.3903965","-122.764263"
"USGS-452333122460100","452333122460100","USGS-OR","USGS Oregon Water Science Center","TUALATIN RIVER UPSTRM RM 9.4 RIFFLE, NR DURHAM, OR","Stream","Tualatin QW  Stewart Rounds   August 2006",17090010,NA,"",NA,"","45.392340900000001","-122.768152",NA,"1","seconds","Interpolated from map","NAD83","101.5","feet","20.0","feet","Interpolated from topographic map","NGVD29","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA,"TUALATIN RIVER UPSTRM RM 9.4 RIFFLE, NR DURHAM, OR","USGS","1226500453377","1226500453377","Tualatin River",NA,NA,"45.3923409","-122.768152"
"USGS-452336122455300","452336122455300","USGS-OR","USGS Oregon Water Science Center","TUALATIN RIVER UP/FROM WWTP OUTFALL,NR DURHAM, OR","Stream","Tualatin QW  Stewart Rounds  August 2006",17090010,NA,"",NA,"","45.393174299999998","-122.76592979999999",NA,"1","seconds","Interpolated from map","NAD83","101.5","feet","20.0","feet","Interpolated from topographic map","NGVD29","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA,"TUALATIN RIVER UP/FROM WWTP OUTFALL,NR DURHAM, OR","USGS","1226500453377","1226500453377","Tualatin River",NA,NA,"45.3931743","-122.7659298"
"USGS-452337122243300","452337122243300","USGS-OR","USGS Oregon Water Science Center","DEEP CREEK AT CAMP KURATLI, NEAR BARTON, OR","Stream","Kurt Carpenter QW Clackamas study  Sept. 2005",NA,NA,"",NA,"","45.393454400000003","-122.41036630000001",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45.3934544","-122.4103663"
"USGS-452337122243500","452337122243500","USGS-OR","USGS Oregon Water Science Center","NORTH FORK DEEP CREEK AT BARTON, OR","Stream","NAWQA URBAN LAND-USE GRADIENT STUDY  OCT. 2003",17090011,"14.300000000000001","sq mi",NA,"","45.393454400000003","-122.41092190000001",NA,".5","seconds","Interpolated from map","NAD83","200.0","feet","20.0","feet","Interpolated from topographic map","NGVD29","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA,"NORTH FORK DEEP CREEK AT BARTON, OR","USGS","1224107453935","1224107453935","North Fork Deep Creek",NA,NA,"45.3934544","-122.4109219"
"USGS-452338122461800","452338122461800","USGS-OR","USGS Oregon Water Science Center","TUALATIN RIVER @ COOK PARK BOAT RMP, NR TIGARD, OR","Stream","Tualatin QW   Stewart Rounds   August 2006",17090010,NA,"",NA,"","45.393729800000003","-122.77287440000001",NA,"1","seconds","Interpolated from map","NAD83","101.5","feet","20.0","feet","Interpolated from topographic map","NGVD29","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA,"TUALATIN RIVER @ COOK PARK BOAT RMP, NR TIGARD, OR","USGS","1226500453377","1226500453377","Tualatin River",NA,NA,"45.3937298","-122.7728744"
"USGS-452340122251000","452340122251000","USGS-OR","USGS Oregon Water Science Center","DEEP CREEK AT HWY 224, OR","Stream","REQUESTED BY KURT CARPENTER",NA,NA,"",NA,"","45.3942877","-122.4206442",NA,"1","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45.3942877","-122.4206442"
"USGS-452342122460600","452342122460600","USGS-OR","USGS Oregon Water Science Center","TUALATIN RIVER DOWNSTREAM COOK PARK, NR TIGARD, OR","Stream","Tualatin QW  Stewart Rounds   August 2006",17090010,NA,"",NA,"","45.394840899999998","-122.769541",NA,"1","seconds","Interpolated from map","NAD83","101.5","feet","20.0","feet","Interpolated from topographic map","NGVD29","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA,"TUALATIN RIVER DOWNSTREAM COOK PARK, NR TIGARD, OR","USGS","1226500453377","1226500453377","Tualatin River",NA,NA,"45.3948409","-122.769541"
"USGS-452344122250400","452344122250400","USGS-OR","USGS Oregon Water Science Center","NOYER CREEK AT MOUTH, NEAR BARTON, OR","Stream","Kurt Carpenter project site",NA,NA,"",NA,"","45.395398800000002","-122.4189775",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45.3953988","-122.4189775"
"USGS-452347122463000","452347122463000","USGS-OR","USGS Oregon Water Science Center","TUALATIN RIVER UPSTREAM COOK PARK, NEAR TIGARD, OR","Stream","Tualatin QW   Stewart Rounds    August 2006",17090010,NA,"",NA,"","45.396229699999999","-122.7762079",NA,"1","seconds","Interpolated from map","NAD83","101.5","feet","20.0","feet","Interpolated from topographic map","NGVD29","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA,"TUALATIN RIVER UPSTREAM COOK PARK, NEAR TIGARD, OR","USGS","1226500453377","1226500453377","Tualatin River",NA,NA,"45.3962297","-122.7762079"
"USGS-452348122454701","452348122454701","USGS-OR","USGS Oregon Water Science Center","FANNO CREEK AT DURHAM CITY PARK, DURHAM, OR","Stream","TAMMY WOOD",17090010,"31.899999999999999","sq mi",NA,"","45.396613100000003","-122.7629714",NA,".5","seconds","Global positioning system (GPS), uncorrected","NAD83","110.0","feet","5.0","feet","Interpolated from topographic map","NGVD29","US",41,"067",NA,NA,NA,NA,NA,NA,NA,NA,"FANNO CREEK AT DURHAM CITY PARK, DURHAM, OR","USGS","1227639453931","1227639453931","Fanno Creek",NA,NA,"45.3966131","-122.7629714"
"USGS-452350122454101","452350122454101","USGS-OR","USGS Oregon Water Science Center","FANNO CREEK AT FOOT BRIDGE","Stream","CWS 3840004",17090001,"31.5","sq mi",NA,"","45.397158300000001","-122.7613889",24000,"1","seconds","Interpolated from Digital Map","NAD83","115.0","feet","10.0","feet","Interpolated from digital elevation model (DEM)","NGVD29","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA,"FANNO CREEK AT FOOT BRIDGE","USGS","1227639453931","1227639453931","Fanno Creek",NA,NA,"45.3971583","-122.7613889"
"USGS-452355122172400","452355122172400","USGS-OR","USGS Oregon Water Science Center","TICKLE CREEK AT 362ND, NEAR SANDY, OR","Stream","Kurt Carpenter Clackamas study  QW  Sept. 2005",NA,NA,"",NA,"","45.398454000000001","-122.2911986",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45.398454","-122.2911986"
"USGS-452414122213200","452414122213200","USGS-OR","USGS Oregon Water Science Center","TICKLE CREEK NEAR BORING, OR","Stream","NAWQA URBAN LAND-USE GRADIENT STUDY  OCT. 2003",17090011,"13.199999999999999","sq mi",NA,"","45.403731899999997","-122.3600883",NA,".5","seconds","Interpolated from map","NAD83","360.0","feet","20.0","feet","Interpolated from topographic map","NGVD29","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA,"TICKLE CREEK NEAR BORING, OR","USGS","1223744453954","1223744453954","Tickle Creek",NA,NA,"45.4037319","-122.3600883"
"USGS-452417122194600","452417122194600","USGS-OR","USGS Oregon Water Science Center","TICKLE CREEK AT COLORADO ROAD, NEAR SANDY, OR","Stream","Kurt Carpenter Clackamas study QW  Sept. 2005",NA,NA,"",NA,"","45.4045652","-122.3306436",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45.4045652","-122.3306436"
"USGS-452420122291600","452420122291600","USGS-OR","USGS Oregon Water Science Center","TRILLIUM CREEK AT ANDREGG PARKWAY, NR DAMASCUS, OR","Stream","Kurt Carpenter project site",NA,NA,"",NA,"","45.405399000000003","-122.4889783",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45.405399","-122.4889783"
"USGS-452431122303200","452431122303200","USGS-OR","USGS Oregon Water Science Center","ROCK CREEK NEAR MOUTH, OR","Stream","REQUESTED BY KURT CARPENTER",NA,NA,"",NA,"","45.408454399999997","-122.5100898",NA,"10","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45.4084544","-122.5100898"
"USGS-452441122180500","452441122180500","USGS-OR","USGS Oregon Water Science Center","TICKLE CREEK TRIB AT ORIENT ROAD, NEAR SANDY, OR","Stream","Kurt Carpenter Clackamas QW study  Sept. 2005",NA,NA,"",NA,"","45.411231800000003","-122.302588",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45.4112318","-122.302588"
"USGS-452448122450801","452448122450801","USGS-OR","USGS Oregon Water Science Center","BALL CREEK AT 74TH","Stream","CWS 3841001",17090001,"2.1000000000000001","sq mi",NA,"","45.4133639","-122.75213890000001",24000,"1","seconds","Interpolated from Digital Map","NAD83","148.0","feet","10.0","feet","Interpolated from digital elevation model (DEM)","NGVD29","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA,"BALL CREEK AT 74TH","USGS","1227534454137","1227534454137","Ball Creek",NA,NA,"45.4133639","-122.7521389"
"USGS-452500122242700","452500122242700","USGS-OR","USGS Oregon Water Science Center","NOYER CREEK DWNSTRM HWY 212, NEAR DAMASCUS, OR","Stream","Kurt Carpenter project site",NA,NA,"",NA,"","45.4165098","-122.4087",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45.4165098","-122.4087"
"USGS-452516122310500","452516122310500","USGS-OR","USGS Oregon Water Science Center","SIEBEN CREEK DOWNSTREAM FROM SUNNYSIDE ROAD, OR","Stream","Kurt Carpenter Clackamas study  Sept. 2005",NA,NA,"",NA,"","45.420954199999997","-122.5192569",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45.4209542","-122.5192569"
"USGS-452522122293700","452522122293700","USGS-OR","USGS Oregon Water Science Center","ROCK CK@STONY BROOK CT(DWNSTRM 172)NR DAMASCUS, OR","Stream","Kurt Carpenter project site",NA,NA,"",NA,"","45.422620999999999","-122.494812",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45.422621","-122.494812"
"USGS-452526122364400","452526122364400","USGS-OR","USGS Oregon Water Science Center","KELLOGG CREEK AT MILWAUKIE, OR","Stream","NAWQA URBAN LAND-USE GRADIENT STUDY   OCT. 2003",17090012,"13.199999999999999","sq mi",NA,"","45.423730999999997","-122.61342620000001",NA,".5","seconds","Interpolated from map","NAD83","50.0","feet","20.0","feet","Interpolated from topographic map","NGVD29","US",41,"005",NA,NA,NA,NA,NA,NA,NA,NA,"KELLOGG CREEK AT MILWAUKIE, OR","USGS","1226466454405","1226466454405","Kellogg Creek",NA,NA,"45.423731","-122.6134262"
"USGS-452532122203800","452532122203800","USGS-OR","USGS Oregon Water Science Center","NF DEEP CREEK TRIB AT CHURCH ROAD, NEAR BORING, OR","Stream","Kurt Carpenter Clackamas study  Sept. 2005",NA,NA,"",NA,"","45.411231800000003","-122.302588",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45.4112318","-122.302588"
"USGS-452536122223800","452536122223800","USGS-OR","USGS Oregon Water Science Center","NF DEEP CREEK UPSTREAM FROM WEIR, NEAR BORING, OR","Stream","Kurt Carpenter project site",NA,NA,"",NA,"","45.426509600000003","-122.3784223",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45.4265096","-122.3784223"
"USGS-452541122453401","452541122453401","USGS-OR","USGS Oregon Water Science Center","RED ROCK CREEK AT HUNZIKER RD","Stream","CWS 3846002",17090001,"1.3999999999999999","sq mi",NA,"","45.428077799999997","-122.7595278",24000,"1","seconds","Interpolated from Digital Map","NAD83","151.0","feet","10.0","feet","Interpolated from digital elevation model (DEM)","NGVD29","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA,"RED ROCK CREEK AT HUNZIKER RD","USGS","1227626454239","1227626454239","Redrock Creek",NA,NA,"45.4280778","-122.7595278"
"USGS-452544122222600","452544122222600","USGS-OR","USGS Oregon Water Science Center","NORTH FORK DEEP CREEK AT BORING, OR","Stream","Kurt Carpenter QW Clackamas study  Sept. 2005",NA,NA,"",NA,"","45.428731800000001","-122.375089",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45.4287318","-122.375089"
"USGS-452546122202700","452546122202700","USGS-OR","USGS Oregon Water Science Center","NF DEEP CREEK TRIBUTARY AT 312TH, NEAR BORING, OR","Stream","Kurt Carpenter Clackamas study   QW   Sept. 2005",NA,NA,"",NA,"","45.429287299999999","-122.3420332",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45.4292873","-122.3420332"
"USGS-452547122465900","452547122465900","USGS-OR","USGS Oregon Water Science Center","UNNAMEED CREEK AT WALNUT STREET, TIGARD, OR","Stream","Tualatin project   S.Rounds May 2007",17090010,NA,"",NA,"","45.429562699999998","-122.7842642",24000,"1","seconds","Interpolated from map","NAD83",NA,"",NA,"","","","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA,"UNNAMEED CREEK AT WALNUT STREET, TIGARD, OR","USGS","1227824454322","1227824454322",NA,NA,NA,"45.4295627","-122.7842642"
"USGS-452558122211200","452558122211200","USGS-OR","USGS Oregon Water Science Center","DOANE CREEK DOWNSTREAM FROM HWY 212, NR BORING, OR","Stream","Kurt Carpenter QW Clackamas study   Sept. 2005",NA,NA,"",NA,"","45.432620700000001","-122.35453339999999",NA,"1","seconds","Global positioning system (GPS), uncorrected","NAD83",NA,"",NA,"","","","US",41,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45.4326207","-122.3545334"
"USGS-452601122470901","452601122470901","USGS-OR","USGS Oregon Water Science Center","SUMMER CR AT TIEDEMAN AT MOUTH","Stream","CWS 3844001",17090001,"6.0999999999999996","sq mi",NA,"","45.433513900000001","-122.7858583",24000,"1","seconds","Interpolated from Digital Map","NAD83","151.0","feet","10.0","feet","Interpolated from digital elevation model (DEM)","NGVD29","US",41,"67",NA,NA,NA,NA,NA,NA,NA,NA,"SUMMER CR AT TIEDEMAN AT MOUTH","USGS","1227852454334","1227852454334","Summer Creek",NA,NA,"45.4335139","-122.7858583"
