site_only,OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasureMeasureValue,DrainageAreaMeasureMeasureUnitCode,ContributingDrainageAreaMeasureMeasureValue,ContributingDrainageAreaMeasureMeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasureMeasureValue,HorizontalAccuracyMeasureMeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasureMeasureValue,VerticalMeasureMeasureUnitCode,VerticalAccuracyMeasureMeasureValue,VerticalAccuracyMeasureMeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasureMeasureValue,WellDepthMeasureMeasureUnitCode,WellHoleDepthMeasureMeasureValue,WellHoleDepthMeasureMeasureUnitCode,LatChar,LonChar
WORP99-0841,NARS,EPA National Aquatic Resource Survey Data,NARS-WORP99-0841,CAMAS CREEK,River/Stream,FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  5/WATERSHED AREA is 1037.5657km^2/Station Weight (km): 48.5075/IBI Score: 62.819/OE Taxa Loss: 1.006,17070202,NA,,NA,NA,45.03,-118.97,NA,,,Interpolation - Digital Map Source (TIGER),NAD27,870,m              ,NA,,Photogrammetric,NAVD88      ,US,41,59,NA,NA,NA,NA,NA,NA,NA,NA,45.03423,-118.97814
WORP99-0842,NARS,EPA National Aquatic Resource Survey Data,NARS-WORP99-0842,SLIDE CREEK,River/Stream,FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  2/WATERSHED AREA is 16.0707km^2/Station Weight (km): 36.3806/IBI Score: 70.297/OE Taxa Loss: 1.167,17070203,NA,,NA,NA,44.71,-118.95,NA,,,Interpolation - Digital Map Source (TIGER),NAD27,1257,m              ,NA,,Photogrammetric,NAVD88      ,US,41,23,NA,NA,NA,NA,NA,NA,NA,NA,44.71102,-118.95085
WORP99-0842,NARS_WQX,EPA National Aquatic Resources Survey,NARS_WQX-WORP99-0842,SLIDE CREEK,River/Stream,"XLON_DD=""-118.95006"";XLAT_DD=""44.711"";STRAHLER=""2"";ST_ORDER=""2nd"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2002"";INDEXVIS_CHE",17070203,NA,,NA,,44.711,-118.95006,NA,,,GPS-Unspecified,WGS84,1257,m              ,NA,,Other,NGVD29      ,US,41,23,NA,NA,NA,NA,NA,NA,NA,NA,44.71102,-118.95085
WORP99-0848,NARS,EPA National Aquatic Resource Survey Data,NARS-WORP99-0848,DRY CABIN CREEK,River/Stream,FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  2/WATERSHED AREA is 1.949km^2,17070201,NA,,NA,NA,44.35,-119.41,NA,,,Interpolation - Digital Map Source (TIGER),NAD27,1624,m              ,NA,,Photogrammetric,NAVD88      ,US,41,23,NA,NA,NA,NA,NA,NA,NA,NA,44.35343,-119.40961
WORP99-0851,NARS_WQX,EPA National Aquatic Resources Survey,NARS_WQX-WORP99-0851,CEDAR CREEK,River/Stream,"XLON_DD=""-121.552717"";XLAT_DD=""45.192791"";STRAHLER=""1"";ST_ORDER=""0-1st"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2002"";INDEXV",17070306,NA,,NA,,45.19196,-121.54788,NA,,,GPS-Unspecified,WGS84,1057,m              ,NA,,Other,NGVD29      ,US,41,65,NA,NA,NA,NA,NA,NA,NA,NA,45.19279,-121.55272
WORP99-0851,NARS,EPA National Aquatic Resource Survey Data,NARS-WORP99-0851,CEDAR CREEK,River/Stream,FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  1/WATERSHED AREA is 9.2017km^2/Station Weight (km): 72.7612/IBI Score: 48.391/OE Taxa Loss: 0.875,17070306,NA,,NA,NA,45.19,-121.54,NA,,,Interpolation - Digital Map Source (TIGER),NAD27,1057,m              ,NA,,Photogrammetric,NAVD88      ,US,41,65,NA,NA,NA,NA,NA,NA,NA,NA,45.19279,-121.55272
WORP99-0852,NARS_WQX,EPA National Aquatic Resources Survey,NARS_WQX-WORP99-0852,LONE ROCK CREEK,River/Stream,"XLON_DD=""-119.95186"";XLAT_DD=""45.16741"";STRAHLER=""4"";ST_ORDER=""4th"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2002"";INDEXVIS_C",17070204,NA,,NA,,45.16741,-119.95186,NA,,,GPS-Unspecified,WGS84,716,m              ,NA,,Other,NGVD29      ,US,41,21,NA,NA,NA,NA,NA,NA,NA,NA,45.16732,-119.95315
WORP99-0852,NARS,EPA National Aquatic Resource Survey Data,NARS-WORP99-0852,LONE ROCK CREEK,River/Stream,FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  4/WATERSHED AREA is 218.3102km^2/Station Weight (km): 43.6567/IBI Score: 66.525/OE Taxa Loss: 0.806,17070204,NA,,NA,NA,45.16,-119.95,NA,,,Interpolation - Digital Map Source (TIGER),NAD27,716,m              ,NA,,Photogrammetric,NAVD88      ,US,41,21,NA,NA,NA,NA,NA,NA,NA,NA,45.16732,-119.95315
WORP99-0854,NARS_WQX,EPA National Aquatic Resources Survey,NARS_WQX-WORP99-0854,BEAVER / OLIVE CREEK,River/Stream,"XLON_DD=""-118.453315"";XLAT_DD=""44.779096"";STRAHLER=""3"";ST_ORDER=""3rd"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2002"";INDEXVIS",17070202,NA,,NA,,44.77941,-118.45238,NA,,,GPS-Unspecified,WGS84,1451,m              ,NA,,Other,NGVD29      ,US,41,23,NA,NA,NA,NA,NA,NA,NA,NA,44.77924,-118.45325
WORP99-0854,NARS,EPA National Aquatic Resource Survey Data,NARS-WORP99-0854,BEAVER / OLIVE CREEK,River/Stream,FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  3/WATERSHED AREA is 33.211km^2/Station Weight (km): 29.1045/IBI Score: 45.744/OE Taxa Loss: 0.921,17070202,NA,,NA,NA,44.77,-118.45,NA,,,Interpolation - Digital Map Source (TIGER),NAD27,1451,m              ,NA,,Photogrammetric,NAVD88      ,US,41,23,NA,NA,NA,NA,NA,NA,NA,NA,44.77924,-118.45325
WORP99-0856,NARS_WQX,EPA National Aquatic Resources Survey,NARS_WQX-WORP99-0856,SOUTH FORK JOHN DAY RIVER,River/Stream,"XLON_DD=""-119.33793"";XLAT_DD=""44.0151"";STRAHLER=""4"";ST_ORDER=""4th"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2002"";INDEXVIS_CH",17070201,NA,,NA,,44.0151,-119.33692,NA,,,GPS-Unspecified,WGS84,1289,m              ,NA,,Other,NGVD29      ,US,41,23,NA,NA,NA,NA,NA,NA,NA,NA,44.01521,-119.3382
WORP99-0856,NARS,EPA National Aquatic Resource Survey Data,NARS-WORP99-0856,SOUTH FORK JOHN DAY RIVER,River/Stream,FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  4/WATERSHED AREA is 163.3379km^2/Station Weight (km): 48.5075/IBI Score: 34.77/OE Taxa Loss: 0.61,17070201,NA,,NA,NA,44.01,-119.33,NA,,,Interpolation - Digital Map Source (TIGER),NAD27,1289,m              ,NA,,Photogrammetric,NAVD88      ,US,41,23,NA,NA,NA,NA,NA,NA,NA,NA,44.01521,-119.3382
WORP99-0860,NARS,EPA National Aquatic Resource Survey Data,NARS-WORP99-0860,BIG CREEK,River/Stream,FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  1/WATERSHED AREA is 3.3374km^2/Station Weight (km): 72.7612/IBI Score: 51.451/OE Taxa Loss: 1.235,17070203,NA,,NA,NA,44.77,-118.68,NA,,,Interpolation - Digital Map Source (TIGER),NAD27,1856,m              ,NA,,Photogrammetric,NAVD88      ,US,41,23,NA,NA,NA,NA,NA,NA,NA,NA,44.7778,-118.6861
WORP99-0860,NARS_WQX,EPA National Aquatic Resources Survey,NARS_WQX-WORP99-0860,BIG CREEK,River/Stream,"XLON_DD=""-118.6861"";XLAT_DD=""44.7778"";STRAHLER=""1"";ST_ORDER=""0-1st"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2002"";INDEXVIS_C",17070203,NA,,NA,,44.77885,-118.68596,NA,,,GPS-Unspecified,WGS84,1856,m              ,NA,,Other,NGVD29      ,US,41,23,NA,NA,NA,NA,NA,NA,NA,NA,44.7778,-118.6861
WORP99-0864,NARS,EPA National Aquatic Resource Survey Data,NARS-WORP99-0864,ALDER CREEK,River/Stream,FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  2/WATERSHED AREA is 25.456km^2/Station Weight (km): 36.3806/IBI Score: 43.871/OE Taxa Loss: 1.18,17070202,NA,,NA,NA,45.05,-119.45,NA,,,Interpolation - Digital Map Source (TIGER),NAD27,1130,m              ,NA,,Photogrammetric,NAVD88      ,US,41,49,NA,NA,NA,NA,NA,NA,NA,NA,45.05225,-119.45251
WORP99-0864,NARS_WQX,EPA National Aquatic Resources Survey,NARS_WQX-WORP99-0864,ALDER CREEK,River/Stream,"XLON_DD=""-119.45154"";XLAT_DD=""45.05222"";STRAHLER=""2"";ST_ORDER=""2nd"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2002"";INDEXVIS_C",17070202,NA,,NA,,45.05222,-119.45154,NA,,,GPS-Unspecified,WGS84,1130,m              ,NA,,Other,NGVD29      ,US,41,49,NA,NA,NA,NA,NA,NA,NA,NA,45.05225,-119.45251
WORP99-0866,NARS_WQX,EPA National Aquatic Resources Survey,NARS_WQX-WORP99-0866,NORTH FORK WIND CREEK,River/Stream,"XLON_DD=""-119.59326"";XLAT_DD=""44.27721"";STRAHLER=""2"";ST_ORDER=""2nd"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2002"";INDEXVIS_C",17070201,NA,,NA,,44.27744,-119.59314,NA,,,GPS-Unspecified,WGS84,1147,m              ,NA,,Other,NGVD29      ,US,41,23,NA,NA,NA,NA,NA,NA,NA,NA,44.27721,-119.59326
WORP99-0866,NARS,EPA National Aquatic Resource Survey Data,NARS-WORP99-0866,NORTH FORK WIND CREEK,River/Stream,FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  2/WATERSHED AREA is 15.6122km^2/Station Weight (km): 36.3806/IBI Score: 48.186/OE Taxa Loss: 1.032,17070201,NA,,NA,NA,44.27,-119.59,NA,,,Interpolation - Digital Map Source (TIGER),NAD27,1147,m              ,NA,,Photogrammetric,NAVD88      ,US,41,23,NA,NA,NA,NA,NA,NA,NA,NA,44.27721,-119.59326
WORP99-0871,NARS,EPA National Aquatic Resource Survey Data,NARS-WORP99-0871,MARTIN CREEK,River/Stream,FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  2/WATERSHED AREA is 6.2429km^2/Station Weight (km): 36.3806/IBI Score: 60.839/OE Taxa Loss: 1.016,17070202,NA,,NA,NA,44.95,-118.54,NA,,,Interpolation - Digital Map Source (TIGER),NAD27,1673,m              ,NA,,Photogrammetric,NAVD88      ,US,41,23,NA,NA,NA,NA,NA,NA,NA,NA,44.95504,-118.54964
WORP99-0871,NARS_WQX,EPA National Aquatic Resources Survey,NARS_WQX-WORP99-0871,MARTIN CREEK,River/Stream,"XLON_DD=""-118.549641"";XLAT_DD=""44.95504"";STRAHLER=""2"";ST_ORDER=""2nd"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2002"";INDEXVIS_",17070202,NA,,NA,,44.95509,-118.54965,NA,,,GPS-Unspecified,WGS84,1673,m              ,NA,,Other,NGVD29      ,US,41,23,NA,NA,NA,NA,NA,NA,NA,NA,44.95504,-118.54964
WORP99-0877,NARS,EPA National Aquatic Resource Survey Data,NARS-WORP99-0877,MEADOW CREEK TRIBUTARY,River/Stream,FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  1/WATERSHED AREA is .5876km^2/Station Weight (km): 72.7612/IBI Score: 24.757/OE Taxa Loss: 0.848,17070202,NA,,NA,NA,44.96,-118.6,NA,,,Interpolation - Digital Map Source (TIGER),NAD27,1677,m              ,NA,,Photogrammetric,NAVD88      ,US,41,23,NA,NA,NA,NA,NA,NA,NA,NA,44.9617,-118.60826
WORP99-0877,NARS_WQX,EPA National Aquatic Resources Survey,NARS_WQX-WORP99-0877,MEADOW CREEK TRIBUTARY,River/Stream,"XLON_DD=""-118.6081"";XLAT_DD=""44.9617"";STRAHLER=""1"";ST_ORDER=""0-1st"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2002"";INDEXVIS_C",17070202,NA,,NA,,44.96174,-118.60722,NA,,,GPS-Unspecified,WGS84,1677,m              ,NA,,Other,NGVD29      ,US,41,23,NA,NA,NA,NA,NA,NA,NA,NA,44.9617,-118.60826
WORP99-0879,NARS,EPA National Aquatic Resource Survey Data,NARS-WORP99-0879,NESTUCCA RIVER TRIBUTARY,River/Stream,FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  1/WATERSHED AREA is 5.9565km^2/Station Weight (km): 1175.5233/IBI Score: 76.576/OE Taxa Loss: 1.07,17100203,NA,,NA,NA,45.3,-123.47,NA,,,Interpolation - Digital Map Source (TIGER),NAD27,448,m              ,NA,,Photogrammetric,NAVD88      ,US,41,57,NA,NA,NA,NA,NA,NA,NA,NA,45.30098,-123.47628
WORP99-0879,NARS_WQX,EPA National Aquatic Resources Survey,NARS_WQX-WORP99-0879,NESTUCCA RIVER TRIBUTARY,River/Stream,"XLON_DD=""-123.47625"";XLAT_DD=""45.30062"";STRAHLER=""1"";ST_ORDER=""0-1st"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2002"";INDEXVIS",17100203,NA,,NA,,45.30062,-123.47625,NA,,,GPS-Unspecified,WGS84,448,m              ,NA,,Other,NGVD29      ,US,41,57,NA,NA,NA,NA,NA,NA,NA,NA,45.30098,-123.47628
WORP99-0883,NARS_WQX,EPA National Aquatic Resources Survey,NARS_WQX-WORP99-0883,NELSON CREEK,River/Stream,"XLON_DD=""-120.17577"";XLAT_DD=""44.56015"";STRAHLER=""2"";ST_ORDER=""2nd"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2002"";INDEXVIS_C",17070204,NA,,NA,,44.56008,-120.17442,NA,,,GPS-Unspecified,WGS84,875,m              ,NA,,Other,NGVD29      ,US,41,69,NA,NA,NA,NA,NA,NA,NA,NA,44.56009,-120.17553
WORP99-0883,NARS,EPA National Aquatic Resource Survey Data,NARS-WORP99-0883,NELSON CREEK,River/Stream,FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  2/WATERSHED AREA is 22.3109km^2/Station Weight (km): 36.3806/IBI Score: 35.56/OE Taxa Loss: 0.868,17070204,NA,,NA,NA,44.56,-120.17,NA,,,Interpolation - Digital Map Source (TIGER),NAD27,875,m              ,NA,,Photogrammetric,NAVD88      ,US,41,69,NA,NA,NA,NA,NA,NA,NA,NA,44.56009,-120.17553
WORP99-0885,NARS_WQX,EPA National Aquatic Resources Survey,NARS_WQX-WORP99-0885,SIUSLAW RIVER,River/Stream,"XLON_DD=""-123.50137"";XLAT_DD=""43.87526"";STRAHLER=""3"";ST_ORDER=""3rd"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2002"";INDEXVIS_C",17100206,NA,,NA,,43.87526,-123.50137,NA,,,GPS-Unspecified,WGS84,154,m              ,NA,,Other,NGVD29      ,US,41,39,NA,NA,NA,NA,NA,NA,NA,NA,43.87554,-123.50238
WORP99-0885,NARS,EPA National Aquatic Resource Survey Data,NARS-WORP99-0885,SIUSLAW RIVER,River/Stream,FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  3/WATERSHED AREA is 325.6086km^2/Station Weight (km): 470.2093/IBI Score: 49.106/OE Taxa Loss: 0.543,17100206,NA,,NA,NA,43.87,-123.5,NA,,,Interpolation - Digital Map Source (TIGER),NAD27,154,m              ,NA,,Photogrammetric,NAVD88      ,US,41,39,NA,NA,NA,NA,NA,NA,NA,NA,43.87554,-123.50238
WORP99-0888,NARS,EPA National Aquatic Resource Survey Data,NARS-WORP99-0888,FISHHOLE CREEK,River/Stream,FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  3/WATERSHED AREA is 141.8782km^2/Station Weight (km): 470.2093/IBI Score: 45.63/OE Taxa Loss: 0.874,18010202,NA,,NA,NA,42.32,-120.98,NA,,,Interpolation - Digital Map Source (TIGER),NAD27,1395,m              ,NA,,Photogrammetric,NAVD88      ,US,41,35,NA,NA,NA,NA,NA,NA,NA,NA,42.32292,-120.98713
WORP99-0888,NARS_WQX,EPA National Aquatic Resources Survey,NARS_WQX-WORP99-0888,FISHHOLE CREEK,River/Stream,"XLON_DD=""-120.987128"";XLAT_DD=""42.32292"";STRAHLER=""3"";ST_ORDER=""3rd"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2002"";INDEXVIS_",18010202,NA,,NA,,42.32293,-120.98587,NA,,,GPS-Unspecified,WGS84,1395,m              ,NA,,Other,NGVD29      ,US,41,35,NA,NA,NA,NA,NA,NA,NA,NA,42.32292,-120.98713
WORP99-0890,NARS_WQX,EPA National Aquatic Resources Survey,NARS_WQX-WORP99-0890,EAST FORK EAGLE CREEK,River/Stream,"XLON_DD=""-117.31893"";XLAT_DD=""45.15849"";STRAHLER=""1"";ST_ORDER=""0-1st"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2002"";INDEXVIS",17050203,NA,,NA,,45.15893,-117.31785,NA,,,GPS-Unspecified,WGS84,2141,m              ,NA,,Other,NGVD29      ,US,41,61,NA,NA,NA,NA,NA,NA,NA,NA,45.15849,-117.31893
WORP99-0890,NARS,EPA National Aquatic Resource Survey Data,NARS-WORP99-0890,EAST FORK EAGLE CREEK,River/Stream,FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  1/WATERSHED AREA is 1.4403km^2/Station Weight (km): 1175.5233/IBI Score: 40.6469,17050203,NA,,NA,NA,45.15,-117.31,NA,,,Interpolation - Digital Map Source (TIGER),NAD27,2141,m              ,NA,,Photogrammetric,NAVD88      ,US,41,61,NA,NA,NA,NA,NA,NA,NA,NA,45.15849,-117.31893
WORP99-0891,NARS,EPA National Aquatic Resource Survey Data,NARS-WORP99-0891,ABBOT CREEK,River/Stream,FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  2/WATERSHED AREA is 22.6906km^2/Station Weight (km): 36.3806/IBI Score: 56.713/OE Taxa Loss: 0.901,17070301,NA,,NA,NA,44.55,-121.63,NA,,,Interpolation - Digital Map Source (TIGER),NAD27,853,m              ,NA,,Photogrammetric,NAVD88      ,US,41,31,NA,NA,NA,NA,NA,NA,NA,NA,44.55845,-121.6331
WORP99-0891,NARS_WQX,EPA National Aquatic Resources Survey,NARS_WQX-WORP99-0891,ABBOT CREEK,River/Stream,"XLON_DD=""-121.63342"";XLAT_DD=""44.5585"";STRAHLER=""2"";ST_ORDER=""2nd"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2003"";INDEXVIS_CH",17070301,NA,,NA,,44.55866,-121.63343,NA,,,GPS-Unspecified,WGS84,853,m              ,NA,,Other,NGVD29      ,US,41,31,NA,NA,NA,NA,NA,NA,NA,NA,44.55845,-121.6331
WORP99-0892,NARS,EPA National Aquatic Resource Survey Data,NARS-WORP99-0892,WILLIAMS RIVER,River/Stream,FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  3/WATERSHED AREA is 134.1066km^2/Station Weight (km): 470.2093/IBI Score: 51.762/OE Taxa Loss: 0.84,17100304,NA,,NA,NA,43.26,-123.72,NA,,,Interpolation - Digital Map Source (TIGER),NAD27,238,m              ,NA,,Photogrammetric,NAVD88      ,US,41,19,NA,NA,NA,NA,NA,NA,NA,NA,43.2617,-123.72635
WORP99-0892,NARS_WQX,EPA National Aquatic Resources Survey,NARS_WQX-WORP99-0892,WILLIAMS RIVER,River/Stream,"XLON_DD=""-123.7252"";XLAT_DD=""43.2618"";STRAHLER=""3"";ST_ORDER=""3rd"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2002"";INDEXVIS_CHE",17100304,NA,,NA,,43.2619,-123.72523,NA,,,GPS-Unspecified,WGS84,238,m              ,NA,,Other,NGVD29      ,US,41,19,NA,NA,NA,NA,NA,NA,NA,NA,43.2617,-123.72635
WORP99-0893,NARS,EPA National Aquatic Resource Survey Data,NARS-WORP99-0893,WILLAMETTE RIVER COAST FORK TRIB,River/Stream,FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  1/WATERSHED AREA is 1.3334km^2/Station Weight (km): 1175.5233/IBI Score: 63.992/OE Taxa Loss: 0.954,17090002,NA,,NA,NA,43.59,-123.08,NA,,,Interpolation - Digital Map Source (TIGER),NAD27,384,m              ,NA,,Photogrammetric,NAVD88      ,US,41,39,NA,NA,NA,NA,NA,NA,NA,NA,43.59507,-123.08421
WORP99-0893,NARS_WQX,EPA National Aquatic Resources Survey,NARS_WQX-WORP99-0893,WILLAMETTE RIVER COAST FORK TRIB,River/Stream,"XLON_DD=""-123.083374"";XLAT_DD=""43.596181"";STRAHLER=""1"";ST_ORDER=""0-1st"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2003"";INDEXV",17090002,NA,,NA,,43.59511,-123.08252,NA,,,GPS-Unspecified,WGS84,384,m              ,NA,,Other,NGVD29      ,US,41,39,NA,NA,NA,NA,NA,NA,NA,NA,43.59507,-123.08421
WORP99-0908,NARS,EPA National Aquatic Resource Survey Data,NARS-WORP99-0908,SOUTH FORK MURDERERS CREEK,River/Stream,FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  2/WATERSHED AREA is 37.6925km^2,17070201,NA,,NA,NA,44.25,-119.39,NA,,,Interpolation - Digital Map Source (TIGER),NAD27,1210,m              ,NA,,Photogrammetric,NAVD88      ,US,41,23,NA,NA,NA,NA,NA,NA,NA,NA,44.25837,-119.39841
WORP99-0912,NARS,EPA National Aquatic Resource Survey Data,NARS-WORP99-0912,LAKE CREEK,River/Stream,FLOW is WADEABLE/SITE TYPE is EMAPPROB/Strahler Stream Order is  2/WATERSHED AREA is 58.633km^2,17070204,NA,,NA,NA,44.85,-119.96,NA,,,Interpolation - Digital Map Source (TIGER),NAD27,722,m              ,NA,,Photogrammetric,NAVD88      ,US,41,69,NA,NA,NA,NA,NA,NA,NA,NA,44.85758,-119.96848
