MonitoringLocationIdentifier,Site_no,OrganizationIdentifier,OrganizationFormalName,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasureMeasureValue,DrainageAreaMeasureMeasureUnitCode,ContributingDrainageAreaMeasureMeasureValue,ContributingDrainageAreaMeasureMeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasureMeasureValue,HorizontalAccuracyMeasureMeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasureMeasureValue,VerticalMeasureMeasureUnitCode,VerticalAccuracyMeasureMeasureValue,VerticalAccuracyMeasureMeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasureMeasureValue,WellDepthMeasureMeasureUnitCode,WellHoleDepthMeasureMeasureValue,WellHoleDepthMeasureMeasureUnitCode,Site_name,Agency,LLID_Stream_Lake,Str_LLID,Str_name,LAKE_LLID,LAKE_NAME,LatChar,LonChar
USGS-425947119341500,4.25947E+14,USGS-OR,USGS Oregon Water Science Center,Si14  (Little Ridge Lake SILVER Ponds),"Lake, Reservoir, Impoundment",ARMI Water collection sites-C.Anderson Aug. 2002,17120004,NA,,NA,,42.996266,-119.5718938,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,5220,feet,10,feet,Global Positioning System,NGVD29,US,41,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.996266,-119.5718938
USGS-430214119341500,4.30214E+14,USGS-OR,USGS Oregon Water Science Center,Si8  (Antelope Canyon Reservoir - SILVER Ponds),"Lake, Reservoir, Impoundment",ARMI Water collection sites-C.Anderson  Aug.2002,17120004,NA,,NA,,43.037099,-119.5718943,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,5080,feet,10,feet,Global Positioning System,NGVD29,US,41,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.037099,-119.5718943
USGS-430319119335300,4.30319E+14,USGS-OR,USGS Oregon Water Science Center,Si7   (Antelope Reservoir (SILVER Ponds)),"Lake, Reservoir, Impoundment",ARMI Water Collection sites-C.Anderson  Aug.2002,17120004,NA,,NA,,43.0551544,-119.5657831,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,5000,feet,10,feet,Global Positioning System,NGVD29,US,41,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.0551544,-119.5657831
USGS-430356119341800,4.30356E+14,USGS-OR,USGS Oregon Water Science Center,Si15  (Wilson Creek Cell2 west&south SILVER Ponds),Stream,ARMI Water collection sites-C.Anderson  Aug.2002,17120004,NA,,NA,,43.065432,-119.5727279,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,4020,feet,10,feet,Global Positioning System,NGVD29,US,41,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.065432,-119.5727279
USGS-430516119345200,4.30516E+14,USGS-OR,USGS Oregon Water Science Center,Si4  (Road Lake SILVER Ponds),"Lake, Reservoir, Impoundment",ARMI Water collection sites-C.Anderson Aug.2002,17120004,NA,,NA,,43.0876539,-119.5821729,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,4920,feet,10,feet,Global Positioning System,NGVD29,US,41,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.0876539,-119.5821729
USGS-430627119350100,4.30627E+14,USGS-OR,USGS Oregon Water Science Center,Si2  (Road Lake - SILVER Ponds),"Lake, Reservoir, Impoundment",ARMI Water collection sites-C.Anderson Aug.2002,17120004,NA,,NA,,43.107376,-119.5846732,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,4960,feet,10,feet,Global Positioning System,NGVD29,US,41,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.107376,-119.5846732
USGS-431234117245800,4.31234E+14,USGS-OR,USGS Oregon Water Science Center,RED 3,"Lake, Reservoir, Impoundment",C.ANDERSON  ARMI SITES CONT'D  JULY 2003,17050110,NA,,NA,,43.2093227,-117.417105,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,NA,,NA,,,,US,41,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.2093227,-117.417105
USGS-431249117235500,4.31249E+14,USGS-OR,USGS Oregon Water Science Center,RED 4,"Lake, Reservoir, Impoundment",C.ANDERSON  ARMI SITES CONT'D  JULY 2003,17050110,NA,,NA,,43.2134892,-117.3996044,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,NA,,NA,,,,US,41,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.2134892,-117.3996044
USGS-431300117260500,4.313E+14,USGS-OR,USGS Oregon Water Science Center,RED 2,"Lake, Reservoir, Impoundment",C.ANDERSON  ARMI SITES CONT'D  JULY 2003,17050110,NA,,NA,,43.216545,-117.4357173,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,NA,,NA,,,,US,41,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.216545,-117.4357173
USGS-431343117225000,4.31343E+14,USGS-OR,USGS Oregon Water Science Center,RED 5,"Lake, Reservoir, Impoundment",C.ANDERSON  ARMI SITES CONT'D  JULY 2003,17050110,NA,,NA,,43.2284892,-117.3815487,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,NA,,NA,,,,US,41,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.2284892,-117.3815487
USGS-431344117252500,4.31344E+14,USGS-OR,USGS Oregon Water Science Center,RED 1,"Lake, Reservoir, Impoundment",C.ANDERSON ARMI SITES CONT'D  JULY 2003,17050110,NA,,NA,,43.2287673,-117.4246062,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,NA,,NA,,,,US,41,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.2287673,-117.4246062
USGS-431546122250600,4.31546E+14,USGS-OR,USGS Oregon Water Science Center,"CLEARWATER CANAL NO.2 BYPASS REACH,   OR",Stream: Canal,N.UMPQUA SYNOPTIC PROJ STUDY C.ANDERSON 2005,NA,NA,,NA,,43.2626221,-122.4194864,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,NA,,NA,,,,US,41,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.2626221,-122.4194864
USGS-431552122252100,4.31552E+14,USGS-OR,USGS Oregon Water Science Center,"N UMPQUA R BL TOKETEE LAKE NR TOKETTE FALLS, OR",Stream,WILLAMETTE STATE STUDY - requested by heharrison,17100301,NA,,NA,,43.2642887,-122.4236532,NA,Unknown,Unknown,Interpolated from map,NAD83,NA,,NA,,,,US,41,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.2642887,-122.4236532
USGS-431553122243400,4.31553E+14,USGS-OR,USGS Oregon Water Science Center,CLEARWATER CANAL NO.2 PENSTOCK INFLOW     OR,Stream: Canal,N.UMPQUA SYNOPTIC PROJECT STUDY  C.ANDERSON 2005,NA,NA,,NA,,43.2645666,-122.4105972,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,NA,,NA,,,,US,41,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.2645666,-122.4105972
USGS-431617122242200,4.31617E+14,USGS-OR,USGS Oregon Water Science Center,"NORTH UMPQUA RIVER ABOVE TOKETEE LAKE, OR",Stream,N.UMPQUA SYNOPTIC PROJ STUDY C.ANDERSON 2005,NA,NA,,NA,,43.2712333,-122.4072639,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,NA,,NA,,,,US,41,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.2712333,-122.4072639
USGS-431728122370800,4.31728E+14,USGS-OR,USGS Oregon Water Science Center,"CALF CR NR MOUTH AB N UMPQUA R NR STEAMBOAT, OR",Stream,WILLAMETTE STATE STUDY - requested by heharrison,17100301,NA,,NA,,43.2909537,-122.6200484,NA,1,seconds,Interpolated from map,NAD83,NA,,NA,,,,US,41,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.2909537,-122.6200484
USGS-431730122323800,4.3173E+14,USGS-OR,USGS Oregon Water Science Center,"COPELAND CR NR MTH AB N UMPQUA R NR TOKETEE F, OR",Stream,WILLAMETTE STATE STUDY - requested by heharrison,17100301,NA,,NA,,43.2915098,-122.5450462,NA,1,seconds,Interpolated from map,NAD83,NA,,NA,,,,US,41,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.2915098,-122.5450462
USGS-431750122104500,4.3175E+14,USGS-OR,USGS Oregon Water Science Center,"LAKE CREEK AB LEMOLO LAKE NR DIAMOND LAKE, OR",Stream,WILLAMETTE STATE STUDY - Requested by heharrison,17100301,NA,,NA,,43.2970692,-122.180312,NA,1,seconds,Interpolated from map,NAD83,NA,,NA,,,,US,41,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.2970692,-122.180312
USGS-431750123060000,4.3175E+14,USGS-OR,USGS Oregon Water Science Center,"LITTLE R NR MOUTH AB NORTH UMPQUA R NR GLIDE, OR",Stream,WILLAMETTE STATE STUDY - requested by heharrison,17100301,NA,,NA,,43.2970624,-123.1011752,NA,1,seconds,Interpolated from map,NAD83,NA,,NA,,,,US,41,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.2970624,-123.1011752
USGS-431815122404400,4.31815E+14,USGS-OR,USGS Oregon Water Science Center,"PANTHER CR NR MOUTH AB N UMPQUA R NR STEAMBOAT, OR",Stream,WILLAMETTE STATE STUDY - requested by heharrison,17100301,NA,,NA,,43.3040089,-122.6800503,NA,1,seconds,Interpolated from map,NAD83,NA,,NA,,,,US,41,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.3040089,-122.6800503
USGS-431820122403700,4.3182E+14,USGS-OR,USGS Oregon Water Science Center,"NORTH UMPQUA RIVER AB APPLE CREEK NR STEAMBOAT, OR",Stream,WILLAMETTE STATE STUDY - requested by heharrison,17100301,NA,,NA,,43.3053978,-122.6781059,NA,1,seconds,Interpolated from map,NAD83,NA,,NA,,,,US,41,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.3053978,-122.6781059
USGS-431827123072200,4.31827E+14,USGS-OR,USGS Oregon Water Science Center,"NORTH UMPQUA RIVER BELOW LITTLE RIVER NR GLIDE, OR",Stream,WILLAMETTE STATE STUDY - requested by heharrison,17100301,NA,,NA,,43.3073402,-123.123954,NA,Unknown,Unknown,Interpolated from map,NAD83,NA,,NA,,,,US,41,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.3073402,-123.123954
USGS-431834117062800,4.31834E+14,USGS-OR,USGS Oregon Water Science Center,MS38 (Spring Ck Cell24-MIDDLE SNAKE-SUCCOR Stream),Stream,ARMI Water collection sites-C. Anderson Aug. 2002,17050103,NA,,NA,,43.3093223,-117.1087589,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,3870,feet,10,feet,Global Positioning System,NGVD29,US,41,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.3093223,-117.1087589
USGS-431839122091300,4.31839E+14,USGS-OR,USGS Oregon Water Science Center,"N UMPQUA RIVER AB LEMOLO LAKE NR DIAMOND LAKE, OR",Stream,WILLAMETTE STATE PROJECT - REQUESTED BY HEHARRISON,17100301,NA,,NA,,43.3106806,-122.1547557,NA,1,seconds,Interpolated from map,NAD83,NA,,NA,,,,US,41,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.3106806,-122.1547557
USGS-431912122482700,4.31912E+14,USGS-OR,USGS Oregon Water Science Center,"WRIGHT CR NR MOUTH AB N UMPQUA R NR STEAMBOAT, OR",Stream,WILLAMETTE STATE STUDY - requested by heharrison,17100301,NA,,NA,,43.3198416,-122.8086658,NA,Unknown,Unknown,Interpolated from map,NAD83,NA,,NA,,,,US,41,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.3198416,-122.8086658
USGS-432000123000700,4.32E+14,USGS-OR,USGS Oregon Water Science Center,"ROCK CR NR MOUTH AB N UMPQUA RIVER NR GLIDE, OR",Stream,WILLAMETTE STATE STUDY - requested by heharrison,17100301,NA,,NA,,43.3331742,-123.0031173,NA,Unknown,Unknown,Interpolated from map,NAD83,NA,,NA,,,,US,41,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.3331742,-123.0031173
USGS-432034122440100,4.32034E+14,USGS-OR,USGS Oregon Water Science Center,"N UMP R AB STMBOAT CR AT MOTT BR NR STEAMBOAT, OR",Stream,WILLAMETTE STATE STUDY - requested by heharrison,17100301,NA,,NA,,43.3426198,-122.7347749,NA,1,seconds,Interpolated from map,NAD83,NA,,NA,,,,US,41,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.3426198,-122.7347749
USGS-432034122442500,4.32034E+14,USGS-OR,USGS Oregon Water Science Center,"N UMPQUA R AT MI 52.5 BL STMBT CR NR STAMBOAT, OR",Stream,WILLAMETTE STATE STUDY - requested by heharrison,17100301,NA,,NA,,43.3426197,-122.7414418,NA,Unknown,Unknown,Interpolated from map,NAD83,NA,,NA,,,,US,41,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.3426197,-122.7414418
USGS-432224117023500,4.32224E+14,USGS-OR,USGS Oregon Water Science Center,MS6 (Sheep Reservoir  MIDDLE SNAKE-SUCCOR Ponds),"Lake, Reservoir, Impoundment",ARMI Water collection sites-C.Anderson  Aug.2002,17050103,NA,,NA,,43.3732112,-117.0440354,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,4900,feet,10,feet,Global Positioning System,NGVD29,US,41,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.3732112,-117.0440354
USGS-432308117062800,4.32308E+14,USGS-OR,USGS Oregon Water Science Center,MS19 (Succor CK Cell 6-MIDDLE SNAKE-SUCCOR Stream),Stream,ARMI Water collection sites-C. Anderson Aug. 2002,17050103,NA,,NA,,43.3854342,-117.1087615,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,3660,feet,10,feet,Global Positioning System,NGVD29,US,41,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.3854342,-117.1087615
USGS-432312117090400,4.32312E+14,USGS-OR,USGS Oregon Water Science Center,MS4 (Saddle Butte Resv MIDDLE SNAKE-SUCCOR Ponds),"Lake, Reservoir, Impoundment",ARMI Water collection sites-C.Anderson Aug. 2002,17050103,NA,,NA,,43.3865459,-117.152097,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,3800,feet,10,feet,Global Positioning System,NGVD29,US,41,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.3865459,-117.152097
USGS-432336117030500,4.32336E+14,USGS-OR,USGS Oregon Water Science Center,MS5 (Top Reservoir   MIDDLE SNAKE-SUCCOR Ponds),"Lake, Reservoir, Impoundment","ARMI Water collection sites,C.Anderson  Aug. 2002",17050103,NA,,NA,,43.3932114,-117.05237,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,4900,feet,10,feet,Global Positioning System,NGVD29,US,41,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.3932114,-117.05237
USGS-432454123124801,4.32454E+14,USGS-OR,USGS Oregon Water Science Center,"CALAPOOYA CREEK NEAR NONPAREIL, OR",Stream,Denny Wentz August 2002 project site,NA,98.3,sq mi,NA,NA,43.414841,-123.2145167,NA,1,seconds,Interpolated from map,NAD83,510,feet,10,feet,Interpolated from topographic map,NGVD29,US,41,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.414841,-123.2145167
USGS-432627117591100,4.32627E+14,USGS-OR,USGS Oregon Water Science Center,"STAR PONDS NR WARM SPRINGS RESV STAR-3, OR","Lake, Reservoir, Impoundment",USGS-BRD ARMI   C.ANDERSON  MAY 2003,17050116,NA,,NA,,43.4407146,-117.9874055,10,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,4730,feet,10,feet,Interpolated from topographic map,NGVD29,US,41,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.4407146,-117.9874055
USGS-432634117550500,4.32634E+14,USGS-OR,USGS Oregon Water Science Center,"STAR PONDS NR WARM SPRINGS RESV - STAR-2, OR","Lake, Reservoir, Impoundment",USGS-BRD ARMI sites  C.Anderson May 2003,17050116,NA,,NA,,43.442659,-117.9190702,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,5170,feet,10,feet,Interpolated from topographic map,NGVD29,US,41,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.442659,-117.9190702
USGS-432805118015900,4.32805E+14,USGS-OR,USGS Oregon Water Science Center,STAR PONDS NR WARM SPRINGS RESV  STAR-18   OR,"Lake, Reservoir, Impoundment",USGS-BRD ARMI SITES   C.ANDERSON  MAY 2003,17050116,NA,,NA,,43.467937,-118.034074,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,4650,feet,10,feet,Global Positioning System,NGVD29,US,41,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.467937,-118.034074
USGS-432848118080200,4.32848E+14,USGS-OR,USGS Oregon Water Science Center,STAR PONDS NR WARM SPRINGS RESV  STAR-14   OR,"Lake, Reservoir, Impoundment",USGS-BRD ARMI SITES C. ANDERSON  MAY 2003,17050116,NA,,NA,,43.4798816,-118.1349114,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,4010,feet,10,feet,Global Positioning System,NGVD29,US,41,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.4798816,-118.1349114
USGS-433142118060400,4.33142E+14,USGS-OR,USGS Oregon Water Science Center,STAR PONDS NR WARM SPRINGS RESV  STAR-15   OR,"Lake, Reservoir, Impoundment",USGS-BRD ARMI SITES   C.ANDERSON  MAY 2003,17050116,NA,,NA,,43.5282148,-118.1021317,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,3730,feet,10,feet,Global Positioning System,NGVD29,US,41,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5282148,-118.1021317
USGS-433143118060400,4.33143E+14,USGS-OR,USGS Oregon Water Science Center,"Star Stream GRANITE CREEK  STAR-32, OR","Lake, Reservoir, Impoundment",USGS-BRD ARMI SITES   C.ANDERSON  MAY 2003,17050116,NA,,NA,,43.5284925,-118.1021317,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,3730,feet,10,feet,Global Positioning System,NGVD29,US,41,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5284925,-118.1021317
USGS-433345117301500,4.33345E+14,USGS-OR,USGS Oregon Water Science Center,OW14 (Dry Creek-Lower Owyhee) OR,Stream,ARMI water collection site-C.Anderson Sept. 2002,17050110,NA,,NA,,43.5623821,-117.5051744,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,3350,feet,10,feet,Interpolated from topographic map,NGVD29,US,41,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5623821,-117.5051744
USGS-433350117293700,4.3335E+14,USGS-OR,USGS Oregon Water Science Center,OW13 (Dry Creek),Stream,ARMI water collection sites-C.Anderson Sept. 2002,17050110,NA,,NA,,43.563771,-117.4946186,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,3150,feet,10,feet,Interpolated from topographic map,NGVD29,US,41,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.563771,-117.4946186
USGS-433546117320900,4.33546E+14,USGS-OR,USGS Oregon Water Science Center,OW4 (Sheep Corral Reservoir - Lower Owyhee) OR,"Lake, Reservoir, Impoundment",ARMI water collection site-C.Anderson Sept. 2002,17050110,NA,,NA,,43.5959927,-117.5368427,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,4200,feet,10,feet,Interpolated from topographic map,NGVD29,US,41,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5959927,-117.5368427
USGS-433622117335700,4.33622E+14,USGS-OR,USGS Oregon Water Science Center,"OW6 (Upper Sheep Corral Reservoir-Lower Owyhee),OR","Lake, Reservoir, Impoundment",ARMI water collection sites-C.Anderson Sept. 2002,17050110,NA,,NA,,43.6059925,-117.5668432,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,4840,feet,10,feet,Interpolated from topographic map,NGVD29,US,41,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.6059925,-117.5668432
USGS-433715117250700,4.33715E+14,USGS-OR,USGS Oregon Water Science Center,"TWIN SPRINGS, OR",Stream,ARME water collection sites-C.Anderson Sept. 2002,17050110,NA,,NA,,43.6207148,-117.4196174,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,3290,feet,10,feet,Interpolated from topographic map,NGVD29,US,41,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.6207148,-117.4196174
USGS-433808117404100,4.33808E+14,USGS-OR,USGS Oregon Water Science Center,MESA RESERVOIR,"Lake, Reservoir, Impoundment",ARMI Water Collection sites-C.Anderson Aug.2002,17050117,NA,,NA,,43.6354363,-117.6790666,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,4500,feet,10,feet,Global Positioning System,NGVD29,US,41,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.6354363,-117.6790666
USGS-433846121352800,4.33846E+14,USGS-OR,USGS Oregon Water Science Center,"LITTLE DESCHUTES RIVER AT MASTEN RD, NR LA PINE,OR",Stream,River Mile 37.8   S. Hinkle   Oct. 2006,17070302,NA,,NA,,43.6458717,-121.5922755,NA,0.5,seconds,"Global positioning system (GPS), uncorrected",NAD83,4235,feet,5,feet,Interpolated from topographic map,NGVD29,US,41,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.6458717,-121.5922755
USGS-433855123045401,4.33855E+14,USGS-OR,USGS Oregon Water Science Center,"COAST FORK WILLAMETTE RIVER NEAR LONDON, OR",Stream,Denny Wentz August 2002 project site,NA,75.3,sq mi,NA,,43.6484547,-123.0828535,NA,1,seconds,Interpolated from map,NAD83,830,feet,10,feet,Interpolated from topographic map,NGVD29,US,41,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.6484547,-123.0828535
USGS-434022121324600,4.34022E+14,USGS-OR,USGS Oregon Water Science Center,"LITTLE DESCHUTES R@ DORRANCE MDW RD, NR LA PINE,OR",Stream,River mile 32.6   S.Hinkle  Oct. 2006,17070302,NA,,NA,,43.6726769,-121.5473865,NA,0.5,seconds,"Global positioning system (GPS), uncorrected",NAD83,4205,feet,5,feet,Global Positioning System,NGVD29,US,41,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.6726769,-121.5473865
USGS-434153117215600,4.34153E+14,USGS-OR,USGS Oregon Water Science Center,GRASSY MOUNTAIN,Stream,ARMI water collection sites-C.Anderson Sept.2002,17050110,NA,,NA,,43.6979362,-117.3665626,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,3430,feet,10,feet,Interpolated from topographic map,NGVD29,US,41,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.6979362,-117.3665626
USGS-434212121295700,4.34212E+14,USGS-OR,USGS Oregon Water Science Center,LITTLE DESCHUTES RIVER AT BURGESS ROAD,Stream,Steve Hinkle 1strmflw meas @LaPine GW project site,17070302,NA,,NA,,43.7033333,-121.4991667,NA,1,seconds,Interpolated from map,NAD83,4195,feet,5,feet,Interpolated from topographic map,NGVD29,US,41,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.7033333,-121.4991667
USGS-434512121290300,4.34512E+14,USGS-OR,USGS Oregon Water Science Center,LITTLE DESCHUTES RIVER AT RIVER MILE 16.1,Stream,STEVE HINKLE PROJECT,17070302,NA,,NA,,43.7532588,-121.4851926,NA,0.5,seconds,"Global positioning system (GPS), uncorrected",NAD83,NA,,NA,,,,US,41,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.7532588,-121.4851926
USGS-434515121290200,4.34515E+14,USGS-OR,USGS Oregon Water Science Center,"LITTLE DESCHUTES RIVER AT BRIDGE DR NR LA PINE, OR",Stream,River mile 16.0   S. Hinkle   Oct. 2006,17070302,NA,,NA,,43.7539255,-121.485026,NA,0.5,seconds,"Global positioning system (GPS), uncorrected",NAD83,4170,feet,5,feet,Interpolated from topographic map,NGVD29,US,41,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.7539255,-121.485026
USGS-434621118101500,4.34621E+14,USGS-OR,USGS Oregon Water Science Center,KINGSBURY GULCH,Stream,ARMI Water Collection sites-C.Anderson Aug.2002,17050116,NA,,NA,,43.7723804,-118.1718553,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,3280,feet,10,feet,Global Positioning System,NGVD29,US,41,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.7723804,-118.1718553
USGS-434627117274200,4.34627E+14,USGS-OR,USGS Oregon Water Science Center,"KANE SPRING RESERVOIR, OR","Lake, Reservoir, Impoundment",ARMI Water Collection sites-C.Anderson Aug.2002,17050117,NA,,NA,,43.774047,-117.4626809,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,3060,feet,10,feet,Global Positioning System,NGVD29,US,41,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.774047,-117.4626809
USGS-434745123040200,4.34745E+14,USGS-OR,USGS Oregon Water Science Center,"SILK CREEK NEAR COTTAGE GROVE, OR",Stream,URBAN GRADIENT LAND USE STUDY  M.Sarantou  3/04,17090002,16.3,sq mi,NA,,43.7951229,-123.0684138,NA,1,seconds,"Global positioning system (GPS), uncorrected",NAD83,640,feet,20,feet,Interpolated from topographic map,NGVD29,US,41,39,NA,NA,NA,NA,NA,NA,NA,NA,"SILK CREEK NEAR COTTAGE GROVE, OR",USGS,1.23068E+12,1.23068E+12,Silk Creek,NA,NA,43.7951229,-123.0684138
