AGENCY,AGENCY_ID,STATION_ID,DEC_LAT,DEC_LONG,DATUM,DESCRIPTION,DESCRIPTION_2,LLID_Stream_Lake,Str_LLID,Str_name,LAKE_LLID,LAKE_NAME,COMMENTS,KEEP
Oregon Department of Environmental Quality,ODEQ,34304,42.389,-124.4128,NAD83,Turner Creek ABV riparian project (Hunter),NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36747,42.425,-124.4133,NAD83,Rogue River Estuary Boat Basin at Hwy 101 Bridge,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,28314,42.8138,-124.4134,NAD83,Sixes River above Edson Creek,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,18823,43.052083,-124.41375,NAD83,Twomile Creek at Hwy 101 (tributary to Pacific),NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,18822,43.003361,-124.414333,NAD83,Fourmile Creek at Hwy 101 (tributary to Pacific),NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36703,42.3892,-124.4144,NAD83,Turner Creek at Mouth (Hunter Cr Trib at RM 0.63),NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36702,42.389,-124.41485,NAD83,Hunter Creek Above Turner Cr,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36590,42.40945,-124.41516,NAD83,Riley Cr Across from Power Sub Station,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36651,43.0375,-124.41539,NAD83,Twomile Cr SF at Hwy 101,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36650,43.0384,-124.41719,NAD83,Lower Twomile Cr at Hwy 101,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36589,42.41467,-124.41783,NAD83,Dean Creek US of W Enteranc of Buffington Pk,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36704,42.38887,-124.41866,NAD83,Hunter Creek at Turtle Rock RV Park,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36460,42.6707,-124.41887,NAD83,Beartrap Creek at Mouth,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36744,42.4219,-124.4194,NAD83,Rogue River Estuary Boat Basin at E End of Commercial Dock,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36631,42.96098,-124.41952,NAD83,Bethel Cr East of Hwy 101 at Bridge,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36745,42.4208,-124.4225,NAD83,Rogue River Estuary Boat Basin at West End of Recreation Dock,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,18824,42.975472,-124.423417,NAD83,Davis Creek at Hwy 101 (tributary to New River),NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36588,42.42003,-124.4235,NAD83,Dean Cr Culvert Outlet to Rogue R,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,18821,42.965917,-124.427583,NAD83,Bethel Creek at Hwy 101 (tributary to New River),NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36653,43.05676,-124.43172,NAD83,Twomile Cr at DS Bridge,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36645,43.02024,-124.43338,NAD83,Laurel Lake East,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,32640,42.95818,-124.4347,NAD83,Butte Creek at Hwy 101 (New River),NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36725,43.02317,-124.43516,NAD83,Laurel Lake Trib from Lost Lake,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36646,43.02107,-124.43681,NAD83,Laurel Lake West,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36654,43.0525,-124.438,NAD83,Twomile Cr Near Mouth,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36621,42.94087,-124.43962,NAD83,Morton Creek at RM 2.99,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36628,42.9569,-124.44468,NAD83,Butte Creek 0.49 Miles DS of Hwy 101,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36644,43.0083,-124.4454,NAD83,Fourmile Cr Abv Spring Cr Laurel Lake Outlet,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36647,43.00899,-124.44596,NAD83,Spring Creek Near Mouth,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36624,42.9451,-124.4465,NAD83,Morton Creek at RM 2.43,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36632,42.9701,-124.4472,NAD83,Bethel Cr US Bridge on Re-located channel,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36652,43.0249,-124.4478,NAD83,New River North of Fourmile Creek,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36635,42.98071,-124.44916,NAD83,Davis Cr Abv Croft Lake,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36723,42.984,-124.45004,NAD83,Croft Lake NE,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36721,42.92238,-124.45011,NAD83,South Langlois Creek at Hwy 101,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36636,42.98183,-124.45303,NAD83,Croft Lake South,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36629,42.95571,-124.45456,NAD83,Butte Creek at DS Bridge,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,32667,42.9345,-124.4551,NAD83,North Langlois Creek near Langlois (tributary to New River),NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36757,42.976462,-124.456272,NAD83,Bethel Cr Re-Located Channel at 2nd Bridge US,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36637,42.98643,-124.45662,NAD83,Croft Lake Outlet,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36726,42.95075,-124.45693,NAD83,Morton Cr at DS End of Flow,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36638,42.99661,-124.45743,NAD83,New River Near Strorm Ranch Boat Ramp,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36728,42.93785,-124.45765,NAD83,North Langlois Cr at DS Bridge,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36630,42.9577,-124.46022,NAD83,Butte Creek NR Mouth,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,29553,42.76988,-124.4606,NAD83,Elk River Bagley Creek at mouth,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,25854,42.891111,-124.461111,NAD83,Willow Creek (tributary to Floras Creek) at Hwy 101,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36634,42.98605,-124.46128,NAD83,New River Abv Croft Lake Outlet,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36633,42.9692,-124.4642,NAD83,Bethel Cr at Bridge NR Mouth US of New Lake Outlet,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36614,42.97004,-124.46691,NAD83,Bethel Cr New Lake Outlet,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36613,42.96903,-124.46766,NAD83,New River South of New Lake Outlet,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36612,42.96198,-124.47374,NAD83,New River at 2002-2003 Breach Site (RM 3.1),NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,25848,42.738889,-124.474444,NAD83,Hubbard Creek below North Fork,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36314,42.750851,-124.474648,NAD83,City of Port Orford Intake PWS# 4100670 Hubbard Creek,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,28297,42.9045,-124.4755,NAD83,Willow Creek at County Bridge (Floras Creek),NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36600,42.73706,-124.47668,NAD83,Hubbard Cr at Hwy 101,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,28312,42.821,-124.4825,NAD83,Crystal Creek at Hwy 101 (Sixes River tributary),NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36661,42.81983,-124.4859,NAD83,Sixes R US of Crystal Cr,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36609,42.9308,-124.4859,NAD83,Langlois Creek at RM 0.65 Bend to South,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,35431,42.8206,-124.4861,NAD83,Crystal Creek at confl. w/Sixes River,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36607,42.9361,-124.48621,NAD83,New River Ditch Trib (at 5.1) Near Mouth,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36606,42.93576,-124.48676,NAD83,New River South of Bono Slough,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36671,42.8226,-124.4913,NAD83,Sixes R Blw Crystal Cr From Small Gravel Bar Right,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36610,42.92581,-124.4922,NAD83,Langlois Creek at Mouth,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36605,42.9256,-124.4926,NAD83,New River South of Hanson Slough,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,23931,42.91442,-124.49281,NAD83,Mainstem Floras Creek above Floras Lake outlet,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36579,42.7737,-124.49683,NAD83,Mill Creek at North Crossing of Hwy 101,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36761,42.767606,-124.497788,NAD83,Mill Creek at Mid Crossing of Hwy 101 (Garrison Lake),NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,23930,42.91153,-124.498122,NAD83,"Floras Lake outlet near mouth, Floras Creek mainstem",NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36508,42.81064,-124.49864,NAD83,Cedar Creek Headwaters Near Cape Blanco Road (Elk R),NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36580,42.77327,-124.49904,NAD83,Mill Creek at Rose Way (Garrison Lake),NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36762,42.7551,-124.4998,NAD83,Mill Creek at Arizon St (Garrison Lake),NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36565,42.806059,-124.500826,NAD83,Cedar Cr Halfway Between Logs,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36581,42.77191,-124.50149,NAD83,Mill Cr at Silver Butte Rd (Garrison Lake),NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36566,42.80515,-124.5024,NAD83,Cedar Cr at BBQ,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,34312,42.803,-124.5032,NAD83,Cedar Creek at Pit Road (Elk),NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36577,42.75241,-124.50338,NAD83,Garrison Lake Trib Buffington Pond Upstream of Pinehurst Rd,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36672,42.82548,-124.50361,NAD83,Sixes R at Pilings,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36586,42.7604,-124.50454,NAD83,Garrison Lake Trib at Paradise Pt Rd,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,13787,42.75425,-124.506778,NAD83,Garrison Lake at deepest point,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36585,42.7475,-124.50727,NAD83,Garison Lake Trib from Sewage Disposal Pond at Trail,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36584,42.74842,-124.50748,NAD83,Garrison Lake Trib from Sewage Disposal Ponds at Rd,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,28301,42.7956,-124.5092,NAD83,Cedar Creek at McKenzie Road Bridge (Elk Creek),NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36760,42.79653,-124.51024,NAD83,Cedar Cr US of Bridge Above McKenzie Rd Bridge (Elk R),NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36759,42.7602,-124.5106,NAD83,Garrison Lake Trib to NW Arm at Paradise Point Rd,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36576,42.75063,-124.51142,NAD83,Garrison Lake South Arm Deepest Point,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36673,42.82548,-124.51153,NAD83,Sixes R under Powerline,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36582,42.76012,-124.51291,NAD83,Garrison Lake Below Paradise Point Rd,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36559,42.79963,-124.51917,NAD83,Swamp Cr at Lower Reservoir US End Fish Passage Culvert,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,28299,42.7963,-124.5198,NAD83,Swamp Creek at lower culvert (Elk Creek),NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36560,42.79507,-124.52355,NAD83,Swamp Cr at Mouth (Elk),NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36556,42.79376,-124.52423,NAD83,Elk River above Swamp Creek,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36537,42.79841,-124.52622,NAD83,Elk River Estuary Approx 1.08 MI from Mouth,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36536,42.79652,-124.52625,NAD83,Elk River Estuary Approx 1.2 MI from Mouth,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36674,42.84105,-124.52629,NAD83,Sixes R Abv Estuary,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36510,42.80444,-124.5291,NAD83,Elk River Estuary Mid Beach Section,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36676,42.84018,-124.5338,NAD83,Sixes R Upper End of Estuary,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36524,42.81242,-124.53481,NAD83,Elk River Estuary near Mouth,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,34309,42.8416,-124.5363,NAD83,Sixes River at RM 1.1,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36677,42.84429,-124.53648,NAD83,Sixes R Estuary Abv Parking Area,NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,28912,42.850375,-124.537863,NAD83,"Sixes River, north of pinic area OR2002-0021",NA,NA,NA,NA,NA,NA,,
Oregon Department of Environmental Quality,ODEQ,36749,42.8517,-124.54289,NAD83,Sixes R Estuary Near Mouth,NA,NA,NA,NA,NA,NA,,
National Park Service Water Resources Division,11NPSWRD,CRLA_LTLMP_ST13,42.955833,-122.083,WGS84,"Crater Lake Station 13, Long Term Monitoring Program",NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey,NARS_WQX,FW08OR001,43.64959,-124.0954,WGS84,Wind Creek,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey,NARS_WQX,FW08OR002,45.36819,-119.4461,WGS84,Hinton Creek,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey,NARS_WQX,FW08OR003,42.94308,-121.25917,WGS84,West Fork Silver Creek,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey,NARS_WQX,FW08OR004,44.62321,-119.63838,WGS84,Johnny Creek,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey,NARS_WQX,FW08OR005,44.89845,-117.42406,WGS84,Sawmill Creek,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey,NARS_WQX,FW08OR006,43.87567,-123.50243,WGS84,Siuslaw River,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey,NARS_WQX,FW08OR008,45.11451,-116.85638,WGS84,Dry Creek,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey,NARS_WQX,FW08OR009,45.30021,-123.4774,WGS84,Tributary to Nestucca River,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey,NARS_WQX,FW08OR010,43.09695,-122.41151,WGS84,Fish Creek,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey,NARS_WQX,FW08OR011,43.99118,-123.66463,WGS84,Siuslaw River,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey,NARS_WQX,FW08OR012,45.3952778,-122.1497222,WGS84,Sandy River,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey,NARS_WQX,FW08OR014,44.16746,-122.24958,WGS84,McKenzie River,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey,NARS_WQX,FW08OR015,42.4133333,-123.1583333,WGS84,Rogue River,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey,NARS_WQX,FW08OR016,44.49077,-122.81381,WGS84,South Santiam River,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey,NARS_WQX,FW08OR019,44.3726,-123.83628,WGS84,Alsea River,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey,NARS_WQX,FW08OR021,45.17,-120.4825,WGS84,John Day River,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey,NARS_WQX,FW08OR022,43.31079,-123.21151,WGS84,North Fork Umpqua River,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey,NARS_WQX,FW08OR023,45.21161,-121.84732,WGS84,Draw Creek,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey,NARS_WQX,FW08OR025,45.576,-116.48831,WGS84,Snake River,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey,NARS_WQX,FW08OR026,44.24743,-120.8596,WGS84,Crooked River,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey,NARS_WQX,FW08OR027,44.05582,-123.0843,WGS84,Willamette River,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey,NARS_WQX,FW08OR028,45.48472,-122.96,WGS84,Tualatin River,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey,NARS_WQX,FW08OR030,42.46212,-121.46878,WGS84,Sprague River,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey,NARS_WQX,FW08OR033,43.77116,-118.04935,WGS84,Malheur River,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey,NARS_WQX,FW08OR035,44.8063889,-123.9727778,WGS84,Siletz River,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey,NARS_WQX,FW08OR037,45.53248,-120.35825,WGS84,John Day River,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey,NARS_WQX,FW08OR041,45.74946,-116.75984,WGS84,Imnaha River,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey,NARS_WQX,FW08OR043,43.61502,-122.76859,WGS84,Tributary to Sharps Creek,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey,NARS_WQX,FW08OR044,44.75285,-122.51422,WGS84,North Fork Santiam,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey,NARS_WQX,FW08OR045,44.90148,-118.47777,WGS84,North Fork John Day,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey,NARS_WQX,FW08OR046,42.59993,-121.76077,WGS84,Sprague River,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey,NARS_WQX,FW08OR047,42.07215,-124.00887,WGS84,Tributary to North Fork Smith River,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey,NARS_WQX,FW08OR049,43.05298,-117.69475,WGS84,Owyhee River,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey,NARS_WQX,FW08OR050,43.10088,-122.82959,WGS84,West Creek,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey,NARS_WQX,FW08OR051,44.31707,-123.21649,WGS84,Willamette River,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey,NARS_WQX,FW08OR052,44.85142,-118.14283,WGS84,North Fork Rock Creek,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey,NARS_WQX,FW08OR054,42.4708333,-124.3433333,WGS84,Rogue River,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey,NARS_WQX,FW08OR055,45.73074,-122.92966,WGS84,Raymond Creek,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey,NARS_WQX,FW08OR056,44.14154,-119.29135,WGS84,Tamarack Creek,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey,NARS_WQX,FW08OR057,45.93063,-117.45506,WGS84,Grande Ronde River,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey,NARS_WQX,FW08OR058,46.4467,-122.57704,WGS84,McKenzie River,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey,NARS_WQX,FW08OR059,43.57777,-123.5025,WGS84,Umpqua River,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey,NARS_WQX,FW08OR060,44.77724,-122.82012,WGS84,Santiam River,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey,NARS_WQX,FW08OR061,44.88506,-119.14906,WGS84,Middle Fork John Day,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey,NARS_WQX,FW08OR064,45.28694,-116.67222,WGS84,Snake River,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey,NARS_WQX,FW08OR065,43.18272,-118.87843,WGS84,Donner und Blitzen River,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey,NARS_WQX,FW08OR066,43.16793,-123.6913,WGS84,Tributary to Lost Creek,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey,NARS_WQX,FW08OR069,45.1929,-118.704,WGS84,Bowman Creek,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey,NARS_WQX,FW08OR071,45.55356,-122.70579,WGS84,Willamette River,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey,NARS_WQX,FW08OR074,43.68754,-121.686,WGS84,Deschutes River,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey (TEST Submission),NARSTEST,FW08OR001,43.64959,-124.0954,WGS84,Wind Creek,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey (TEST Submission),NARSTEST,FW08OR002,45.36819,-119.4461,WGS84,Hinton Creek,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey (TEST Submission),NARSTEST,FW08OR003,42.94308,-121.25917,WGS84,West Fork Silver Creek,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey (TEST Submission),NARSTEST,FW08OR004,44.62321,-119.63838,WGS84,Johnny Creek,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey (TEST Submission),NARSTEST,FW08OR005,44.89845,-117.42406,WGS84,Sawmill Creek,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey (TEST Submission),NARSTEST,FW08OR006,43.87567,-123.50243,WGS84,Siuslaw River,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey (TEST Submission),NARSTEST,FW08OR008,45.11451,-116.85638,WGS84,Dry Creek,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey (TEST Submission),NARSTEST,FW08OR009,45.30021,-123.4774,WGS84,Tributary to Nestucca River,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey (TEST Submission),NARSTEST,FW08OR010,43.09695,-122.41151,WGS84,Fish Creek,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey (TEST Submission),NARSTEST,FW08OR011,43.99118,-123.66463,WGS84,Siuslaw River,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey (TEST Submission),NARSTEST,FW08OR012,45.3952778,-122.1497222,WGS84,Sandy River,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey (TEST Submission),NARSTEST,FW08OR014,44.16746,-122.24958,WGS84,McKenzie River,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey (TEST Submission),NARSTEST,FW08OR015,42.4133333,-123.1583333,WGS84,Rogue River,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey (TEST Submission),NARSTEST,FW08OR016,44.49077,-122.81381,WGS84,South Santiam River,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey (TEST Submission),NARSTEST,FW08OR019,44.3726,-123.83628,WGS84,Alsea River,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey (TEST Submission),NARSTEST,FW08OR021,45.17,-120.4825,WGS84,John Day River,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey (TEST Submission),NARSTEST,FW08OR022,43.31079,-123.21151,WGS84,North Fork Umpqua River,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey (TEST Submission),NARSTEST,FW08OR023,45.21161,-121.84732,WGS84,Draw Creek,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey (TEST Submission),NARSTEST,FW08OR025,45.576,-116.48831,WGS84,Snake River,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey (TEST Submission),NARSTEST,FW08OR026,44.24743,-120.8596,WGS84,Crooked River,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey (TEST Submission),NARSTEST,FW08OR027,44.05582,-123.0843,WGS84,Willamette River,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey (TEST Submission),NARSTEST,FW08OR028,45.48472,-122.96,WGS84,Tualatin River,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey (TEST Submission),NARSTEST,FW08OR030,42.46212,-121.46878,WGS84,Sprague River,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey (TEST Submission),NARSTEST,FW08OR033,43.77116,-118.04935,WGS84,Malheur River,NA,NA,NA,NA,NA,NA,,
EPA National Aquatic Resources Survey (TEST Submission),NARSTEST,FW08OR035,44.8063889,-123.9727778,WGS84,Siletz River,NA,NA,NA,NA,NA,NA,,
