"StationUse_RecordID","STATION","DESCRIPTION","DEC_LAT","DEC_LONG","RIVER_MILE","STREAM_LLID","RIVER_MILE_LAKE","LAKE_LLID","LAKE_NAME","GIS_Source_LAKE","USE_OtherParms","USE_Final","GIS_Source","HUC_3rd_Field","Bio_Macro_Data","CASCADE_LAKES","MARINE_WATERS","STRATIFIED_Natural_Lake","ESTUARY","LAKE","MARINE_COASTAL_REC","Enterro_Data","DHS_Station_Type","DHS_Station_Type_Num","EPA_BEACH_ID","BEACH_NAME","ELEVATION_FT","WRD_Basin","Comments","Reviewed_Permit_Writers","RIVER_MILE_2004","LLID_2004","USE_Bacteria","Salinity_Max","Conductivity_Max","PondResSmall","Stream_Name","MATRIX","TRIBAL","AGENCY","AGENCY_ID","UsabilityComments"
10029,"29291","Cook Creek at mouth, tributary to Nehalem at River Mile 13.3","45.704169999999998","-123.75389","0.0","1237529457011",NA,NA,NA,"100K",1,1,"24K","Northern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,46,"North Coast",NA,0,NA,NA,1,NA,"82.0",0,"Cook Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10030,"16748","James R. Lebanon Landfill Monitoring Well MW-13S","44.553417000000003","-122.901",NA,NA,NA,NA,NA,NA,0,0,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Willamette","Groundwater. Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,NA,NA,0,NA,"349.0",0,NA,"FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10031,"24036","Skipanon River at Old Hwy 101","46.149721999999997","-123.92305500000001","1.6000000000000001","1239211461664",NA,NA,NA,NA,1,1,NA,"Lower Columbia",0,0,0,0,1,0,0,0,NA,NA,NA,NA,10,"North Coast","Estuary determined by salinty or conductivity and verified by GIS.",0,"1.6000000000000001",1239211461664,1,"5.5999999999999996","9830.0",0,"Skipanon River","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
10032,"35348","21305 SW Koehler Rd Beaverton OR","45.448680000000003","-122.90025","0.0",NA,NA,NA,NA,NA,0,0,"","Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Willamette","Uncertain surface water location.",0,"0.0",NA,0,NA,NA,0,NA,"FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10033,"12368","Neacoxie CR at S side of G Street culvert","46.018999999999998","-123.91549999999999","0.29999999999999999","1239194460155",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",0,0,0,0,1,0,0,0,NA,NA,NA,NA,7,"North Coast","Estuary Source 6.",0,"0.29999999999999999",1239194460155,1,NA,"46500.0",0,"Neacoxie Creek","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
10034,"29752","Smith Lake at middle of lake","46.1419","-123.9335",NA,NA,0,"1239336461416","Smith Lake","StreamNet",1,1,"N/A","Lower Columbia",0,0,0,0,0,1,0,0,NA,NA,NA,NA,26,"North Coast","Estuary determined by salinty or conductivity and verified by GIS.",0,"0.0",1239336461416,1,"1.0","136.0",0,NA,"FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10035,"32408","Lava Lake boat ramp (USFS boat ramp)","43.920555999999998","-121.771389",NA,NA,0,"1217695439185","Lava Lake","StreamNet",1,1,"N/A","Deschutes",0,1,0,1,0,1,0,0,NA,NA,NA,NA,4741,"Deschutes",NA,0,"0.0",NA,1,NA,NA,0,NA,"FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10036,"23752","Beamer Creek at Yachats River Road","44.296788999999997","-124.02713900000001","5.4000000000000004","1241083443079",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,66,"Mid Coast",NA,0,"5.4000000000000004",1241083443079,1,NA,"89.799999999999997",0,"Yachats River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10037,"35205","Ferry Creek @ Third St. in Bandon OR","43.118899999999996","-124.4071","0.35999999999999999","1244101431233",NA,NA,NA,NA,1,1,"100K","Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,7,"South Coast",NA,0,"0.0",NA,1,NA,"98.0",0,"Ferry Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10038,"30250","OR03-0036 Pacific Ocean, 24.9 nautical miles southwest of Cape Perpetual","44.187407","-124.675946","0.0",NA,NA,NA,NA,NA,0,0,NA,NA,0,0,1,0,0,0,0,0,NA,NA,NA,NA,0,NA,"Outside Oregon's territorial sea. Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"0.0",NA,0,"34.0",NA,0,NA,"SW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10039,"21880","Brice Creek 12.2 miles on Brice Creek Road","43.622599999999998","-122.585964","12.699999999999999","1227708437033",NA,NA,NA,NA,1,1,NA,"Willamette",1,0,0,0,0,0,0,0,NA,NA,NA,NA,2815,"Willamette",NA,0,"12.699999999999999",1227708437033,1,NA,"61.0",0,"Brice Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10040,"25195","Umpqua River below Yellow Creek at Hwy 138, mile post # 12","43.495866999999997","-123.487685","75.799999999999997","1242038436694",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,262,"Umpqua",NA,0,"75.799999999999997",1242038436694,1,NA,NA,0,"Umpqua River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10041,"25295","Rock Creek tributary, Devils Lake","44.989972999999999","-123.96444","3.7000000000000002","1240012449667",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",1,0,0,0,0,0,0,0,NA,NA,NA,NA,358,"Mid Coast",NA,0,"3.7000000000000002",1240012449667,1,NA,"112.0",0,"Rock Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10042,"33233","Brush Creek at Cascade Hwy downstream of Oregon Garden outfall (Silver Creek, Pudding)","44.991399999999999","-122.80119999999999","1.8999999999999999","1228300450040",NA,NA,NA,NA,0,1,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,197,"Willamette","Mixing zone. Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",1,"0.0",NA,1,NA,"585.0",0,"Brush Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10043,"29225","Cow Creek downstream of Galesville Reservoir at Long Fiber Park near Whitehorse Creek","42.818063000000002","-123.18289900000001","56.899999999999999","1233379429474",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1706,"Umpqua",NA,0,"56.899999999999999",1233379429474,1,NA,"94.0",0,"Cow Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10045,"35448","North Yamhill River just u/s of Rockyford Road Bridge","45.372","-123.2608","20.190000000000001","1231445452259",NA,NA,NA,NA,1,1,"100K","Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,200,"Willamette",NA,0,"0.0",NA,1,NA,"77.0",0,"North Yamhill River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10046,"11793","North Hermiston Ditch at W. 11th Street","45.859389","-119.31025","0.20000000000000001","1193141458608",NA,NA,NA,NA,1,1,NA,"Middle Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,436,"Umatilla","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",1,"0.20000000000000001",1193141458608,1,NA,"692.0",0,"Hermiston Ditch","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10047,"30350","Mosier Creek","45.283999999999999","-122.43503","0.59999999999999998","1224253452887",NA,NA,NA,NA,1,1,NA,"Willamette",1,0,0,0,0,0,0,0,NA,NA,NA,NA,417,"Willamette",NA,0,"0.59999999999999998",1224253452887,1,NA,"72.0",0,"Mosier Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10044,"33210","Metolius River arm at Chinook Island","44.586530000000003","-121.36530999999999","4.2199999999999998","1212861445954",0,"1212832445469","Lake Billy Chinook","StreamNet",1,1,"100K","Deschutes",0,0,0,0,0,1,0,0,NA,NA,NA,NA,1946,"Deschutes",NA,0,"0.0",NA,1,NA,"163.0",0,"Metolius River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10048,"10725","Powder River 3 miles south of Baker","44.737138999999999","-117.831889","117.59999999999999","1170508447455",NA,NA,NA,NA,1,1,NA,"Middle Snake-Powder",0,0,0,0,0,0,0,0,NA,NA,NA,NA,3501,"Powder","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"117.59999999999999",1170508447455,1,NA,"277.0",0,"Powder River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10049,"13324","Yaquina Bay at Marker #19 (Weiser Point)","44.595278","-124.011944","5.2999999999999998","1240830446097",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",0,0,0,0,1,0,0,0,NA,NA,NA,NA,39,"Mid Coast","Estuary Source 17.",0,"5.2999999999999998",1240830446097,1,"35.0","49880.0",0,"Yaquina River","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
10050,"22321","Lower Gibson Creek at Wallace Road","44.974916999999998","-123.067722","0.12","1230663449765",NA,NA,NA,NA,1,1,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,141,"Willamette",NA,0,"0.59999999999999998",1230917449757,1,NA,"140.0",0,"Brush College Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10051,"12254","South Umpqua River at River Mile 36.30","43.040861","-123.330917","36.0","1234460432680",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,607,"Umpqua",NA,0,"36.0",1234460432680,1,NA,"181.0",0,"South Umpqua River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10052,"29652","North Fork Breitenbush River at NFD 302","44.781210000000002","-121.95322","0.69999999999999996","1219653447801",NA,NA,NA,NA,1,1,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,2359,"Willamette",NA,0,"0.69999999999999996",1219653447801,1,NA,NA,0,"North Fork Breitenbush River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10053,"21537","Sprague River at Saddle Mountain Pit Road (Fs 58","42.551333","-121.618833","32.899999999999999","1218738425716",NA,NA,NA,NA,1,1,NA,"Klamath",0,0,0,0,0,0,0,0,NA,NA,NA,NA,4278,"Klamath",NA,0,"32.899999999999999",1218738425716,1,NA,"139.0",0,"Sprague River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10054,"24193","Klamath (PWSID 93997) Oregon Institute of Technology Well 4","0.0","0.0",NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"Drinking water.",0,NA,NA,0,NA,NA,0,NA,"FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10055,"24293","Washington Composite for well 5, well 3 (PWSID 00816)","0.0","0.0","0.0",NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,-666,NA,"Drinking water.",0,NA,NA,0,NA,NA,0,NA,"FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10056,"11850","Rock Creek at River Mile 1.5","44.186639","-124.105722","0.59999999999999998","1241161441832",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",1,0,0,0,0,0,0,0,NA,NA,NA,NA,315,"Mid Coast",NA,0,"0.59999999999999998",1241161441832,1,NA,"70.0",0,"Rock Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10057,"32949","Columbia River at River Mile 19, 0.4 nautical miles northeast of marker #44","46.222951999999999","-123.748874","16.149999999999999","1240483462464",NA,NA,NA,NA,1,1,"100K","Lower Columbia",0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,"North Coast","Estuary Source 3.",0,"0.0",NA,1,"7.0000000000000007E-2",NA,0,"Columbia River","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
10058,"23807","Columbia River Mid-Channel at Marker 28","45.709487000000003","-122.765832","94.400000000000006","1240483462464",NA,NA,NA,NA,1,1,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,7,"Willamette",NA,0,"94.400000000000006",1240483462464,1,NA,"128.0",0,"Columbia River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10059,"11309","Calapooya Creek at Stevens Bridge","43.425471999999999","-123.301917","14.5","1234686433656",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,453,"Umpqua",NA,0,"14.5",1234686433656,1,NA,"145.0",0,"Calapooya Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10060,"30393","Big Wall Creek","44.924289999999999","-119.5295","12.1","1194101448830",NA,NA,NA,NA,1,1,NA,"John Day",1,0,0,0,0,0,0,0,NA,NA,NA,NA,2664,"John Day","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"12.1",1194101448830,1,NA,"240.0",0,"Big Wall Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10061,"32165","Tillamook Bay West, 0.8 nautical miles northeast of Pitcher Point","45.515985000000001","-123.929192","3.1099999999999999","1239378455599",NA,NA,NA,NA,1,1,"100K","Northern Oregon Coastal",0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,"North Coast","Estuary Source 15.",0,"0.0",NA,1,"34.700000000000003",NA,0,"Tillamook Bay","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
10062,"28378","Munger Creek, upper at River Mile 4.4 (Williams, Applegate, Rogue)","42.223460000000003","-123.36937","3.9500000000000002","1233031422056",NA,NA,NA,NA,1,1,"100K","Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,2287,"Rogue",NA,0,NA,NA,1,NA,"87.0",0,"Munger Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10063,"21837","Ash Swale at River Mile 7.30","45.041283","-123.22839999999999","8.9000000000000004","1232131451134",NA,NA,NA,NA,1,1,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,161,"Willamette","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"8.9000000000000004",1232131451134,1,NA,"363.0",0,"Ash Swale","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10064,"29952","Briggs Creek","42.378588000000001","-123.80058","0.5","1238088423757",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",1,0,0,0,0,0,0,0,NA,NA,NA,NA,935,"Rogue",NA,0,"0.5",1238088423757,1,NA,"140.0",0,"Briggs Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10065,"17123","Boulder Creek at River Mile 4.69","44.930083000000003","-123.627917","4.4000000000000004","1236969449207",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",1,0,0,0,0,0,0,0,NA,NA,NA,NA,1850,"Mid Coast",NA,0,"4.4000000000000004",1236969449207,1,NA,"36.0",0,"Boulder Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10089,"31547","South Yamhill River at Kiwanis Marine Park","45.206800000000001","-123.1819","5.4699999999999998","1231445452258",NA,NA,NA,NA,1,1,"100K","Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,82,"Willamette",NA,0,NA,NA,1,NA,"144.0",0,"South Yamhill River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10090,"35082","Floras Creek at Floras Creek Road","42.913029999999999","-124.42523","5.5800000000000001","1244974429130",NA,NA,NA,NA,1,1,"100K","Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"South Coast",NA,0,"0.0",NA,1,NA,"123.0",0,"Floras Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10066,"33178","South Fork Malheur River at mouth (Riverside)","43.550899999999999","-118.1674","0.40000000000000002","1181670435564",NA,NA,NA,NA,1,1,"100K","Middle Snake-Boise",0,0,0,0,0,0,0,0,NA,NA,NA,NA,3288,"Malheur","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"0.0",NA,1,NA,"578.0",0,"South Fork Malheur River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10067,"10957","Salt Creek at Amity","45.116166999999997","-123.211806","7.2000000000000002","1232202451614",NA,NA,NA,NA,1,1,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,144,"Willamette","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"7.2000000000000002",1232202451614,1,NA,"310.0",0,"Salt Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10068,"34103","Gordon Creek river mile 0.1 below Gordon Creek Road Bridge (Sandy)","45.4925","-122.276","0.13","1222776454934",NA,NA,NA,NA,1,1,"100K","Lower Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,95,"Sandy",NA,0,"0.0",NA,1,NA,NA,0,"Gordon Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10069,"25281","Boardtree Creek","43.941965000000003","-123.17819900000001","4.0000000000000001E-2","1231796439420",NA,NA,NA,NA,1,1,NA,"Willamette",1,0,0,0,0,0,0,0,NA,NA,NA,NA,663,"Willamette",NA,0,"0.0",1231796439420,1,NA,"145.0",0,"Boardtree Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10070,"33201","Abiqua Creek upstream of Cascade Hwy (Pudding)","45.028199999999998","-122.7372","6.2000000000000002","1228325450363",NA,NA,NA,NA,1,1,"100K","Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,295,"Willamette",NA,0,"0.0",NA,1,NA,"75.0",0,"Abiqua Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10071,"23266","DRJ Landfill: Pond below woodwaste fill area","42.9619","-123.3631","1.22","1233568429498",NA,NA,NA,NA,1,1,"100K","Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Umpqua","Possible surface water site; No 100 or 24K stream or lake in this location (nearest is unnamed 24K stream 750 ft away LLID 1233568429498). Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,NA,NA,1,NA,"626.0",0,"Unnamed Stream","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10072,"18829","Coos Bay at Silver Point 8,9","43.405417","-124.20313899999999","0.29999999999999999","1242083434031",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,1,0,1,0,NA,NA,NA,NA,0,"South Coast","Estuary Source 4.",0,"0.29999999999999999",1242083434031,1,"28.899999999999999","30000.0",0,"Willanch Slough","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
10073,"24070","Courtney Creek at River Mile 0.5 (Grande Ronde)","45.928710000000002","-117.4367","0.40000000000000002","1174422459325",NA,NA,NA,NA,1,1,NA,"Lower Snake",1,0,0,0,0,0,0,0,NA,NA,NA,NA,1703,"Grande Ronde",NA,0,"0.40000000000000002",1174422459325,1,NA,"126.0",0,"Courtney Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10074,"11859","Palouse Creek at first bridge upstream of mouth","43.484777999999999","-124.17441700000001","1.8","1241899434658",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,1,0,0,0,NA,NA,NA,NA,10,"South Coast","Estuary determined by salinty or conductivity and verified by GIS.",0,"1.8",1241899434658,1,"2.7000000000000002","223.0",0,"Palouse Creek","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
10075,"31495","Guano Creek, Hart Mountain","42.382480000000001","-119.72121","19.84","1195161422385",NA,NA,NA,NA,1,1,NA,"Oregon Closed Basins",1,0,0,0,0,0,0,0,NA,NA,NA,NA,5866,"Malheur Lake",NA,0,NA,NA,1,NA,"82.0",0,"Guano Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10076,"35600","Johnson Creek at 174th Ave/Jenne Rd","45.486400000000003","-122.48480000000001","11.24","1226465454422",NA,NA,NA,NA,1,1,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,253,"Willamette",NA,0,"0.0",NA,1,NA,NA,0,"Johnson Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10077,"12377","Bear Creek 500 feet downstream of Rrvid (Jackson Street) Dam","42.332721999999997","-122.870667","10.1","1229691424326",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1362,"Rogue","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"10.1",1229691424326,1,NA,"403.0",0,"Bear Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10078,"10362","Pudding River at Arndt Road (Barlow)","45.259861000000001","-122.738028","4.4000000000000004","1227161452842",NA,NA,NA,NA,1,1,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,89,"Willamette","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"4.4000000000000004",1227161452842,1,NA,"235.0",0,"Pudding River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10079,"30336","Hood River Middle Fork tributary","45.548900000000003","-121.65016","0.5","1216400455487",NA,NA,NA,NA,1,1,NA,"Middle Columbia",1,0,0,0,0,0,0,0,NA,NA,NA,NA,1634,"Hood",NA,0,"0.5",1216400455487,1,NA,"32.0",0,"Hood River MF Trib","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10080,"13588","Palouse Creek at mouth","43.466110999999998","-124.188056","0.10000000000000001","1241899434658",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,1,0,0,0,NA,NA,NA,NA,3,"South Coast","Estuary Source 4.",0,"0.10000000000000001",1241899434658,1,"39.0","47100.0",0,"Palouse Creek","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
10081,"25513","Crescent Lake at its deepest point","43.486240000000002","-121.98820000000001","27.350000000000001","1216517435291",0,"1219951434729","Crescent Lake","StreamNet",1,1,"100K","Deschutes",0,1,0,1,0,1,0,0,NA,NA,NA,NA,4839,"Deschutes",NA,0,"0.0",1219951434729,1,NA,"26.0",0,"Crescent Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10082,"13513","Mill Creek at Brickyard Road","45.416666999999997","-123.7775","1.7","1237993454302",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,85,"North Coast",NA,0,"1.7",1237993454302,1,NA,"84.0",0,"Mill Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10083,"12972","Clatskanie River 200 feet upstream of Clatskanie STP","46.108611000000003","-123.208056","1.1000000000000001","1232215461207",NA,NA,NA,NA,1,1,NA,"Lower Columbia",0,0,0,0,1,0,0,0,NA,NA,NA,NA,20,"North Coast","Estuary determined by salinty or conductivity and verified by GIS.",0,"1.1000000000000001",1232215461207,1,"5.0000000000000003E-2","879.0",0,"Clatskanie River","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
10085,"14544","DEQ191, Rowena Couch Renter-Stanley, 54461 Huntington Road","43.778055999999999","-121.46305599999999",NA,NA,NA,NA,NA,NA,0,0,NA,"Deschutes",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Deschutes","Groundwater. Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,NA,NA,0,NA,"678.0",0,NA,"FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10086,"24611","DEQ2038, 52655 Meadow Lane (MW Drain)","43.712803000000001","-121.516251","0.0",NA,NA,NA,NA,NA,0,0,NA,"Deschutes",0,0,0,0,0,0,0,0,NA,NA,NA,NA,4229,"Deschutes","Groundwater. Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,NA,NA,0,NA,"503.0",0,NA,"FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10088,"22596","Drainage Ditch downstream of Henley School outfall #2","0.0","0.0",NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"No lat/long.",0,NA,NA,0,NA,"522.0",0,NA,"FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10084,"23005","North Hermiston drain upstream of Hermiston WWTP outfall","45.860582999999998","-119.3115","0.10000000000000001","1193141458608",NA,NA,NA,NA,1,1,NA,"Middle Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,440,"Umatilla","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",1,"0.10000000000000001",1193141458608,1,NA,"540.0",0,"Hermiston Ditch","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10087,"13204","North Fork Kilchis River at River Mile 3.94","45.620806000000002","-123.706889","3.8999999999999999","1237541456045",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",1,0,0,0,0,0,0,0,NA,NA,NA,NA,643,"North Coast",NA,0,"3.8999999999999999",1237541456045,1,NA,"58.0",0,"North Fork Kilchis River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10091,"26592","Powder River at River Mile 50.5 (Snake), 100 yards upstream of bridge on Keating Road","44.867600000000003","-117.597103","49.299999999999997","1170508447455",NA,NA,NA,NA,1,1,NA,"Middle Snake-Powder",0,0,0,0,0,0,0,0,NA,NA,NA,NA,2700,"Powder","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"49.299999999999997",1170508447455,1,NA,"613.0",0,"Powder River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10092,"20735","Tillamook Bay OR2076","45.488889","-123.88500000000001","5.5","1239378455599",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",0,0,0,0,1,0,1,0,NA,NA,NA,NA,0,"North Coast","Estuary Source 15.",0,"5.5",1239378455599,1,NA,NA,0,"Tillamook Bay","ES",0,"Oregon Department of Environmental Quality","ODEQ",NA
10093,"24325","Lick Creek at River Mile 0.5 (tributary to Little Butte Creek)","42.471417000000002","-122.686283","0.80000000000000004","1226975424638",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1516,"Rogue","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"0.80000000000000004",1226975424638,1,"0.10000000000000001","278.0",0,"Lick Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10094,"23984","OR2000-0002, Columbia River 2","46.168930000000003","-123.21621","49.0","1240483462464",NA,NA,NA,NA,1,1,NA,"Lower Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,"North Coast",NA,0,"49.0",1240483462464,1,"5.9999999999999998E-2","133.0",0,"Columbia River","FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10095,"21660","Statewide Fluoride Splits - Sublimity","44.830199999999998","-122.79515000000001",NA,NA,NA,NA,NA,NA,0,0,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Willamette","Drinking water.",0,NA,NA,0,NA,NA,0,NA,"FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
10096,"16739","Dry Creek Landfill at Monitoring Well Ow-18","42.383333","-122.771111",NA,NA,NA,NA,NA,NA,0,0,NA,"Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Rogue","Groundwater. Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,NA,NA,0,NA,"2180.0",0,NA,"FW",0,"Oregon Department of Environmental Quality","ODEQ",NA
