"OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasureMeasureValue","DrainageAreaMeasureMeasureUnitCode","ContributingDrainageAreaMeasureMeasureValue","ContributingDrainageAreaMeasureMeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasureMeasureValue","HorizontalAccuracyMeasureMeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasureMeasureValue","VerticalMeasureMeasureUnitCode","VerticalAccuracyMeasureMeasureValue","VerticalAccuracyMeasureMeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasureMeasureValue","WellDepthMeasureMeasureUnitCode","WellHoleDepthMeasureMeasureValue","WellHoleDepthMeasureMeasureUnitCode"
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR03-0025","Not assigned","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality; System: Not assigned; Station area= 159.89",NA,NA,"",NA,"","44.469000000000001","-124.208",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"0",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR03-0026","Not assigned","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality; System: Not assigned; Station area= 159.89",NA,NA,"",NA,"","44.923999999999999","-124.16200000000001",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"0",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR03-0027","Not assigned","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality; System: Not assigned; Station area= 159.89",NA,NA,"",NA,"","43.933","-124.31399999999999",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"0",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR03-0028","Not assigned","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality; System: Not assigned; Station area= 159.89",NA,NA,"",NA,"","43.75","-124.254",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"19",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR03-0029","Not assigned","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality; System: Not assigned; Station area= 159.89",NA,NA,"",NA,"","45.621000000000002","-124.011",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"57",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR03-0030","Not assigned","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality; System: Not assigned; Station area= 159.89",NA,NA,"",NA,"","44.685000000000002","-124.18600000000001",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"0",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR03-0031","Not assigned","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality; System: Not assigned; Station area= 159.89",NA,NA,"",NA,"","44.292000000000002","-124.307",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"0",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR03-0032","Not assigned","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality; System: Not assigned; Station area= 159.89",NA,NA,"",NA,"","42.076999999999998","-124.373",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"15",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR03-0033","Not assigned","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality; System: Not assigned; Station area= 159.89",NA,NA,"",NA,"","43.597999999999999","-124.379",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"0",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR03-0034","Not assigned","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality; System: Not assigned; Station area= 159.89",NA,NA,"",NA,"","46.192","-124.387",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"0",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR03-0035","Not assigned","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality; System: Not assigned; Station area= 159.89",NA,NA,"",NA,"","44.386000000000003","-124.599",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"0",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR03-0036","Not assigned","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality; System: Not assigned; Station area= 159.89",NA,NA,"",NA,"","44.186999999999998","-124.676",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"0",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR03-0037","Not assigned","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality; System: Not assigned; Station area= 159.89",NA,NA,"",NA,"","45.590000000000003","-124.164",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"0",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR03-0038","Not assigned","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality; System: Not assigned; Station area= 159.89",NA,NA,"",NA,"","45.134999999999998","-124.083",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"0",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR03-0039","Not assigned","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality; System: Not assigned; Station area= 159.89",NA,NA,"",NA,"","44.078000000000003","-124.238",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"0",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR03-0040","Not assigned","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality; System: Not assigned; Station area= 159.89",NA,NA,"",NA,"","44.091999999999999","-124.425",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"0",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR03-0041","Not assigned","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality; System: Not assigned; Station area= 159.89",NA,NA,"",NA,"","42.624000000000002","-124.569",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"0",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR03-0042","Not assigned","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality; System: Not assigned; Station area= 159.89",NA,NA,"",NA,"","46.031999999999996","-124.194",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"0",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR03-0043","Not assigned","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality; System: Not assigned; Station area= 159.89",NA,NA,"",NA,"","43.436999999999998","-124.465",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"0",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR03-0044","Not assigned","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality; System: Not assigned; Station area= 159.89",NA,NA,"",NA,"","42.484000000000002","-124.65300000000001",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"0",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR03-0045","Not assigned","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality; System: Not assigned; Station area= 159.89",NA,NA,"",NA,"","46.164000000000001","-124.23099999999999",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"0",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR03-0046","Not assigned","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality; System: Not assigned; Station area= 159.89",NA,NA,"",NA,"","44.222999999999999","-124.215",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"0",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR03-0047","Not assigned","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality; System: Not assigned; Station area= 159.89",NA,NA,"",NA,"","44.780000000000001","-124.19199999999999",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"0",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR03-0048","Not assigned","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality; System: Not assigned; Station area= 159.89",NA,NA,"",NA,"","43.887999999999998","-124.28400000000001",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"0",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR03-0049","Not assigned","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality; System: Not assigned; Station area= 159.89",NA,NA,"",NA,"","43.621000000000002","-124.265",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"19",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR03-0050","Not assigned","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality; System: Not assigned; Station area= 159.89",NA,NA,"",NA,"","45.655000000000001","-124.02200000000001",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"0",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR04-0001","Columbia","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality",17080006,NA,"",NA,"","46.299999999999997","-124.0",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"49",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR04-0002","Columbia","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality",17080006,NA,"",NA,"","46.200000000000003","-123.7",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"7",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR04-0003","Columbia","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality",17080006,NA,"",NA,"","46.299999999999997","-124.0",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"49",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR04-0004","Columbia","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality",17100201,NA,"",NA,"","46.200000000000003","-124.0",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"7",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR04-0005","Columbia","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality",17080006,NA,"",NA,"","46.200000000000003","-123.90000000000001",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"7",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR04-0006","Columbia","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality",17080006,NA,"",NA,"","46.200000000000003","-123.8",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"7",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR04-0008","Columbia","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality",17080006,NA,"",NA,"","46.200000000000003","-123.8",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"7",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR04-0009","Columbia","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality",17080006,NA,"",NA,"","46.200000000000003","-123.90000000000001",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"7",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR04-0010","Columbia","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality",17080006,NA,"",NA,"","46.200000000000003","-123.8",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"7",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR04-0012","Columbia","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality",17080006,NA,"",NA,"","46.200000000000003","-123.90000000000001",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"7",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR04-0014","Columbia","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality",17100106,NA,"",NA,"","46.299999999999997","-123.8",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"49",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR04-0015","Columbia","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality",17100106,NA,"",NA,"","46.299999999999997","-123.8",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"49",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR04-0016","Columbia","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality",17100106,NA,"",NA,"","46.299999999999997","-123.8",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"49",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR04-0018","Columbia","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality",17080006,NA,"",NA,"","46.299999999999997","-124.0",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"49",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR04-0019","Columbia","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality",17080006,NA,"",NA,"","46.299999999999997","-123.7",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"69",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR04-0020","Columbia","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality",17080006,NA,"",NA,"","46.200000000000003","-123.90000000000001",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"7",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR04-0021","Columbia","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality",17080006,NA,"",NA,"","46.299999999999997","-123.7",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"69",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR04-0022","Columbia","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality",17080006,NA,"",NA,"","46.200000000000003","-123.7",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"7",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR04-0023","Columbia","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality",17080006,NA,"",NA,"","46.200000000000003","-123.8",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"7",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR04-0024","Columbia","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality",17080006,NA,"",NA,"","46.200000000000003","-123.90000000000001",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"7",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR04-0025","Columbia","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality",17080006,NA,"",NA,"","46.200000000000003","-123.7",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"7",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR04-0026","Columbia","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality",17100201,NA,"",NA,"","46.200000000000003","-124.0",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"7",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR04-0027","Columbia","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality",17080006,NA,"",NA,"","46.100000000000001","-123.8",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"7",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR04-0028","Columbia","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality",17080006,NA,"",NA,"","46.299999999999997","-124.0",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"49",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR04-0029","Columbia","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality",17080006,NA,"",NA,"","46.200000000000003","-123.8",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"7",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR04-0030","South Slough","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality",17100304,NA,"",NA,"","43.299999999999997","-124.3",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"11",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR04-0031","Nehalem River","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality",17100202,NA,"",NA,"","45.700000000000003","-123.90000000000001",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"57",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR04-0032","Alsea Bay","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality",NA,NA,"",NA,"","44.399999999999999","-124.09999999999999",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"41",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR04-0033","Siltcoos River","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality",NA,NA,"",NA,"","43.899999999999999","-124.2",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"39",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR04-0034","Siletz Bay","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality",17100204,NA,"",NA,"","44.899999999999999","-124.0",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"41",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR04-0035","Rogue River","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality",17100310,NA,"",NA,"","42.399999999999999","-124.40000000000001",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"15",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR04-0036","Nestucca Bay","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality",17100203,NA,"",NA,"","45.200000000000003","-123.90000000000001",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"57",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR04-0037","Siuslaw River","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality",17100206,NA,"",NA,"","44.0","-124.09999999999999",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"39",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR04-0038","Coquille River","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality",17100305,NA,"",NA,"","43.200000000000003","-124.3",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"11",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR04-0039","Nehalem River","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality",17100202,NA,"",NA,"","45.700000000000003","-123.90000000000001",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"57",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR04-0040","Sand Lake","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality",17100203,NA,"",NA,"","45.299999999999997","-123.90000000000001",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"57",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR04-0042","Siletz River","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality",17100204,NA,"",NA,"","44.899999999999999","-123.90000000000001",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"41",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR04-0043","Netarts Bay","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality",17100203,NA,"",NA,"","45.399999999999999","-123.90000000000001",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"57",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR04-0044","Netarts Bay","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality",17100203,NA,"",NA,"","45.399999999999999","-123.90000000000001",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"57",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR04-0046","Necanicum River","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality",17100201,NA,"",NA,"","46.0","-123.90000000000001",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"7",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR04-0059","Netarts Bay","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality",NA,NA,"",NA,"","45.399999999999999","-124.0",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"57",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR04-0061","Umpqua River","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality",17100303,NA,"",NA,"","43.700000000000003","-123.90000000000001",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"19",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR04-0075","Coos Bay","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality",17100304,NA,"",NA,"","43.399999999999999","-124.3",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"11",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR05-0001","Columbia River RM 7.5 1.3 NM SW of Chinook Pt.","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality; Station area= 15.1",17080006,NA,"",NA,"","46.200000000000003","-123.90000000000001",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"7",NA,NA,NA,NA,NA,NA,NA,NA
"EMAP_CS_WQX","Environmental Monitoring and Assessment Program","EMAP_CS_WQX-OR05-0002","Columbia River RM 17 1.6 NM NW of Tongue Pt.","Estuary","Program: EMAP-West Coast/Oregon Dept. of Environmental Quality; Station area= 15.1",17080006,NA,"",NA,"","46.200000000000003","-123.8",NA,"","","GPS-Unspecified","NAD83",NA,"",NA,"","","","US",41,"7",NA,NA,NA,NA,NA,NA,NA,NA
