"STATION","StationUse_RecordID","DESCRIPTION","DEC_LAT","DEC_LONG","RIVER_MILE","STREAM_LLID","RIVER_MILE_LAKE","LAKE_LLID","LAKE_NAME","GIS_Source_LAKE","USE_OtherParms","USE_Final","GIS_Source","HUC_3rd_Field","Bio_Macro_Data","CASCADE_LAKES","MARINE_WATERS","STRATIFIED_Natural_Lake","ESTUARY","LAKE","MARINE_COASTAL_REC","Enterro_Data","DHS_Station_Type","DHS_Station_Type_Num","EPA_BEACH_ID","BEACH_NAME","ELEVATION_FT","WRD_Basin","Comments","Reviewed_Permit_Writers","RIVER_MILE_2004","LLID_2004","USE_Bacteria","Salinity_Max","Conductivity_Max","PondResSmall","Stream_Name","MATRIX","TRIBAL","AGENCY","AGENCY_ID","STATIONS_2012","UsabilityComments"
"27939",9750,"Buck Fork Creek","43.131999999999998","-123.11808000000001","0.29999999999999999","1231216431294",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1181,"Umpqua","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"0.29999999999999999",1231216431294,1,NA,"210.0",0,"Buck Fork","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"35264",9751,"Columbia River Backwater Pool at Nichols Boatworks, Hood River","45.714300000000001","-121.5097","165.53999999999999","1240483462464",NA,NA,NA,NA,1,1,NA,"Middle Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,75,"Hood",NA,0,"0.0",NA,1,NA,"142.0",0,"Columbia River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"29668",9756,"LONG TOM RIVER AT KNIGHT ROAD RM 40.94","44.06944","-123.4342","41.439999999999998","1232400443847",NA,NA,NA,NA,1,1,"100K","Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,-666,"Willamette","Updated Lat/Long/Description from LASAR 10-09-2009.",0,"0.0",NA,1,NA,NA,0,"Long Tom River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"31824",9749,"Agate Beach, 100 meters south of Yaquina Head at creek mouth","44.67127","-124.06374","133.59999999999999","1240637462558",NA,NA,NA,NA,1,1,NA,NA,0,0,1,0,0,0,1,1,"Marine",1,"OR178544","Agate Beach",0,"Mid Coast","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"0.0",NA,1,"34.399999999999999",NA,0,"Pacific Ocean","SW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"26067",9752,"J.C. Boyle Powerhouse tailrace upstream of confluence with Klamath River","42.091963999999997","-122.071494","220.09999999999999","1221913420005",NA,NA,NA,NA,1,1,NA,"Klamath",0,0,0,0,0,0,0,0,NA,NA,NA,NA,3353,"Klamath",NA,0,"11.5",1221913420005,1,NA,"140.0",0,"Klamath River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"26608",9753,"Anderson Creek at Hwy 199 (Deer Creek, Illinois, Rogue)","42.292135999999999","-123.610839","0.10000000000000001","1236128422916",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1499,"Rogue",NA,0,"0.10000000000000001",1236128422916,1,NA,"194.30000000000001",0,"Anderson Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"30593",9755,"Hunter Creek Beach (south of Gold Beach)","42.388008999999997","-124.42515","318.32999999999998","1240637462558",NA,NA,NA,NA,1,1,"100K","Southern Oregon Coastal",0,0,1,0,0,0,1,1,"Marine",1,"OR506189","Hunter Creek Beach",3,"South Coast","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"0.0",NA,1,"34.5",NA,0,"Pacific Ocean","SW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"22412",9757,"Liittle Nestucca River near Stillwell Creek","45.087018999999998","-123.789581","12.4","1239429451662",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,548,"North Coast",NA,0,"12.4",1239429451662,1,NA,"73.0",0,"Little Nestucca River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"29382",9758,"Oceanside Beach State Wayside at parking access","45.46011","-123.97084","64.430000000000007","1240637462558",NA,NA,NA,NA,1,1,NA,NA,0,0,1,0,0,0,1,1,"Marine",1,"OR478882","Oceanside Beach State Wayside",0,"North Coast","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"35.600000000000001",1239400456524,1,"34.799999999999997",NA,0,"Pacific Ocean","SW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"30209",9763,"Sardine Creek at mouth","42.436399000000002","-123.077124","0.10000000000000001","1230786424358",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1043,"Rogue","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"0.10000000000000001",1230786424358,1,NA,"360.0",0,"Sardine Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"32794",9764,"Umatilla River upstream of Dillon Diversion Dam (upstream of Echo outfall)","45.758090000000003","-119.21563999999999","24.199999999999999","1193384459144",NA,NA,NA,NA,1,1,"100K","Middle Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,600,"Umatilla",NA,1,"0.0",NA,1,NA,"156.0",0,"Umatilla River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"25638",9765,"Nestucca Bay near middle of E Lobe (OR2001-0002)","45.174697000000002","-123.940781","0.40000000000000002","1239690451606",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",0,0,0,0,1,0,0,0,NA,NA,NA,NA,0,"North Coast","Estuary Source 8.",0,"0.40000000000000002",1239690451606,1,"16.899999999999999",NA,0,"Nestucca Bay","ES",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"22389",9766,"Little Beaver Creek at mouth (tributary of Gales Creek)","45.595002999999998","-123.20984199999999","12.6","1231025454915",NA,NA,NA,NA,1,1,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,318,"Willamette",NA,0,"12.6",1231025454915,1,NA,NA,0,"Gales Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"30186",9767,"A-Canal near the Link River Dam","42.238722000000003","-121.80205599999999","0.20000000000000001","1217511422174",NA,NA,NA,NA,1,1,NA,"Klamath",0,0,0,0,0,0,0,0,NA,NA,NA,NA,4150,"Klamath",NA,0,"0.20000000000000001",1217511422174,1,NA,"121.0",0,"Unnamed Stream","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"33919",9768,"Luckiamute River at Maxfield Creek (Willamette)","44.698300000000003","-123.4385","35.340000000000003","1231480447559",NA,NA,NA,NA,1,1,"100K","Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,299,"Willamette",NA,0,"0.0",NA,1,NA,"71.0",0,"Luckiamute River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"11686",9769,"Coquille River at River Mile 36.0","43.082194000000001","-124.141972","35.5","1244273431235",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,1,0,0,0,NA,NA,NA,NA,20,"South Coast","Estuary determined by salinty or conductivity and verified by GIS.",0,"35.5",1244273431235,1,NA,"147.0",0,"Coquille River","ES",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"13690",9770,"Yaquina Bay at west end of seawall","44.628028","-124.051306","2.1000000000000001","1240830446097",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",0,0,0,0,1,0,0,0,NA,NA,NA,NA,0,"Mid Coast","Estuary Source 17.",0,"2.1000000000000001",1240830446097,1,"33.700000000000003",NA,0,"Yaquina River","ES",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"10596",9771,"Coquille River at Sturdivant Park Dock (Coquille)","43.173777999999999","-124.192528","23.899999999999999","1244273431235",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,1,0,0,0,NA,NA,NA,NA,7,"South Coast","Estuary determined by salinty or conductivity and verified by GIS.",0,"23.899999999999999",1244273431235,1,"0.10000000000000001","300.0",0,"Coquille River","ES",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"34855",9773,"Mackey Cr, 200 yds upstream of Detroit PWS Intake","44.733699999999999","-122.13128","0.78000000000000003","1221391447255",NA,NA,NA,NA,1,1,"100K","Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,2205,"Willamette",NA,0,"0.0",NA,1,NA,"71.0",0,"Mackey Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"31999",9865,"Allwood in creek at outfall","45.556899999999999","-122.4319","1.46","1224573455551",NA,NA,NA,NA,1,1,"100K","Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,20,"Willamette","Stations 31998, 31999, 32000, 32001 all have the same coordinates; sites should be spread along stream based on descriptions.",0,"0.0",NA,1,NA,NA,0,"Arata Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"24027",9868,"OR2000-0045, Columbia River 45","46.25365","-123.56219","25.0","1240483462464",NA,NA,NA,NA,1,1,NA,"Lower Columbia",0,0,0,0,1,0,0,0,NA,NA,NA,NA,-666,"North Coast","Estuary Source 3.",0,"25.0",1240483462464,1,"7.0000000000000007E-2","147.0",0,"Columbia River","ES",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"33519",9869,"Jackson Creek","44.613888000000003","-123.276445","1.7","1232457446147",NA,NA,NA,NA,1,1,NA,"Willamette",1,0,0,0,0,0,0,0,NA,NA,NA,NA,345,"Willamette","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"0.0",NA,1,NA,"293.0",0,"Jackson Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"32531",9774,"City of Portland, Bull Run Reservoir 59-1","45.482300000000002","-122.07940000000001","11.199999999999999","1222471454463",0,"1220525454879","Bull Run Reservoir Number One","StreamNet",1,1,"100K","Lower Columbia",0,0,0,0,0,1,0,0,NA,NA,NA,NA,1040,"Sandy",NA,0,"0.0",NA,1,NA,NA,0,"Bull Run River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"21562",9775,"Sprague River at Hwy 140 Public Access Gage Station","42.446750000000002","-121.238139","70.0","1218738425716",NA,NA,NA,NA,1,1,NA,"Klamath",0,0,0,0,0,0,0,0,NA,NA,NA,NA,4318,"Klamath","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"70.0",1218738425716,1,NA,"407.0",0,"Sprague River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"34546",9776,"Round Lake Estates, 3396 Holbrook Klamath Falls, OR","42.188299999999998","-121.9218","0.81000000000000005","1218804421755",NA,NA,NA,NA,1,1,"100K","Klamath",0,0,0,0,0,0,0,0,NA,NA,NA,NA,4255,"Klamath",NA,0,"0.0",NA,1,NA,NA,0,"Unnamed Stream","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"33621",9777,"Willamette River 1 mile downstream from French Prairie","45.2926","-122.7848","39.140000000000001","1227618456580",NA,NA,NA,NA,1,1,"100K","Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,56,"Willamette",NA,0,"0.0",NA,1,NA,NA,0,"Willamette River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"31606",9779,"Yaquina Bay at River Mile 3.5, near King Slough","44.609765000000003","-124.022333","4.2199999999999998","1240830446097",NA,NA,NA,NA,1,1,"100K","Northern Oregon Coastal",0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,"Mid Coast","Estuary Source 17.",0,NA,NA,1,"32.0",NA,0,"Yaquina River","ES",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"13106",9780,"Sutherlin Creek at Hastings Road Bridge","43.3825","-123.320278","7.2999999999999998","1233769433002",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,505,"Umpqua","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"7.2999999999999998",1233769433002,1,NA,"385.0",0,"Sutherlin Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"30418",9781,"Wildcat Creek","44.160339999999998","-119.53966","1.0","1195344441730",NA,NA,NA,NA,1,1,NA,"John Day",1,0,0,0,0,0,0,0,NA,NA,NA,NA,4354,"John Day","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"1.0",1195344441730,1,NA,"477.0",0,"Wildcat Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"24270",9782,"Cullaby Slough at Maki BR near Dellmoor Loop RD","46.061599999999999","-123.899","0.90000000000000002","1239010460730",NA,NA,NA,NA,1,1,NA,"Lower Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,23,"North Coast",NA,0,"0.90000000000000002",1239010460730,1,NA,NA,0,"Cullaby Slough","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"30175",9783,"Miller Creek downstream of Miller Diversion Dam","42.111832999999997","-121.217431","0.40000000000000002","1212045421207",NA,NA,NA,NA,1,1,NA,"Klamath",0,0,0,0,0,0,0,0,NA,NA,NA,NA,4154,"Klamath","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"0.40000000000000002",1212045421207,1,NA,"260.0",0,"Miller Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"20683",9784,"Yaquina Bay","44.621667000000002","-124.034167","3.1000000000000001","1240830446097",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",0,0,0,0,1,0,0,0,NA,NA,NA,NA,0,"Mid Coast","Estuary Source 17.",0,"3.1000000000000001",1240830446097,1,NA,NA,0,"Yaquina River","ES",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"23291",9785,"Cronin Creek at Lower Nehalem Road","45.771244000000003","-123.631952","0.20000000000000001","1236350457719",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,289,"North Coast",NA,0,"0.20000000000000001",1236350457719,1,NA,NA,0,"Cronin Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"31990",9786,"John Day River at Clyde Holliday State Park","44.415730000000003","-119.08995","236.19","1206499457318",NA,NA,NA,NA,1,1,"100K","John Day",0,0,0,0,0,0,0,0,NA,NA,NA,NA,2864,"John Day","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"0.0",NA,1,NA,"420.0",0,"John Day River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"23832",9787,"Bear Creek at River Mile 13.30 (Coquille)","43.020839000000002","-124.28075","12.699999999999999","1243374431375",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",1,0,0,0,0,0,0,0,NA,NA,NA,NA,505,"South Coast",NA,0,"12.699999999999999",1243374431375,1,NA,"160.0",0,"Bear Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"26826",9788,"Ericson Creek","44.965414000000003","-123.94283","1.0","1239532449554",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",1,0,0,0,0,0,0,0,NA,NA,NA,NA,354,"Mid Coast",NA,0,"1.0",1239532449554,1,NA,"93.0",0,"Erickson Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"13404",9789,"Coquille Bay at Hwy 101","43.148055999999997","-124.39444399999999","3.1000000000000001","1244273431235",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,1,0,1,0,NA,NA,NA,NA,3,"South Coast","Estuary Source 5.",0,"3.1000000000000001",1244273431235,1,"33.5","55485.0",0,"Coquille River","ES",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"28403",9790,"Little River AWOL hole above Job Corps","43.235590000000002","-122.94165","11.93","1231024432977",NA,NA,NA,NA,1,1,"100K","Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1083,"Umpqua",NA,0,NA,NA,1,NA,"82.0",0,"Little River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"28732",9792,"Johnson Creek at SE 72nd Avenue and Bell","45.455649999999999","-122.59273","4.5999999999999996","1226465454422",NA,NA,NA,NA,1,1,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,154,"Willamette",NA,0,"4.5999999999999996",1226465454422,1,NA,NA,0,"Johnson Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"26740",9794,"Soap Creek at Robison Road (tributary to Luckiamute)","44.720280000000002","-123.25398","7.7000000000000002","1231630447305",NA,NA,NA,NA,1,1,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,217,"Willamette",NA,0,"7.7000000000000002",1231630447305,1,NA,"126.0",0,"Soap Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"21805",9796,"Tillamook River at River Mile 14.89","45.351989000000003","-123.83093100000001","13.4","1238834454692",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",1,0,0,0,0,0,0,0,NA,NA,NA,NA,144,"North Coast",NA,0,"13.4",1238834454692,1,NA,"71.0",0,"Tillamook River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"23016",9791,"Willow Creek at Heppner WWTP 5 feet downstream of outfall","45.370556000000001","-119.572861","54.399999999999999","1200159457949",NA,NA,NA,NA,0,1,NA,"Middle Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1864,"Umatilla","Mixing zone. Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",1,"54.399999999999999",1200159457949,1,NA,"265.0",0,"Willow Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"25031",9793,"Pony Slough at Coca Cola bottling plant (Coos Bay)","43.391463999999999","-124.234994","1.2","1242319434076",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,1,0,0,0,NA,NA,NA,NA,13,"South Coast","Estuary determined by salinty or conductivity and verified by GIS.",0,"1.2",1242319434076,1,"90.0","320.0",0,"Pony Creek","ES",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"30461",9797,"Squaw Creek at confluence with North & South Forks of Squaw Creek","43.744799999999998","-117.70610000000001","3.3999999999999999","1176903437898",NA,NA,NA,NA,1,1,NA,"Middle Snake-Boise",0,0,0,0,0,0,0,0,NA,NA,NA,NA,2930,"Malheur","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"3.3999999999999999",1176903437898,1,NA,"219.0",0,"Squaw Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"25372",9825,"Elk Creek, tributary to Long Tom River, at Crow-Vaughan Road near Noti","44.055556000000003","-123.451111","0.10000000000000001","1234510440554",NA,NA,NA,NA,1,1,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,420,"Willamette",NA,0,"0.10000000000000001",1234510440554,1,NA,"61.0",0,"Elk Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"25913",9826,"50880 S. Huntington Road (ESE)","43.648547000000001","-121.50165699999999","0.34000000000000002","1215069436508",NA,NA,NA,NA,1,1,"24K","Deschutes",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Deschutes","Surface water samples at this location. No 100K stream. Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,NA,NA,1,NA,"647.0",0,"Unnamed Stream","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"34028",9827,"Luckiamute River upstream from Soap Creek (Willamette)","44.731099999999998","-123.16379999999999","2.5800000000000001","1231480447559",NA,NA,NA,NA,1,1,"100K","Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,157,"Willamette","Luckiamute River is named on 24K but not 100K layer.",0,"0.0",NA,1,NA,NA,0,"Luckiamute River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"11114",9828,"Little Luckiamute River at Elkins Road","44.797193999999998","-123.2915","0.80000000000000004","1232878447914",NA,NA,NA,NA,1,1,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,203,"Willamette",NA,0,"0.80000000000000004",1232878447914,1,NA,"78.0",0,"Little Luckiamute River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"26760",9830,"Multnomah Channel downstream of Gilbert River","45.735869999999998","-122.8473","11.5","1227863458618",NA,NA,NA,NA,1,1,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,7,"Willamette",NA,0,"11.5",1227863458618,1,NA,NA,0,"Multnomah Channel","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"33644",9831,"North Fork Beaver Creek at Ona Grange river mile 4.8","44.503039999999999","-124.02160000000001","4.3300000000000001","1240746445231",NA,NA,NA,NA,1,1,"100K","Northern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,39,"Mid Coast","Site is clearly on Beaver Creek according to 100K layer (ds of NF Beaver confluence).",0,"0.0",NA,1,NA,"89.0",0,"Beaver Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"29316",9832,"Sunset Bay State Park Beach at restroom","43.333629999999999","-124.37268","236.5","1240637462558",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,1,0,0,0,1,1,"Marine",1,"OR110179","Sunset Bay State Park Beach",3,"South Coast","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"16.0",1242091436511,1,"33.899999999999999",NA,0,"Pacific Ocean","SW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"20660",9833,"Youngs Bay","46.188333","-123.91166699999999","8.0","1240483462464",NA,NA,NA,NA,1,1,NA,"Lower Columbia",0,0,0,0,1,0,1,0,NA,NA,NA,NA,0,"North Coast","Estuary Source 3.",0,"8.0",1240483462464,1,NA,NA,0,"Columbia River","ES",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"30888",9835,"Twin Rocks Beach 15 meters north","45.593600000000002","-123.9502","53.5","1240637462558",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",0,0,1,0,0,0,1,1,"Marine",1,"OR603376","Twin Rocks Beach",3,"North Coast","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"50.700000000000003",1239400456524,1,"31.399999999999999",NA,0,"Pacific Ocean","SW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"31872",9836,"Abiqua Creek at Gallon House Bridge","45.032299999999999","-122.798","2.5600000000000001","1228325450363",NA,NA,NA,NA,1,1,"100K","Willamette",0,0,0,0,0,0,0,1,NA,NA,NA,NA,187,"Willamette",NA,0,"0.0",NA,1,NA,"83.5",0,"Abiqua Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"29657",9838,"Eagle Creek at SE Eagle Creek Road","45.341670000000001","-122.34562","2.7000000000000002","1223833453520",NA,NA,NA,NA,1,1,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,289,"Willamette",NA,0,"2.7000000000000002",1223833453520,1,NA,NA,0,"Eagle Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"10405",9863,"Umatilla River at Rieth Bridge","45.65775","-118.87561100000001","48.0","1193384459144",NA,NA,NA,NA,1,1,NA,"Middle Columbia",0,0,0,0,0,0,0,0,NA,NA,NA,NA,961,"Umatilla",NA,0,"48.0",1193384459144,1,NA,"172.0",0,"Umatilla River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"25988",9864,"Willamette River at Salem, OR (River Mile 84.0)","44.94735","-123.04145","84.0","1227618456580",NA,NA,NA,NA,1,1,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,115,"Willamette",NA,0,"84.0",1227618456580,1,NA,"75.0",0,"Willamette River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"11123",9840,"Jackson Creek at Scenic Avenue (Central Point)","42.403972000000003","-122.93730600000001","0.69999999999999996","1229416424128",NA,NA,NA,NA,1,1,NA,"Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,1211,"Rogue","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"0.69999999999999996",1229416424128,1,NA,"484.0",0,"Jackson Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"28364",9841,"Cheney Creek downstream of Little Cheney Creek (Applegate, Rogue)","42.361759999999997","-123.45083","1.4099999999999999","1234510423783",NA,NA,NA,NA,1,1,"100K","Southern Oregon Coastal",0,0,0,0,0,0,0,0,NA,NA,NA,NA,991,"Rogue",NA,0,NA,NA,1,NA,"108.0",0,"Cheney Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"25447",9842,"Spring Creek at Mawhin Road","45.405479999999997","-117.28667","1.8","1173098454242",NA,NA,NA,NA,1,1,NA,"Lower Snake",0,0,0,0,0,0,0,0,NA,NA,NA,NA,3790,"Grande Ronde","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"1.8",1173098454242,1,NA,"267.0",0,"Spring Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"30379",9843,"Big Creek","45.015500000000003","-118.60357999999999","6.7999999999999998","1186830449604",NA,NA,NA,NA,1,1,NA,"John Day",1,0,0,0,0,0,0,0,NA,NA,NA,NA,5112,"John Day",NA,0,"6.7999999999999998",1186830449604,1,NA,"36.0",0,"Big Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"33058",9844,"Hoy's Marine, 4592 Yaquina Bay Road, Newport","44.559570000000001","-124.011","0.25","1240057445578",NA,NA,NA,NA,1,1,"24K","Northern Oregon Coastal",0,0,0,0,1,0,0,0,NA,NA,NA,NA,30,"Mid Coast","Possible location error.  Lat/Long placement does not correspond with description. Estuary Source 17.",0,"0.0",NA,1,NA,NA,0,"Unnamed Stream","ES",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"13422",9846,"Wilson River at Sollie Smith Road (River Mile 3.5)","45.477417000000003","-123.806194","5.5999999999999996","1238972454917",NA,NA,NA,NA,1,1,NA,"Northern Oregon Coastal",0,0,0,0,1,0,0,0,NA,NA,NA,NA,23,"North Coast","Estuary determined by salinty or conductivity and verified by GIS.",0,"5.5999999999999996",1238972454917,1,"4.0999999999999996","93.0",0,"Wilson River","ES",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"13138",9847,"East Fork Hood River at County Gravel Pit (River Mile 0.75)","45.569693999999998","-121.612639","1.0","1216272455754",NA,NA,NA,NA,1,1,NA,"Middle Columbia",1,0,0,0,0,0,0,0,NA,NA,NA,NA,1066,"Hood",NA,0,"1.0",1216272455754,1,NA,"73.0",0,"East Fork Hood River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"29884",9848,"Council Creek","45.545363999999999","-123.10822400000001","5.7999999999999998","1230233455313",NA,NA,NA,NA,1,1,NA,"Willamette",0,0,0,0,0,0,0,0,NA,NA,NA,NA,167,"Willamette","Estuary criteria by salinty and/or conductivity but verified non-estuarine by GIS.",0,"5.7999999999999998",1230233455313,1,NA,"219.0",0,"Council Creek","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
"32540",9849,"100 yards downstream of Hebo outfall","45.230420000000002","-123.06235","3.6099999999999999","1229962452299",NA,NA,NA,NA,1,1,NA,"Willamette",1,0,0,0,0,0,0,0,NA,NA,NA,NA,118,"Willamette",NA,0,"0.0",NA,1,NA,"70.0",0,"Yamhill River","FW",0,"Oregon Department of Environmental Quality","ODEQ",0,NA
