"OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasureMeasureValue","DrainageAreaMeasureMeasureUnitCode","ContributingDrainageAreaMeasureMeasureValue","ContributingDrainageAreaMeasureMeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasureMeasureValue","HorizontalAccuracyMeasureMeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasureMeasureValue","VerticalMeasureMeasureUnitCode","VerticalAccuracyMeasureMeasureValue","VerticalAccuracyMeasureMeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasureMeasureValue","WellDepthMeasureMeasureUnitCode","WellHoleDepthMeasureMeasureValue","WellHoleDepthMeasureMeasureUnitCode","site_only","LatChar","LonChar"
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-WORP99-0769","NORTH FORK CABLE CREEK","River/Stream","XLON_DD=""-118.665988"";XLAT_DD=""45.051142"";STRAHLER=""2"";ST_ORDER=""2nd"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2001"";INDEXVIS",17070202,NA,"",NA,"","45.05124","-118.66491000000001",NA,"","","GPS-Unspecified","WGS84","1424.0","m              ",NA,"","Other","NGVD29      ","US",41,"059",NA,NA,NA,NA,NA,NA,NA,NA,"NARS_WQX-WORP99-0769","45.05124","-118.66491"
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-WORP99-0775","BROWN CREEK","River/Stream","XLON_DD=""-119.803685"";XLAT_DD=""44.998422"";STRAHLER=""2"";ST_ORDER=""2nd"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2001"";INDEXVIS",17070204,NA,"",NA,"","44.998649999999998","-119.80257",NA,"","","GPS-Unspecified","WGS84","1216.0","m              ",NA,"","Other","NGVD29      ","US",41,"069",NA,NA,NA,NA,NA,NA,NA,NA,"NARS_WQX-WORP99-0775","44.99865","-119.80257"
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-WORP99-0780","FOX CREEK","River/Stream","XLON_DD=""-119.30092"";XLAT_DD=""44.61808"";STRAHLER=""4"";ST_ORDER=""4th"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2001"";INDEXVIS_C",17070202,NA,"",NA,"","44.618279999999999","-119.29951",NA,"","","GPS-Unspecified","WGS84","1202.0","m              ",NA,"","Other","NGVD29      ","US",41,"023",NA,NA,NA,NA,NA,NA,NA,NA,"NARS_WQX-WORP99-0780","44.61828","-119.29951"
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-WORP99-0787","BALDY CREEK","River/Stream","XLON_DD=""-118.314499"";XLAT_DD=""44.908098"";STRAHLER=""3"";ST_ORDER=""3rd"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2001"";INDEXVIS",17070202,NA,"",NA,"","44.90831","-118.31331",NA,"","","GPS-Unspecified","WGS84","1700.0","m              ",NA,"","Other","NGVD29      ","US",41,"023",NA,NA,NA,NA,NA,NA,NA,NA,"NARS_WQX-WORP99-0787","44.90831","-118.31331"
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-WORP99-0792","STRAW FORK CREEK","River/Stream","XLON_DD=""-120.1104"";XLAT_DD=""44.95446"";STRAHLER=""2"";ST_ORDER=""2nd"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2001"";INDEXVIS_CH",17070204,NA,"",NA,"","44.954459999999997","-120.11004",NA,"","","GPS-Unspecified","WGS84","1034.0","m              ",NA,"","Other","NGVD29      ","US",41,"069",NA,NA,NA,NA,NA,NA,NA,NA,"NARS_WQX-WORP99-0792","44.95446","-120.11004"
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-WORP99-0794","MIDDLE FORK JOHN DAY RIVER","River/Stream","XLON_DD=""-118.57732"";XLAT_DD=""44.62214"";STRAHLER=""4"";ST_ORDER=""4th"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2001"";INDEXVIS_C",17070203,NA,"",NA,"","44.622140000000002","-118.57732",NA,"","","GPS-Unspecified","WGS84","1223.0","m              ",NA,"","Other","NGVD29      ","US",41,"023",NA,NA,NA,NA,NA,NA,NA,NA,"NARS_WQX-WORP99-0794","44.62214","-118.57732"
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-WORP99-0800","DEER CREEK","River/Stream","XLON_DD=""-119.35243"";XLAT_DD=""44.00021"";STRAHLER=""3"";ST_ORDER=""3rd"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2001"";INDEXVIS_C",17070201,NA,"",NA,"","44.200090000000003","-119.35129999999999",NA,"","","GPS-Unspecified","WGS84","1427.0","m              ",NA,"","Other","NGVD29      ","US",41,"023",NA,NA,NA,NA,NA,NA,NA,NA,"NARS_WQX-WORP99-0800","44.20009","-119.3513"
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-WORP99-0803","GATE CREEK","River/Stream","XLON_DD=""-121.4153"";XLAT_DD=""45.2055"";STRAHLER=""2"";ST_ORDER=""2nd"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2001"";INDEXVIS_CHE",17070306,NA,"",NA,"","45.205500000000001","-121.4153",NA,"","","GPS-Unspecified","WGS84","743.0","m              ",NA,"","Other","NGVD29      ","US",41,"065",NA,NA,NA,NA,NA,NA,NA,NA,"NARS_WQX-WORP99-0803","45.2055","-121.4153"
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-WORP99-0806","BEEMAN CREEK","River/Stream","XLON_DD=""-118.78612"";XLAT_DD=""44.84933"";STRAHLER=""1"";ST_ORDER=""0-1st"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2001"";INDEXVIS",17070202,NA,"",NA,"","44.849330000000002","-118.78612",NA,"","","GPS-Unspecified","WGS84","1677.0","m              ",NA,"","Other","NGVD29      ","US",41,"023",NA,NA,NA,NA,NA,NA,NA,NA,"NARS_WQX-WORP99-0806","44.84933","-118.78612"
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-WORP99-0813","NIAGARA CREEK NEAR NESTUCCA RIVER","River/Stream","XLON_DD=""-123.6502"";XLAT_DD=""45.2009"";STRAHLER=""2"";ST_ORDER=""2nd"";FLOWSITE=""PARTIAL WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""PARBYWADE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2002"";IND",17100203,NA,"",NA,"","45.208710000000004","-123.64986",NA,"","","GPS-Unspecified","WGS84","257.0","m              ",NA,"","Other","NGVD29      ","US",41,"057",NA,NA,NA,NA,NA,NA,NA,NA,"NARS_WQX-WORP99-0813","45.20871","-123.64986"
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-WORP99-0815","ROBA CREEK","River/Stream","XLON_DD=""-119.97815"";XLAT_DD=""44.26857"";STRAHLER=""2"";ST_ORDER=""2nd"";FLOWSITE=""INTERRUPTED WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""INTWADE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2002""",17070303,NA,"",NA,"","44.268459999999997","-119.97696000000001",NA,"","","GPS-Unspecified","WGS84","1304.0","m              ",NA,"","Other","NGVD29      ","US",41,"013",NA,NA,NA,NA,NA,NA,NA,NA,"NARS_WQX-WORP99-0815","44.26846","-119.97696"
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-WORP99-0819","PYRAMID CREEK TRIBUTARY","River/Stream","XLON_DD=""-122.07407"";XLAT_DD=""44.54929"";STRAHLER=""1"";ST_ORDER=""0-1st"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2002"";INDEXVIS",17090006,NA,"",NA,"","44.549289999999999","-122.07407000000001",NA,"","","GPS-Unspecified","WGS84","1203.0","m              ",NA,"","Other","NGVD29      ","US",41,"043",NA,NA,NA,NA,NA,NA,NA,NA,"NARS_WQX-WORP99-0819","44.54929","-122.07407"
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-WORP99-0821","SOUTH FORK MCKENZIE RIVER TRIBUTARY","River/Stream","XLON_DD=""-122.115659"";XLAT_DD=""43.951618"";STRAHLER=""1"";ST_ORDER=""0-1st"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2002"";INDEXV",17090004,NA,"",NA,"","43.95093","-122.11568",NA,"","","GPS-Unspecified","WGS84","889.0","m              ",NA,"","Other","NGVD29      ","US",41,"039",NA,NA,NA,NA,NA,NA,NA,NA,"NARS_WQX-WORP99-0821","43.95093","-122.11568"
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-WORP99-0823","SOUTH FORK DIXIE CREEK","River/Stream","XLON_DD=""-117.514128"";XLAT_DD=""44.429697"";STRAHLER=""3"";ST_ORDER=""3rd"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2002"";INDEXVIS",17050202,NA,"",NA,"","44.429639999999999","-117.51412999999999",NA,"","","GPS-Unspecified","WGS84","1167.0","m              ",NA,"","Other","NGVD29      ","US",41,"001",NA,NA,NA,NA,NA,NA,NA,NA,"NARS_WQX-WORP99-0823","44.42964","-117.51413"
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-WORP99-0825","WEST FORK SMITH RIVER","River/Stream","XLON_DD=""-123.720258"";XLAT_DD=""43.852323"";STRAHLER=""2"";ST_ORDER=""2nd"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2002"";INDEXVIS",17100303,NA,"",NA,"","43.852080000000001","-123.71965",NA,"","","GPS-Unspecified","WGS84","131.0","m              ",NA,"","Other","NGVD29      ","US",41,"019",NA,NA,NA,NA,NA,NA,NA,NA,"NARS_WQX-WORP99-0825","43.85208","-123.71965"
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-WORP99-0830","NORTH MINAM RIVER","River/Stream","XLON_DD=""-117.46621"";XLAT_DD=""45.27151"";STRAHLER=""2"";ST_ORDER=""2nd"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2002"";INDEXVIS_C",17060105,NA,"",NA,"","45.271900000000002","-117.46554999999999",NA,"","","GPS-Unspecified","WGS84","1642.0","m              ",NA,"","Other","NGVD29      ","US",41,"063",NA,NA,NA,NA,NA,NA,NA,NA,"NARS_WQX-WORP99-0830","45.2719","-117.46555"
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-WORP99-0841","CAMAS CREEK","River/Stream","XLON_DD=""-118.97814"";XLAT_DD=""45.03423"";STRAHLER=""5"";ST_ORDER=""5th +"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2002"";INDEXVIS",17070202,NA,"",NA,"","45.034309999999998","-118.97695",NA,"","","GPS-Unspecified","WGS84","870.0","m              ",NA,"","Other","NGVD29      ","US",41,"059",NA,NA,NA,NA,NA,NA,NA,NA,"NARS_WQX-WORP99-0841","45.03431","-118.97695"
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-WORP99-0842","SLIDE CREEK","River/Stream","XLON_DD=""-118.95006"";XLAT_DD=""44.711"";STRAHLER=""2"";ST_ORDER=""2nd"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2002"";INDEXVIS_CHE",17070203,NA,"",NA,"","44.710999999999999","-118.95005999999999",NA,"","","GPS-Unspecified","WGS84","1257.0","m              ",NA,"","Other","NGVD29      ","US",41,"023",NA,NA,NA,NA,NA,NA,NA,NA,"NARS_WQX-WORP99-0842","44.711","-118.95006"
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-WORP99-0851","CEDAR CREEK","River/Stream","XLON_DD=""-121.552717"";XLAT_DD=""45.192791"";STRAHLER=""1"";ST_ORDER=""0-1st"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2002"";INDEXV",17070306,NA,"",NA,"","45.191960000000002","-121.54788000000001",NA,"","","GPS-Unspecified","WGS84","1057.0","m              ",NA,"","Other","NGVD29      ","US",41,"065",NA,NA,NA,NA,NA,NA,NA,NA,"NARS_WQX-WORP99-0851","45.19196","-121.54788"
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-WORP99-0852","LONE ROCK CREEK","River/Stream","XLON_DD=""-119.95186"";XLAT_DD=""45.16741"";STRAHLER=""4"";ST_ORDER=""4th"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2002"";INDEXVIS_C",17070204,NA,"",NA,"","45.167409999999997","-119.95186",NA,"","","GPS-Unspecified","WGS84","716.0","m              ",NA,"","Other","NGVD29      ","US",41,"021",NA,NA,NA,NA,NA,NA,NA,NA,"NARS_WQX-WORP99-0852","45.16741","-119.95186"
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-WORP99-0854","BEAVER / OLIVE CREEK","River/Stream","XLON_DD=""-118.453315"";XLAT_DD=""44.779096"";STRAHLER=""3"";ST_ORDER=""3rd"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2002"";INDEXVIS",17070202,NA,"",NA,"","44.779409999999999","-118.45238000000001",NA,"","","GPS-Unspecified","WGS84","1451.0","m              ",NA,"","Other","NGVD29      ","US",41,"023",NA,NA,NA,NA,NA,NA,NA,NA,"NARS_WQX-WORP99-0854","44.77941","-118.45238"
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-WORP99-0856","SOUTH FORK JOHN DAY RIVER","River/Stream","XLON_DD=""-119.33793"";XLAT_DD=""44.0151"";STRAHLER=""4"";ST_ORDER=""4th"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2002"";INDEXVIS_CH",17070201,NA,"",NA,"","44.015099999999997","-119.33692000000001",NA,"","","GPS-Unspecified","WGS84","1289.0","m              ",NA,"","Other","NGVD29      ","US",41,"023",NA,NA,NA,NA,NA,NA,NA,NA,"NARS_WQX-WORP99-0856","44.0151","-119.33692"
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-WORP99-0860","BIG CREEK","River/Stream","XLON_DD=""-118.6861"";XLAT_DD=""44.7778"";STRAHLER=""1"";ST_ORDER=""0-1st"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2002"";INDEXVIS_C",17070203,NA,"",NA,"","44.778849999999998","-118.68595999999999",NA,"","","GPS-Unspecified","WGS84","1856.0","m              ",NA,"","Other","NGVD29      ","US",41,"023",NA,NA,NA,NA,NA,NA,NA,NA,"NARS_WQX-WORP99-0860","44.77885","-118.68596"
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-WORP99-0864","ALDER CREEK","River/Stream","XLON_DD=""-119.45154"";XLAT_DD=""45.05222"";STRAHLER=""2"";ST_ORDER=""2nd"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2002"";INDEXVIS_C",17070202,NA,"",NA,"","45.052219999999998","-119.45153999999999",NA,"","","GPS-Unspecified","WGS84","1130.0","m              ",NA,"","Other","NGVD29      ","US",41,"049",NA,NA,NA,NA,NA,NA,NA,NA,"NARS_WQX-WORP99-0864","45.05222","-119.45154"
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-WORP99-0866","NORTH FORK WIND CREEK","River/Stream","XLON_DD=""-119.59326"";XLAT_DD=""44.27721"";STRAHLER=""2"";ST_ORDER=""2nd"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2002"";INDEXVIS_C",17070201,NA,"",NA,"","44.277439999999999","-119.59314000000001",NA,"","","GPS-Unspecified","WGS84","1147.0","m              ",NA,"","Other","NGVD29      ","US",41,"023",NA,NA,NA,NA,NA,NA,NA,NA,"NARS_WQX-WORP99-0866","44.27744","-119.59314"
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-WORP99-0871","MARTIN CREEK","River/Stream","XLON_DD=""-118.549641"";XLAT_DD=""44.95504"";STRAHLER=""2"";ST_ORDER=""2nd"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2002"";INDEXVIS_",17070202,NA,"",NA,"","44.955089999999998","-118.54965",NA,"","","GPS-Unspecified","WGS84","1673.0","m              ",NA,"","Other","NGVD29      ","US",41,"023",NA,NA,NA,NA,NA,NA,NA,NA,"NARS_WQX-WORP99-0871","44.95509","-118.54965"
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-WORP99-0877","MEADOW CREEK TRIBUTARY","River/Stream","XLON_DD=""-118.6081"";XLAT_DD=""44.9617"";STRAHLER=""1"";ST_ORDER=""0-1st"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2002"";INDEXVIS_C",17070202,NA,"",NA,"","44.961739999999999","-118.60722",NA,"","","GPS-Unspecified","WGS84","1677.0","m              ",NA,"","Other","NGVD29      ","US",41,"023",NA,NA,NA,NA,NA,NA,NA,NA,"NARS_WQX-WORP99-0877","44.96174","-118.60722"
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-WORP99-0879","NESTUCCA RIVER TRIBUTARY","River/Stream","XLON_DD=""-123.47625"";XLAT_DD=""45.30062"";STRAHLER=""1"";ST_ORDER=""0-1st"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2002"";INDEXVIS",17100203,NA,"",NA,"","45.300620000000002","-123.47624999999999",NA,"","","GPS-Unspecified","WGS84","448.0","m              ",NA,"","Other","NGVD29      ","US",41,"057",NA,NA,NA,NA,NA,NA,NA,NA,"NARS_WQX-WORP99-0879","45.30062","-123.47625"
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-WORP99-0883","NELSON CREEK","River/Stream","XLON_DD=""-120.17577"";XLAT_DD=""44.56015"";STRAHLER=""2"";ST_ORDER=""2nd"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2002"";INDEXVIS_C",17070204,NA,"",NA,"","44.560079999999999","-120.17442",NA,"","","GPS-Unspecified","WGS84","875.0","m              ",NA,"","Other","NGVD29      ","US",41,"069",NA,NA,NA,NA,NA,NA,NA,NA,"NARS_WQX-WORP99-0883","44.56008","-120.17442"
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-WORP99-0885","SIUSLAW RIVER","River/Stream","XLON_DD=""-123.50137"";XLAT_DD=""43.87526"";STRAHLER=""3"";ST_ORDER=""3rd"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2002"";INDEXVIS_C",17100206,NA,"",NA,"","43.875259999999997","-123.50136999999999",NA,"","","GPS-Unspecified","WGS84","154.0","m              ",NA,"","Other","NGVD29      ","US",41,"039",NA,NA,NA,NA,NA,NA,NA,NA,"NARS_WQX-WORP99-0885","43.87526","-123.50137"
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-WORP99-0888","FISHHOLE CREEK","River/Stream","XLON_DD=""-120.987128"";XLAT_DD=""42.32292"";STRAHLER=""3"";ST_ORDER=""3rd"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2002"";INDEXVIS_",18010202,NA,"",NA,"","42.322929999999999","-120.98587000000001",NA,"","","GPS-Unspecified","WGS84","1395.0","m              ",NA,"","Other","NGVD29      ","US",41,"035",NA,NA,NA,NA,NA,NA,NA,NA,"NARS_WQX-WORP99-0888","42.32293","-120.98587"
"NARS_WQX","EPA National Aquatic Resources Survey","NARS_WQX-WORP99-0890","EAST FORK EAGLE CREEK","River/Stream","XLON_DD=""-117.31893"";XLAT_DD=""45.15849"";STRAHLER=""1"";ST_ORDER=""0-1st"";FLOWSITE=""WADEABLE"";SITETYPE=""WESTPROB"";XSTATUS=""SAMPLEABLE"";VALXSTAT=""WADEABLE"";TNT=""T"";STRATUM=""OR"";INDXVIS_EXTENT=""YES"";SAMPCHEM=""YES"";INDXVIS_CHEM=""YES"";INDEXYR_CHEM=""2002"";INDEXVIS",17050203,NA,"",NA,"","45.158929999999998","-117.31785000000001",NA,"","","GPS-Unspecified","WGS84","2141.0","m              ",NA,"","Other","NGVD29      ","US",41,"061",NA,NA,NA,NA,NA,NA,NA,NA,"NARS_WQX-WORP99-0890","45.15893","-117.31785"
